NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT06551467,Effect of an Innovative Online Ayurveda Program on the Mental and Physical Health of Home-Based Adults,https://clinicaltrials.gov/study/NCT06551467,COMPLETED,NO,Anxiety|Depression,BEHAVIORAL: Online Ayurveda Program for Detox and Lifestyle,Maharishi International University,,ALL,"ADULT, OLDER_ADULT",98,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-10,2022-07-25,"The Center for Maharishi AyurVeda and Holistic Medicine, Geboltskirchen, 4682, Austria"
NCT04920773,Community-based Post-exposure Prophylaxis for COVID-19,https://clinicaltrials.gov/study/NCT04920773,COMPLETED,NO,Covid19,OTHER: Guduchi Ghanvati|OTHER: Standard guidelines,NMP Medical Research Institute,"Aarogyam UK|Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University|Samta Ayurveda Prakoshtha, India|Padmanabhama Ayurveda Hospital and Research Centre",ALL,ADULT,216,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-05-03,2021-06-06,"NMP Medical Research Institute, Jaipur, Rajasthan, India|Padmnabham Ayurveda Hospital & Research Center, Jaipur, Rajasthan, India"
NCT00606658,Usefulness of Shirodhara for Insomnia,https://clinicaltrials.gov/study/NCT00606658,COMPLETED,NO,Insomnia,PROCEDURE: Shirodhara Oil Treatment,Southern California University of Health Sciences,,ALL,"ADULT, OLDER_ADULT",10,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-01,2008-09,"Southern California University of Health Sciences, Whittier, California, 90604, United States"
NCT01488123,Integrative Approaches for Cancer Survivorship,https://clinicaltrials.gov/study/NCT01488123,COMPLETED,NO,Breast Cancer,BEHAVIORAL: Individualized manualized Ayurvedic intervention,"University of California, San Francisco",National Center for Complementary and Integrative Health (NCCIH),FEMALE,"ADULT, OLDER_ADULT",32,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2012-01,2015-10,"University of California, San Francisco, Osher Center for Integrative Medicine, San Francisco, California, 94115, United States"
NCT04621903,A Pilot Study on Efficacy and Safety of Ayurveda Combination in Patients With Mild-to-Moderate COVID-19,https://clinicaltrials.gov/study/NCT04621903,COMPLETED,NO,Covid19,OTHER: Shanshamani Vati Plus,Aarogyam UK,"University of Warwick|All India Institute of Ayurveda, Ministry of AYUSH, Government of India",ALL,"ADULT, OLDER_ADULT",26,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-10-08,2020-11-03,"Aarogyam (UK) CIC, Leicester, United Kingdom"
NCT04480398,Efficacy and Safety of Guduchi Ghan Vati for Covid-19 Asymptomatic Patients,https://clinicaltrials.gov/study/NCT04480398,COMPLETED,NO,Covid19|Asymptomatic Condition,DRUG: Guduchi Ghan Vati,Aarogyam UK,"Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University|Samta Ayurveda Prakoshtha, India",ALL,"ADULT, OLDER_ADULT",91,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-05-12,2020-07-03,"Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur, Rajasthan, India"
NCT05743023,Consciousness-based Ayurveda Lifestyle Program for Improving Quality of Life in Survivors of Breast Cancer,https://clinicaltrials.gov/study/NCT05743023,UNKNOWN,NO,Breast Cancer Survivors,BEHAVIORAL: Ayurvedic lifestyle protocol,"Robert Schneider, MD",,FEMALE,"ADULT, OLDER_ADULT",15,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-09-01,2023-06-01,"Maharishi International University, Richmond, California, 94806, United States"
NCT06091527,Treating Major Depression With Yoga Mono-therapy,https://clinicaltrials.gov/study/NCT06091527,RECRUITING,NO,Depression Mild|Depression Moderate,BEHAVIORAL: Yoga practice|BEHAVIORAL: Education,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",180,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2024-09,2026-06,"Zuckerberg San Francisco General Hospital, San Francisco, California, 94110, United States"
NCT03460717,Thermal Micro-cautery for Painful Knee Osteoarthritis,https://clinicaltrials.gov/study/NCT03460717,COMPLETED,NO,Chronic Pain Syndrome,OTHER: Peripheral Nerve Field Stimulation by Thermal Micro-Cautery,"The National Children's Hospital, Tallaght",,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2016-11-01,2018-09-01,"Tallaght University Hospital, Dublin, D24NROA, Ireland"
NCT00065650,Pilot Study of Vedic Medicine for Type 2 Diabetes,https://clinicaltrials.gov/study/NCT00065650,COMPLETED,NO,"Diabetes Mellitus, Type 2",DRUG: Vedic Medicine|BEHAVIORAL: Vedic Medicine,National Center for Complementary and Integrative Health (NCCIH),,ALL,"ADULT, OLDER_ADULT",60,NIH,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2003-07,2004-01,"Kaiser Permanente Center for Health Research, Portland, Oregon, 97227, United States"
NCT01797887,Ayurvedic Versus Conventional Counseling in Mothers With Burnout-Syndrome,https://clinicaltrials.gov/study/NCT01797887,COMPLETED,NO,Burnout-Syndrome,BEHAVIORAL: Diet and Lifestyle Counseling,"Charite University, Berlin, Germany","Karl and Veronica Carstens Foundation|European Association for Ayurveda Therapists, Germany (VEAT)",FEMALE,ADULT,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2013-05,2014-12,"Immanuel Hospital Berlin, Berlin, 14109, Germany"
NCT04387643,Protecting Health Care Workers During the COVID-19 Outbreak,https://clinicaltrials.gov/study/NCT04387643,COMPLETED,NO,Covid-19,DIETARY_SUPPLEMENT: Ayurvedic Kadha,Aarogyam UK,"Samta Ayurveda Prakoshtha, India",ALL,ADULT,52,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-03-01,2020-04-02,"Samta Ayurveda Prakoshtha, Jaipur, Rajasthan, India"
NCT04542876,Efficacy and Safety of Guduchi Ghan Vati in the Management of Asymptomatic COVID-19 Infection,https://clinicaltrials.gov/study/NCT04542876,COMPLETED,NO,Covid19,DRUG: Guduchi Ghan Vati,Aarogyam UK,Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University,ALL,"ADULT, OLDER_ADULT",46,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-05-01,2020-08-18,"Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University, Jodhpur, Rajasthan, India"
NCT02107469,A Study of Phyllanthus Niruri and Sida Cordifolia in Diabetic Peripheral Polyneuropathy,https://clinicaltrials.gov/study/NCT02107469,COMPLETED,NO,Diabetic Polyneuropathy|Diabetic Neuralgia|Diabetic Neuropathies|Diabetic Neuropathy,DRUG: Sida cordifolia roots|DRUG: Phyllanthus niruri|DRUG: Sida cordifolia roots extract|DRUG: Phyllanthus niruri extract|OTHER: Sida cordifolia placebo|OTHER: Phyllanthus niruri placebo,Rosenberg European Academy of Ayurveda,EUROPEAN PROFESSIONAL ASSOCIATION OF AYURVEDA PRACTITIONERS AND THERAPISTS,ALL,"ADULT, OLDER_ADULT",98,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-06,2016-02,"P.D. Patel Ayurveda Hospital, Nadiad, Gujarat, 387001, India"
NCT06247696,Sweet Scents to Sweet Dreams,https://clinicaltrials.gov/study/NCT06247696,RECRUITING,NO,Sleep Disturbance|Mental Health Issue,OTHER: Herbal Pillows,Duquesne University,Cura Rest/Healing and Yoga Arts,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2024-02-01,2026-02-01,"Duquesne University, Pittsburgh, Pennsylvania, 15282, United States"
NCT05259735,A Clinical Guideline-based Management of Type-2 Diabetes by Ayurvedic Practitioners in Nepal,https://clinicaltrials.gov/study/NCT05259735,COMPLETED,NO,Diabetes|Type2Diabetes|Diabetes Mellitus,COMBINATION_PRODUCT: Clinical Guideline based Management|OTHER: Comparator,Nepal Health Research Council,University of Nottingham,ALL,"ADULT, OLDER_ADULT",121,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-07-17,2024-01-04,"Nepal Health Research Council, Kathmandu, Bagmati, Nepal"
NCT05241080,Stress Among Final Year BAMS Students in Relation With Covid Lockdown Through CSSQ-a Cross Sectional Survey,https://clinicaltrials.gov/study/NCT05241080,COMPLETED,NO,Covid Related Psychological Stress,OTHER: Survey,Amrita Vishwa Vidyapeetham,Amrita Viswa Vidyapeetham,ALL,ADULT,200,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-11-30,2021-12-10,"Dr Preeti, Kollam, Kerala, 690525, India"
NCT04146558,Ayurvedic Treatment Package in Plaque Psoriasis,https://clinicaltrials.gov/study/NCT04146558,UNKNOWN,NO,Psoriasis,DRUG: Individualized internal ayurvedic treatment|OTHER: External ayurvedic treatment,Universität Duisburg-Essen,Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College,ALL,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-12-04,2021-11-15,"PNNM Ayurveda College, Shoranur, Kerala, 679 531, India"
NCT02897635,Integrative Approaches For Cancer Survivorship 2: Project 1,https://clinicaltrials.gov/study/NCT02897635,COMPLETED,NO,Breast Cancer,BEHAVIORAL: Individualized Integrative Medicine Intervention,"University of California, San Francisco",National Center for Complementary and Integrative Health (NCCIH),FEMALE,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2016-09,2018-09-21,"University of California, San Francisco, Osher Center for Integrative Medicine, San Francisco, California, 94115, United States"
NCT02981251,"Community Based Health Education to Manage Uncontrolled Blood Pressure in Surkhet, Nepal",https://clinicaltrials.gov/study/NCT02981251,COMPLETED,NO,Hypertension,BEHAVIORAL: Health education with support by trained female health volunteer,Bheri Zonal Ayurveda Hospital,,ALL,"ADULT, OLDER_ADULT",142,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2016-01,2017-08,"Bheri Zonal Ayurveda Hospital, Surkhet, Birendranagar Municipality, Nepal"
NCT01389336,Add-on Complex Ayurvedic Treatment in Fibromyalgia-Syndrome Compared to Standard Care Alone,https://clinicaltrials.gov/study/NCT01389336,COMPLETED,NO,Fibromyalgia Syndrome,,Andreas Michalsen,"Dr.Heinz Horst Deichmann Foundation,Essen,Germany",ALL,"ADULT, OLDER_ADULT",31,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2011-07,2013-05,"Immanuel Hospital Berlin, Berlin, 14109, Germany"
NCT03019861,Ayurvedic Nutritional Counseling for Patients With IBS in Comparison to Conventional Nutritional Counseling,https://clinicaltrials.gov/study/NCT03019861,COMPLETED,NO,IBS - Irritable Bowel Syndrome,BEHAVIORAL: Ayurvedic nutritional counseling|BEHAVIORAL: Conventional nutritional counseling,"Charite University, Berlin, Germany",,ALL,"ADULT, OLDER_ADULT",69,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-01,2019-02,"Kliniken Essen-Mitte, Essen, Am Deimelsberg 34 A, 45276, Germany|Charité Hochschulambulanz für Naturheilkunde am Immanuel Krankenhaus, Berlin, 14109, Germany"
NCT03479385,Integrative Approaches to Cancer Survivorship: Project 3,https://clinicaltrials.gov/study/NCT03479385,COMPLETED,NO,Breast Cancer,BEHAVIORAL: Integrative Medicine Intervention|BEHAVIORAL: Health Education Intervention,"University of California, San Francisco",,FEMALE,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-04-17,2020-01-30,"University of California, San Francisco, Osher Center for Integrative Medicine, San Francisco, California, 94115, United States"
NCT03610594,Effects of Kalaripayattu on Psychological Wellbeing and Behavior in Children,https://clinicaltrials.gov/study/NCT03610594,UNKNOWN,NO,Psychological|Behavior,OTHER: Kalaripayattu,NMP Medical Research Institute,"Warwick Research Services|Swamigal Trust for Vedic Science, India",ALL,CHILD,70,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2018-09-01,2019-09-01,"NMP Medical Reserach Institute, Jaipur, Rajasthan, India"
NCT03596307,The Effects of Ashwagandha in Endurance Exercise Performance,https://clinicaltrials.gov/study/NCT03596307,UNKNOWN,NO,Healthy,DIETARY_SUPPLEMENT: Ashwagandha extract|DIETARY_SUPPLEMENT: Placebo,Arjuna Natural Limited,KU Leuven|ZB Sports Development BVBA,MALE,ADULT,12,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2018-08-06,2019-06,"KU Leuven Athletic Performance Center / Bakala Academy, Leuven, Heverlee, BE3001, Belgium"
NCT04494204,Effect of a Combination of Treatment of Reginmune Capsule and Immunofree Tablets in the Treatment of Mild to Moderate COVID-19 Patients,https://clinicaltrials.gov/study/NCT04494204,COMPLETED,NO,Treatment of Covid-19 Virus Infection,COMBINATION_PRODUCT: Immunofree tablets and Reginmune capsule,PUNEET MITTAL,,ALL,"ADULT, OLDER_ADULT",100,NETWORK,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-08-07,2020-12-20,"Govt Medical College and Govt General Hospital (Old RIMSGGH), Srikakulam, Andhra Pradesh, 532001, India|Parul Institute of Ayurveda and Research Parul University, Vadodara, Gujrat, 391760, India|Lokmanya Hospital, Pune, Maharashtra, 411033, India"
NCT02241226,Self-Directed Biological Transformation Initiative,https://clinicaltrials.gov/study/NCT02241226,COMPLETED,NO,Healthy,BEHAVIORAL: Perfect Health Course,"University of California, San Diego","Harvard University|Scripps Translational Science Institute|Duke University|Chopra Center for Wellbeing|Mount Sinai Hospital, New York|University of California, San Francisco",ALL,"ADULT, OLDER_ADULT",115,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-09,2015-02,"Chopra Center for Wellbeing, Carlsbad, California, 92009, United States"
NCT04694170,Visceral Somatization and Low Back Pain.,https://clinicaltrials.gov/study/NCT04694170,COMPLETED,NO,Lumbar Strain,OTHER: additional therapy|OTHER: conventional physiotherapy,"Charles University, Czech Republic",,ALL,ADULT,12,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2019-10-18,2020-01-10,"Charles University, Faculty of physical education and sport, Praha, Czechia"
NCT06633926,Integrative Approaches for Cancer Survivorship (IACS3),https://clinicaltrials.gov/study/NCT06633926,NOT_YET_RECRUITING,NO,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8,BEHAVIORAL: Nutrition Education|BEHAVIORAL: Lifestyle Counseling|OTHER: Yoga|PROCEDURE: Marma therapy|OTHER: Educational Intervention|OTHER: Quality of Life Questionnaire Administration,"University of California, San Francisco",National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",104,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2025-01-31,2027-06-30,"Zuckerberg San Francisco General, San Francisco, California, 94115, United States|University of California, San Francisco, San Francisco, California, 94143, United States|Kaiser Permanente Northwest (KPNW), San Francisco, California, 94158, United States|Vanderbilt Ingram Cancer Center, Nashville, Tennessee, 37212, United States"
NCT01864473,"Management of Vaginal Fistula by Kshar Sutra, a Minimally Invasive Treatment",https://clinicaltrials.gov/study/NCT01864473,COMPLETED,NO,Vaginal Fistula,OTHER: Kshar Sutra,Government Ayurved College and Hospital,,FEMALE,ADULT,1,OTHER_GOV,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-10,2013-01,"Dr.Nita Mahadevrao Kedar, Nagpur, Maharashtra, 440024, India"
NCT02330341,"Effect of Artemisia Dracunculus on Glucose Intolerance, Insulin Sensitivity and Insulin Secretion",https://clinicaltrials.gov/study/NCT02330341,COMPLETED,YES,Glucose Intolerance,DIETARY_SUPPLEMENT: Artemisia dracunculus|OTHER: Placebo,University of Guadalajara,,ALL,ADULT,24,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2014-12,2015-07,"Manuel González Ortiz, Guadalajara, Jalisco, 44140, Mexico"
NCT04737798,Comparison of the Effects of Oil Pulling Therapy With Different Oils,https://clinicaltrials.gov/study/NCT04737798,COMPLETED,NO,Gingivitis,OTHER: oil pulling with coconut oil|OTHER: oil pulling with sesame oil,Baskent University,,ALL,ADULT,24,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-01-02,2020-04-30,"Yasemin Sezgin, Ankara, 06690, Turkey"
NCT00817752,"Ashwagandha: Effects on Stress, Inflammation and Immune Cell Activation",https://clinicaltrials.gov/study/NCT00817752,COMPLETED,NO,Inflammation|Cancer|Autoimmune Diseases,DIETARY_SUPPLEMENT: Ashwagandha,National University of Natural Medicine,Helfgott Research Institute,ALL,ADULT,25,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2007-05,2008-02,"Helfgott Research Institute, Portland, Oregon, 97201, United States"
NCT06742918,Efficacy of Unani Formulations (HBR and SBM) for Treating Uncomplicated UTIs,https://clinicaltrials.gov/study/NCT06742918,COMPLETED,NO,Urinary Tract Infections|Alternative Medicine|Women Health,OTHER: Placebo,Hamdard University,,FEMALE,"ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-03-17,2021-12-14,"Shifa-ul-Mulk Memorial Hospital, Karachi, Sindh, Pakistan"
NCT05851040,Observe the Effect of Wheatgrass and Tulsi Formulation or Individuals Taken With Other Allopathic Drugs,https://clinicaltrials.gov/study/NCT05851040,NOT_YET_RECRUITING,NO,"Blood Pressure, High|Blood Sugar; High|Weight, Birth|Smoking",OTHER: Observation study,Swalife Biotech,,ALL,"ADULT, OLDER_ADULT",100,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-05-10,2023-10-30,"Sinhgad college of Pharmacy, Pune, Maharashtra, 411041, India"
NCT03962777,Efficacy of Oil Pulling Therapy on Supragingival Plaque Growth,https://clinicaltrials.gov/study/NCT03962777,COMPLETED,NO,Gingivitis,OTHER: chlorhexidine|OTHER: oil pulling,Baskent University,,ALL,ADULT,30,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2019-02-09,2019-05-15,"Yasemin Sezgin, Ankara, Please Select..., 06690, Turkey"
NCT01793935,Withania Somnifera: an Immunomodulator and Anti-inflammatory Agent for Schizophrenia,https://clinicaltrials.gov/study/NCT01793935,COMPLETED,YES,Schizophrenia|Schizoaffective Disorder,DRUG: Sensoril®|DRUG: Placebo,K.N. Roy Chengappa,,ALL,"ADULT, OLDER_ADULT",68,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-04,2016-07-07,"Western Psychiatric Institute & Clinic, Pittsburgh, Pennsylvania, 15213, United States"
