NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT02732379,"Effect of Aromatherapy on Postoperative Nausea, Vomiting",https://clinicaltrials.gov/study/NCT02732379,COMPLETED,NO,Postoperative Nausea and Vomiting,PROCEDURE: Lavender Aromatherapy|PROCEDURE: Rose Aromatherapy|PROCEDURE: Ginger Aromatherapy|PROCEDURE: Placebo Aromatherapy,Tokat Gaziosmanpasa University,,ALL,"ADULT, OLDER_ADULT",184,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-04,2018-11-14,"Gaziosmanpasa University Medical School Hospital, Tokat, 60100, Turkey"
NCT00624637,Does Massage With or Without Aromatherapy Reduce Infant's Distress?,https://clinicaltrials.gov/study/NCT00624637,UNKNOWN,NO,Distress,OTHER: aromatherapy massage,Erasmus Medical Center,,ALL,CHILD,110,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2008-01,2009-12,"Pediatric Surgical Intensive Care, Erasmus MC-Sophia, Rotterdam, Zuid Holland, 3000 CB, Netherlands"
NCT03449511,Aromatherapy for Integrated Cancer Care,https://clinicaltrials.gov/study/NCT03449511,COMPLETED,NO,Cancer,OTHER: Ginger aromatherapy|OTHER: Orange aromatherapy|OTHER: Lavender aromatherapy|OTHER: Jojoba aromatherapy,University of Rochester,,ALL,"CHILD, ADULT, OLDER_ADULT",83,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2018-04-11,2023-01-30,"Roswell Park Cancer Institute, Buffalo, New York, 14263, United States|University of Rochester Medical Center, Wilmot Canter Center, Rochester, New York, 14642, United States"
NCT05708066,Aromatherapy With Lavender as Anxiolysis Prior to Cataracts Surgery,https://clinicaltrials.gov/study/NCT05708066,WITHDRAWN,NO,Aromatherapy|Anxiety,OTHER: Lavender Aromatherapy|OTHER: Non-scented Tab,Montefiore Medical Center,,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: TREATMENT,2024-01,2024-10,"Montefiore Medical Center Hutchinson Campus, Bronx, New York, 10461, United States"
NCT04457947,Exploring Aromatherapy Intervention in Acute Care,https://clinicaltrials.gov/study/NCT04457947,UNKNOWN,NO,Pregnant Women|Surgical Patients,,Massachusetts General Hospital,,ALL,"ADULT, OLDER_ADULT",40,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-09,2021-01,
NCT01809067,The Effects of Lavender Aromatherapy on Reducing Stress and Anxiety During MRI Procedures.,https://clinicaltrials.gov/study/NCT01809067,COMPLETED,NO,Anxiety,OTHER: Lavender aromatherapy inhalers,Allina Health System,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-03,2013-06,"Abbott Northwestern Hospital, Minneapolis, Minnesota, 55407, United States"
NCT06289764,The Effect of Aromatherapy Application With Bergamot and Grapefruit Essential Oils on PMS,https://clinicaltrials.gov/study/NCT06289764,COMPLETED,NO,Premenstrual Syndrome-PMS,OTHER: Bergamot Essential Oil|OTHER: Grapefruit Essential Oil|OTHER: Sweet almond oil,Esra ÖZER,KTO Karatay University,FEMALE,ADULT,90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2024-02-01,2024-06-24,"Ankara Medipol Unıversty, Ankara, Altındağ, 06000, Turkey"
NCT04513093,Aromatherapy Massage Applied on Constipation,https://clinicaltrials.gov/study/NCT04513093,COMPLETED,NO,Constipation,OTHER: Aromatherapy Massage,Ayşe Aydınlı,,ALL,OLDER_ADULT,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2018-01-14,2020-05-21,"Suleyman Demirel University, Isparta, 32100, Turkey"
NCT06772129,The Effect of Aromatherapy on Delirium in Critically Elderly Patients Undergoing Fracture Surgery,https://clinicaltrials.gov/study/NCT06772129,NOT_YET_RECRUITING,NO,Delirium - Postoperative,OTHER: Aromatherapy,Senay Gokdemir,,ALL,"ADULT, OLDER_ADULT",108,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2025-02-01,2026-06-01,
NCT06024954,"Pain, Anxiety of Aromatherapy and Music Effect on",https://clinicaltrials.gov/study/NCT06024954,COMPLETED,NO,Cancer,OTHER: aromatherapy|OTHER: music therapy|OTHER: aromatherapy and music therapy,Ege University,,ALL,"ADULT, OLDER_ADULT",88,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-08-10,2023-07-15,"EGE, İzmir, İ̇zmi̇r, 3590, Turkey"
NCT06063512,The Efficacy of Sweet Orange Oil Inhalation in Management of Dental Anxiety and Pain,https://clinicaltrials.gov/study/NCT06063512,NOT_YET_RECRUITING,NO,Aromatherapy,OTHER: sweet orange oil inhalation,Cairo University,,ALL,CHILD,64,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2023-09,2024-08,
NCT05255874,The Effect of Aromatherapy Applied to the Patients in the Urodynamic Procedure,https://clinicaltrials.gov/study/NCT05255874,COMPLETED,NO,Anxiety,OTHER: Aromatherapy,Mersin University,,ALL,"ADULT, OLDER_ADULT",98,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2022-01-01,2022-07-30,"Elife Kettaş Dölek, Mersin, 33110, Turkey"
NCT01963689,Aromatherapy for Anxiety and Self-esteem: Clinical Trial,https://clinicaltrials.gov/study/NCT01963689,COMPLETED,NO,Anxiety|Self Esteem,OTHER: Intervention Group 2|OTHER: Intervention Group 1|OTHER: Intervention Group 3,University of Sao Paulo,,ALL,ADULT,34,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2012-06,2013-09,
NCT05728177,Effect of Inhalation Aromatherapy on Anxiety and Depressive Symptoms of Geriatric Patients With Parkinson's Disease,https://clinicaltrials.gov/study/NCT05728177,COMPLETED,NO,Inhalation Aromatherapy,COMBINATION_PRODUCT: Inhalation Aromatherapy,Alexandria University,,ALL,"CHILD, ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2022-08-10,2023-01-05,"Faculty of Nursing, Alexandria, Egypt"
NCT04260399,Anxiety Reduction During Office Procedural Medicine Using Aromatherapy,https://clinicaltrials.gov/study/NCT04260399,COMPLETED,NO,Anxiety|Anxiety State|Procedural Anxiety,OTHER: Lavender Aromatherapy|OTHER: Placebo Aromatherapy,Loyola University,,FEMALE,"ADULT, OLDER_ADULT",88,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-02-18,2021-05-26,"Loyola University Medical Center, Maywood, Illinois, 60153, United States"
NCT05864222,Aromatherapy and Happiness,https://clinicaltrials.gov/study/NCT05864222,COMPLETED,NO,Happiness,OTHER: Aromatherapy,NYU Langone Health,,ALL,"CHILD, ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-09,2024-02-24,"NYU Langone Health, New York, New York, 10016, United States"
NCT05657431,The Effect of Ylang Ylang Oil and Lemon Oil,https://clinicaltrials.gov/study/NCT05657431,COMPLETED,NO,"Pain, Labor|Anxiety|Aromatherapy",OTHER: essential oils (Ylang ylang oil)|OTHER: placebo (saline solutions)|OTHER: essential oils (lemon oil),Özlem Çağan,,FEMALE,ADULT,45,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-06-01,2021-11-30,"Etlik Zübeyde Hanim Hospital, Ankara, Turkey"
NCT03098212,Aromatherapy for Reducing Labor Pain,https://clinicaltrials.gov/study/NCT03098212,COMPLETED,NO,Pain,OTHER: Aromatherapy,Chiang Mai University,,FEMALE,"CHILD, ADULT, OLDER_ADULT",94,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-03,2016-12,
NCT06381544,The Effect of Aromatherapy Use in Nursing Skills Training,https://clinicaltrials.gov/study/NCT06381544,COMPLETED,NO,Nursing Students,OTHER: Aromatherapy application,Fenerbahce University,,ALL,"ADULT, OLDER_ADULT",69,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2024-02-12,2024-03-06,"Fenerbahce University, Istanbul, Atasehir, 34758, Turkey|Fenerbahce University, Ataşehir, Istanbul, 34758, Turkey"
NCT06769503,Effect of Aromatherapy on Anxiety in Relatives of Emergency Patients.,https://clinicaltrials.gov/study/NCT06769503,NOT_YET_RECRUITING,NO,"Emergency Service, Hospital|Aromatherapy|Anxiety",OTHER: aromatherapy,Bitlis Eren University,,ALL,"ADULT, OLDER_ADULT",140,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2025-03-01,2025-09-30,"Bitlis Eren University, Bitlis, 13100, Turkey"
NCT05302583,Aromatherapy Inhaler Use for HSCT Distress,https://clinicaltrials.gov/study/NCT05302583,NOT_YET_RECRUITING,NO,Cancer Distress|Cancer Coping|Hematopoetic Stem Cell Transplant|Aromatherapy,OTHER: Aromatherapy Inhaler,Stanford University,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2025-08,2026-03,"Aubrey Florom-smith, Stanford, California, 94305, United States"
NCT03561844,Investigate the Efficacy and Effectiveness of Aromatherapy for the Management of Chronic Pain,https://clinicaltrials.gov/study/NCT03561844,COMPLETED,NO,Chronic Pain,OTHER: aromatherapy,The Hong Kong Polytechnic University,,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-11-29,2018-10-01,"The Hong Kong Polytechnic University, Hong Kong, Hong Kong"
NCT05599594,Premenstrual Symptoms and Aromatherapy,https://clinicaltrials.gov/study/NCT05599594,UNKNOWN,NO,Premenstrual Syndrome|Aromatherapy,OTHER: Aromatherapy,KTO Karatay University,,FEMALE,ADULT,120,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-12-15,2024-07-30,"KTO Karatay University, Konya, 42000, Turkey"
NCT05459025,Effectiveness of Aromatherapy Yoga,https://clinicaltrials.gov/study/NCT05459025,COMPLETED,NO,Female College Students,BEHAVIORAL: Aromatherapy yoga|BEHAVIORAL: Yoga,Yang Shang-Yu,,FEMALE,ADULT,89,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-03-01,2021-08-01,"Asia Univeraity, Taichung, WuFeng, 41354, Taiwan"
NCT06119438,Aromatherapy on Pain and Anxiety of the Patients Undergoing Prostate Biopsy,https://clinicaltrials.gov/study/NCT06119438,COMPLETED,NO,Aromatherapy|Prostate Cancer|Anxiety,OTHER: Aromatherapy,Mersin Training and Research Hospital,,MALE,"ADULT, OLDER_ADULT",120,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2020-01-01,2020-04-01,"Barış Saylam, Mersin, Mezitli, 33240, Turkey"
NCT05343910,The Effect of Aroma Massage on Constipation,https://clinicaltrials.gov/study/NCT05343910,COMPLETED,NO,Constipation,OTHER: Aroma massage,Mersin University,,ALL,OLDER_ADULT,48,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2012-12-01,2013-03-01,"Mersin University, Mersin, 33110, Turkey"
NCT03576170,Investigate the Efficacy and Effectiveness of Aromatherapy for the Management of Behavioral and Psychological Symptoms of Dementia,https://clinicaltrials.gov/study/NCT03576170,COMPLETED,NO,Dementia,OTHER: aromatherapy,The Hong Kong Polytechnic University,,ALL,"ADULT, OLDER_ADULT",112,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-11-29,2018-10-01,"The Hong Kong Polytechinic University, Hong Kong, Hong Kong"
NCT05987020,Effects of Aromatherapy for Older Adults at Risk of Metabolic Syndrome in the Community,https://clinicaltrials.gov/study/NCT05987020,RECRUITING,NO,Metabolic Syndrome,OTHER: Aromatherapy,National Taipei University of Nursing and Health Sciences,,ALL,OLDER_ADULT,64,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2023-09-19,2024-04-30,"Hsinchu Cathay General Hospital, Hsinchu, East Dist, 300, Taiwan"
NCT04934969,The Adjunctive Use of Lavender and Peppermint Essential Oils,https://clinicaltrials.gov/study/NCT04934969,COMPLETED,NO,Joint Diseases,DIETARY_SUPPLEMENT: Adjunctive use of lavender and peppermint essential oils,University Hospitals Cleveland Medical Center,,ALL,"ADULT, OLDER_ADULT",3,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-07-30,2023-08-01,"University Hospitals of Cleveland, Cleveland, Ohio, 44106, United States"
NCT06482424,"The Effect of Aromatherapy on Sleep, Anxiety and Vital Signs in Those With Essential Hypertension (Hypertension)",https://clinicaltrials.gov/study/NCT06482424,ENROLLING_BY_INVITATION,NO,Hypertension|Aromatherapy,OTHER: intervention group,TC Erciyes University,,ALL,CHILD,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2024-09,2025-09-07,"Niğde Bor Devlet Hastanesi, Merkez, Niğde, 51200, Turkey"
NCT03858855,Inhaled Essential Oil Effect on Common QOL Concerns During Cancer Treatment,https://clinicaltrials.gov/study/NCT03858855,COMPLETED,NO,Gastrointestinal Cancer|Neuroendocrine Carcinoma|Skin Cancer,PROCEDURE: Aromatherapy and Essential Oils|PROCEDURE: Aromatherapy and Essential Oils|PROCEDURE: Aromatherapy and Essential Oils|PROCEDURE: Aromatherapy and Essential Oils|OTHER: Subject Diary,Ohio State University Comprehensive Cancer Center,,ALL,"ADULT, OLDER_ADULT",248,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2019-02-18,2020-04-13,"Ohio State University Comprehensive Cancer Center, Columbus, Ohio, 43210, United States"
NCT03122574,The Effects of Aromatherapy on the Incidence and Severity of Acute Pain,https://clinicaltrials.gov/study/NCT03122574,COMPLETED,NO,Venipuncture,OTHER: Lavender Aromatherapy|OTHER: Jojoba Aromatherapy,Children's National Research Institute,American University,ALL,CHILD,21,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2015-11,2016-02,"Children's National Health System, Washington, District of Columbia, 20010, United States"
NCT03583801,Assessment of the Aromatherapy to Alleviate Peri Operative Anxiety in Ambulatory Elective Upper Limb Surgery Under Loco-regional Anesthesia,https://clinicaltrials.gov/study/NCT03583801,UNKNOWN,NO,Anxiety,OTHER: Olfactory aromatherapy|OTHER: without aromatherapy,"University Hospital, Lille",,ALL,"ADULT, OLDER_ADULT",294,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-09-14,2023-09,"Centre hospitalier, Valenciennes, France"
NCT04460300,Effects of Aromatherapy in Hypertensive Individuals,https://clinicaltrials.gov/study/NCT04460300,UNKNOWN,NO,"Essential Hypertension|Aromatherapy|Stress, Physiological",OTHER: Aromatherapy-inhalation method|OTHER: Aromatherapy-foot massage group,Abant Izzet Baysal University,,ALL,"ADULT, OLDER_ADULT",69,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE",2018-12-03,2020-08-03,"Bolu Elderly Health Center, Bolu, Turkey"
NCT06400979,"Aromatherapy for Management of Pain, Anxiety, and Nausea in the Acute Care Setting",https://clinicaltrials.gov/study/NCT06400979,COMPLETED,NO,Effectiveness of Aromatherapy,DEVICE: Elequil aromatab,"University of California, Davis",Beekley Medical,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-12-01,2022-05-01,"UC Davis Medical Center, Sacramento, California, 95817, United States"
NCT01051726,Effects of Aromatherapy on Childbirth,https://clinicaltrials.gov/study/NCT01051726,UNKNOWN,NO,Parturition|Natural Childbirth|Labor Pain,OTHER: Aromatherapy oil|OTHER: None essential oil,University of Nottingham,,FEMALE,"CHILD, ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2012-01,2013-07,"Kings Mill Hospital, Nottingham, United Kingdom"
NCT03830554,Effect of Atlas Cedarwood Essential Oil Aromatherapy on Sleep Quality Among Patients With Coronary Heart Disease,https://clinicaltrials.gov/study/NCT03830554,COMPLETED,NO,Sleep Quality|Coronary Heart Disease,OTHER: Organic Atlas cedar wood essential oil (Cedrus Atantica),Rawan Alghzawi,Jordan University of Science and Technology,ALL,ADULT,96,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-07-30,2018-11-05,"ordan University of Science and Technology, Irbid, Al-ramtha, 22110, Jordan"
NCT02764567,Essential Oil Aromatherapy Intervention,https://clinicaltrials.gov/study/NCT02764567,COMPLETED,NO,Phobia Phlebotomy,OTHER: Essential Oil,HealthEast Care System,,ALL,"ADULT, OLDER_ADULT",33,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-05,2017-12,"HealthEast Clinical Trials Office, Saint Paul, Minnesota, 55104, United States"
NCT04549857,"Effects of Aromatherapy on Pain, Sleep Quality, and Psychological Distress in Patients With Rheumatoid Arthritis",https://clinicaltrials.gov/study/NCT04549857,COMPLETED,NO,Rheumatoid Arthritis,BEHAVIORAL: aromatherapy,National Yang Ming Chiao Tung University,,ALL,"ADULT, OLDER_ADULT",102,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2020-11-19,2021-05-10,"National Yang-Ming University, Taipei, 112, Taiwan"
NCT04449315,Outpatient Oncology Aromatherapy for Symptom Management,https://clinicaltrials.gov/study/NCT04449315,UNKNOWN,NO,Anxiety|Nausea,OTHER: Young Living Lavender Essential Oil,Central DuPage Hospital,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-08,2021-06,"Central DuPage, Winfield, Illinois, 60190, United States"
