NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT03684577,Efficacy of Hypnotherapy for Agoraphobia,https://clinicaltrials.gov/study/NCT03684577,COMPLETED,NO,Agoraphobia,BEHAVIORAL: Hypnotherapy for Agoraphobia,University Hospital Tuebingen,,ALL,"ADULT, OLDER_ADULT",36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2018-11-01,2020-09-29,"Prof. Dr. A. Batra/ Dr. Kristina Fuhr, University Department for Psychiatry and Psychotherapie, Tuebingen, 72076, Germany"
NCT06811311,EEG Study on Neurophysiological and Psychological Effects of Ericksonian Hypnotherapy in Generalized Anxiety Disorder,https://clinicaltrials.gov/study/NCT06811311,RECRUITING,NO,Generalized Anxiety Disorder (GAD)|Anxiety Disorders|Psychophysiological Disorders|Stress-Related Disorders,BEHAVIORAL: Ericksonian Hypnotherapy,Uskudar University,İstanbul Nişantaşı University|Beykoz University,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2025-02-01,2025-09-01,"Üsküdar University, Neuro-Psychology Lab, İstanbul, 34277, Turkey"
NCT01564004,Clinical Hypnosis Before External Cephalic Version (ECV),https://clinicaltrials.gov/study/NCT01564004,UNKNOWN,NO,Breech Presentation at Term,OTHER: Clinical hypnosis or neuro-linguistic programming,Johann Wolfgang Goethe University Hospital,,FEMALE,"ADULT, OLDER_ADULT",716,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2011-02,2014-09,"Department of obstetrics and gynaecology, Johann Wolfgang Goethe University, Frankfurt, Hessen, 50690, Germany"
NCT02737410,Resilience in Irritable Bowel Syndrome and Gut-focused Hypnotherapy,https://clinicaltrials.gov/study/NCT02737410,COMPLETED,NO,Irritable Bowel Syndrome,BEHAVIORAL: Gut-directed Hypnotherapy,Medical University of Vienna,,ALL,"ADULT, OLDER_ADULT",74,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2012-06,2014-10,"Medical University of Vienna, Vienna, 1090, Austria"
NCT00793611,Hypnotherapy for Treatment of Overactive Bladder,https://clinicaltrials.gov/study/NCT00793611,COMPLETED,YES,Overactive Bladder,BEHAVIORAL: Behavioral therapy standard of care|OTHER: hypnotherapy,University of New Mexico,,FEMALE,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2008-11,2010-03,
NCT03432078,Individual vs. Group Hypnotherapy in Patients With Irritable Bowel Syndrome,https://clinicaltrials.gov/study/NCT03432078,ACTIVE_NOT_RECRUITING,NO,IBS - Irritable Bowel Syndrome,OTHER: Hypnotherapy,Sahlgrenska University Hospital,,ALL,"ADULT, OLDER_ADULT",119,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-08-15,2025-12-31,"Dept of Internal Medicine, Sahlgrenska University Hospital, Gothenburg, 41345, Sweden"
NCT02376634,Hypnotherapy in Major Surgical Procedures,https://clinicaltrials.gov/study/NCT02376634,WITHDRAWN,NO,Scoliosis|Pectus Excavatum,BEHAVIORAL: Hypnosis,Nationwide Children's Hospital,,ALL,"CHILD, ADULT",0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-06,2016-07,"Nationwide Children's Hospital, Columbus, Ohio, 43205, United States"
NCT01435551,Using Hypnotherapy For Dementia & Alzheimer's,https://clinicaltrials.gov/study/NCT01435551,NO_LONGER_AVAILABLE,NO,Alzheimer Disease,OTHER: Hypnotherapy,Families To The Rescue,,ALL,"CHILD, ADULT, OLDER_ADULT",,OTHER,EXPANDED_ACCESS,,,,
NCT06050083,Digital Clinical Hypnosis for Chronic Pain Management,https://clinicaltrials.gov/study/NCT06050083,ACTIVE_NOT_RECRUITING,NO,Chronic Low-back Pain,BEHAVIORAL: Hypnosis audio recordings,University of Washington,National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2024-01-01,2025-08-01,"University of Washington, School of Medicine, Seattle, Washington, 98104, United States"
NCT06629870,Dental Anxiety During Restorative Dental Treatment,https://clinicaltrials.gov/study/NCT06629870,COMPLETED,NO,Hypnotherapy|Virtual Reality|Mindfulness,DEVICE: virtual reality|OTHER: control group|OTHER: hypnotherapy|OTHER: mindfulness,Ataturk University,,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-26,2024-05-29,"Ataturk University Faculty of Dentistry, Erzurum, Yakutiye, 25100, Turkey"
NCT00711529,Pilot Study Comparing Hypnotherapy and Gabapentin for Hot Flashes.,https://clinicaltrials.gov/study/NCT00711529,COMPLETED,YES,Breast Cancer|Hot Flashes,BEHAVIORAL: Hypnotherapy|DRUG: gabapentin,Women and Infants Hospital of Rhode Island,,FEMALE,"ADULT, OLDER_ADULT",27,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2008-07,2011-06,"Breast Health Center, Program in Women's Oncology, Women & Infants' Hospital of Rhode Island, Providence, Rhode Island, 02905, United States"
NCT04471857,Hypnosis for Children Undergoing Anorectal Manometry,https://clinicaltrials.gov/study/NCT04471857,TERMINATED,NO,Constipation,BEHAVIORAL: Hypnosis,Nationwide Children's Hospital,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),ALL,"CHILD, ADULT",34,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2017-01-09,2020-03-04,
NCT06297785,"Online, Gut-directed Hypnotherapy for Patients With Irritable Bowel Syndrome (IBS)",https://clinicaltrials.gov/study/NCT06297785,RECRUITING,NO,IBS - Irritable Bowel Syndrome,BEHAVIORAL: Gut-directed hypnotherapy,Sahlgrenska University Hospital,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-10-17,2027-04,"Mag-Tarmlab, Sahlgrenska University Hospital, Gothenburg, 41345, Sweden|Sahlgrenska University Hospital, Gothenburg, 41345, Sweden"
NCT03730350,Perioperative ACT-Based Clinical Hypnosis for Opioid Weaning,https://clinicaltrials.gov/study/NCT03730350,COMPLETED,NO,Post-Surgical Pain,BEHAVIORAL: Clinical Hypnosis,"University Health Network, Toronto",,ALL,"ADULT, OLDER_ADULT",92,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-11-15,2020-05-30,"Toronto General Hospital, Toronto, Ontario, M5G 2C4, Canada"
NCT02637297,Hypnotherapy in Treating Chronic Pain in Cancer Survivors,https://clinicaltrials.gov/study/NCT02637297,COMPLETED,NO,Anxiety|Cancer Survivor|Chronic Pain|Depression|Sleep Disorder,PROCEDURE: Hypnotherapy|OTHER: Questionnaire Administration,Fred Hutchinson Cancer Center,National Cancer Institute (NCI)|National Institute of Nursing Research (NINR)|American Nurses Foundation,ALL,"ADULT, OLDER_ADULT",39,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: SUPPORTIVE_CARE,2016-01-08,2017-08-03,"Fred Hutch/University of Washington Cancer Consortium, Seattle, Washington, 98109, United States"
NCT02418026,Improving Cesarean Section Experience Through Hypnotherapy,https://clinicaltrials.gov/study/NCT02418026,COMPLETED,YES,Cesarean Section|Pain|Anxiety,OTHER: hypnosis,Groupe Hospitalier de la Rochelle Ré Aunis,,FEMALE,ADULT,79,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2013-02,2013-10,
NCT01791803,Smoking Cessation After Hospitalization for a Cardiopulmonary Illness,https://clinicaltrials.gov/study/NCT01791803,COMPLETED,YES,Smoking Cessation,BEHAVIORAL: hypnotherapy|DRUG: Nicotine,North Shore Medical Center,,ALL,"ADULT, OLDER_ADULT",164,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2006-01,2009-05,"North Shore Medical Center, Salem, Massachusetts, 01970, United States"
NCT01284179,Home Hypnotherapy for Refractory Functional Chest Pain: A Pilot Study,https://clinicaltrials.gov/study/NCT01284179,TERMINATED,NO,Functional Chest Pain,BEHAVIORAL: Home Hypnotherapy|BEHAVIORAL: Educational,"University of North Carolina, Chapel Hill",National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),ALL,"ADULT, OLDER_ADULT",8,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-02,2015-12,"University of North Carolina Chapel Hill, Chapel Hill, North Carolina, 27599, United States"
NCT01279382,Effect of Hypnotherapy in Irritable Bowel Syndrome (IBS),https://clinicaltrials.gov/study/NCT01279382,COMPLETED,NO,Irritable Bowel Syndrome,BEHAVIORAL: Hypnotherapy (HYP)|BEHAVIORAL: Relaxation training (RT)|OTHER: Care as usual (CON),Maastricht University Medical Center,,ALL,"ADULT, OLDER_ADULT",112,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2002-01,2006-01,"LUMC - Leiden, Leiden, Netherlands"
NCT01829425,Brain-Centered Therapy Versus Medication for Urgency Urinary Incontinence : Hypnotherapy Or Pharmacotherapy,https://clinicaltrials.gov/study/NCT01829425,COMPLETED,YES,"Urinary Incontinence, Urge",DRUG: Anticholinergic medications|BEHAVIORAL: Hypnotherapy,University of New Mexico,National Center for Complementary and Integrative Health (NCCIH),FEMALE,"ADULT, OLDER_ADULT",165,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2013-04-22,2017-10-27,"University of New Mexico Health Science Center, Albuquerque, New Mexico, 87131, United States"
NCT06167018,"Nurse-administered, Gut-directed Hypnotherapy for Patients With Irritable Bowel Syndrome (IBS).",https://clinicaltrials.gov/study/NCT06167018,COMPLETED,NO,Irritable Bowel Syndrome,BEHAVIORAL: Gut-directed hypnotherapy,Sahlgrenska University Hospital,,ALL,"ADULT, OLDER_ADULT",250,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2005-09,2023-12,"Magnus Simrén, Gothenburg, Sweden"
NCT01129999,Cognitive-Behavioral Therapy and Hypnotherapy for Smoking Cessation,https://clinicaltrials.gov/study/NCT01129999,COMPLETED,NO,Smoking Cessation,BEHAVIORAL: Cognitive-Behavioral Therapy|BEHAVIORAL: Hypnotherapy,University Hospital Tuebingen,Universitätsklinikum Hamburg-Eppendorf,ALL,"ADULT, OLDER_ADULT",360,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2010-09,2013-04,"University Hospital of Tuebingen Smoking Cessation Research Group, Tuebingen, 72070, Germany"
NCT05179811,Description of the Evolution of Functional Dysphonia Managed by Hypnotherapy,https://clinicaltrials.gov/study/NCT05179811,TERMINATED,NO,Functional Dystonia (Disorder),PROCEDURE: Hypnosis sessions,Fondation Ophtalmologique Adolphe de Rothschild,,ALL,"ADULT, OLDER_ADULT",14,NETWORK,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-04-08,2023-10-06,"Hôpital Fondation A. de Rothschild, Paris, 75019, France"
NCT04694885,Quality of Life Improvement During Chemotherapy,https://clinicaltrials.gov/study/NCT04694885,RECRUITING,NO,Breast Cancer Female|Chemotherapy Effect,BEHAVIORAL: Structured Hypnotherapy,Christian Schwegler,,FEMALE,"ADULT, OLDER_ADULT",62,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-07-31,2025-12-30,"University Hospital Basel, Basel, Basel-Stadt, 4031, Switzerland"
NCT03525093,Hypnotherapy to Improve Coping With Stress,https://clinicaltrials.gov/study/NCT03525093,COMPLETED,NO,"Stress, Psychological",BEHAVIORAL: Hypnosis|BEHAVIORAL: Health education,"Charite University, Berlin, Germany",,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-05-03,2019-01-30,"Charité University Berlin, Berlin, 10117, Germany"
NCT01562964,Hypnotherapy in Patients With Chest Pain & Unobstructed Coronaries,https://clinicaltrials.gov/study/NCT01562964,WITHDRAWN,NO,Chest Pain|Unobstructed Coronary Arteries,BEHAVIORAL: Hypnotherapy|BEHAVIORAL: Supportive therapy,Imperial College London,,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-02-01,2012-03-02,"Royal Brompton & Harefield NHS Foundation Trust, London, SW3 6NP, United Kingdom"
NCT01749475,Hypnosis vs Midazolam for Sedation for TEE,https://clinicaltrials.gov/study/NCT01749475,COMPLETED,NO,Clinical Indications for Transesophageal Echocardiography,DRUG: Midazolam|OTHER: hypnotherapy,Bakirkoy Dr. Sadi Konuk Research and Training Hospital,,ALL,"ADULT, OLDER_ADULT",98,OTHER_GOV,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-06,2010-09,"Bakirkoy Dr Sadi Konuk Training Hospital, Istanbul, Turkey"
NCT03583788,Effect of Hypnotherapy in Alcohol Use Disorder Compared to Motivational Interviewing.,https://clinicaltrials.gov/study/NCT03583788,COMPLETED,NO,Alcohol Use Disorder,BEHAVIORAL: Hypnotherapy|OTHER: Motivational Interviewing,Sykehuset Innlandet HF,,ALL,"CHILD, ADULT, OLDER_ADULT",31,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-02-01,2018-02-07,
NCT05636358,Hypnotherapy Through Self-exercises in Children With Functional Abdominal Pain in Primary Care,https://clinicaltrials.gov/study/NCT05636358,COMPLETED,NO,Functional Gastrointestinal Disorders|Irritable Bowel Syndrome|Functional Abdominal Pain Syndrome,OTHER: Home-based hypnotherapy,University Medical Center Groningen,ZonMw: The Netherlands Organisation for Health Research and Development,ALL,CHILD,152,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-03-05,2024-12-06,"University Medical Center Groningen, Groningen, 9713 GZ, Netherlands"
NCT06697574,"Hypnotherapy for Oral Lichen Planus. Patients with Clinically and Histologically Confirmed Oral Lichen Planus Would Be Randomized for Hypnotherapy Vs Psychoeducation About the Pyschoneuroimmune System. Follow Up Would Be Done At 2, 6, 12 Weeks After.",https://clinicaltrials.gov/study/NCT06697574,ENROLLING_BY_INVITATION,NO,Oral Lichen Planus,BEHAVIORAL: Hypnosis aimed at stress reduction and health of the oral mucosa|BEHAVIORAL: Psychoeducation,Tel-Aviv Sourasky Medical Center,,ALL,"ADULT, OLDER_ADULT",60,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE,2024-11-29,2026-11-29,"Oral Medicine Unit, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel"
NCT04630717,Effect of an Hypnotherapy Session on the NOL Variations After Stimulation,https://clinicaltrials.gov/study/NCT04630717,COMPLETED,NO,Anesthesia|Hypnosis|Pain,OTHER: Medical hypnosis session|OTHER: control groupe,Ciusss de L'Est de l'Île de Montréal,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2020-12-09,2022-03-10,"CIUSSS de l'Est de l'Ile de Montreal, Montréal, Quebec, H1T2M4, Canada"
NCT06021093,HYPNAYA Feasibility Study,https://clinicaltrials.gov/study/NCT06021093,RECRUITING,NO,AYA Cancer Patients,,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),,ALL,ADULT,30,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-07-17,2024-10-01,"Amsterdam UMC, location VUMC, Amsterdam, Noord-Holland, 1081HV, Netherlands|Amsterdam UMC, location AMC, Amsterdam, Noord-Holland, 1105AZ, Netherlands"
NCT05942885,Hypnosis: a Path to Appeasement,https://clinicaltrials.gov/study/NCT05942885,RECRUITING,NO,Hematologic Cancer,OTHER: anxiety questionnaire,Hospices Civils de Lyon,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-10-30,2025-07-30,"Service MB1 - Hôpital Lyon Sud - HCL, Lyon, Pierre-Bénite, 69495, France"
NCT03899779,Face-to-face Versus Online Hypnotherapy for the Treatment of Irritable Bowel Syndrome,https://clinicaltrials.gov/study/NCT03899779,UNKNOWN,NO,Irritable Bowel Syndrome,OTHER: Face-to-face hypnotherapy|OTHER: Online hypnotherapy|OTHER: Online psychoeducation,Maastricht University Medical Center,ZonMw: The Netherlands Organisation for Health Research and Development,ALL,"CHILD, ADULT, OLDER_ADULT",285,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-07-08,2022-08,"Medisch Centrum Leeuwarden, Leeuwarden, Friesland, Netherlands|Gelderse Vallei, Ede, Gelderland, Netherlands|Maastricht University Medical Center, Maastricht, Limburg, Netherlands|Jeroen Bosch Ziekenhuis, Den Bosch, Noord-Brabant, Netherlands|Bernhoven, Uden, Noord-Brabant, Netherlands|Martini Ziekenhuis, Groningen, Netherlands"
NCT00770380,Hypnosis for Smoking Relapse Prevention,https://clinicaltrials.gov/study/NCT00770380,COMPLETED,NO,Smoking,BEHAVIORAL: behavioral relapse prevention counseling|OTHER: hypnosis for relapse prevention,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",139,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-06,2011-06,"Veterans Affairs Medical Center, 4150 Clement Street, San Francisco, California, 94121, United States"
NCT01815164,Effect of Hypnotherapy and Educational Intervention in Irritable Bowel Syndrome,https://clinicaltrials.gov/study/NCT01815164,COMPLETED,NO,Irritable Bowel Syndrome,BEHAVIORAL: Hypnotherapy|BEHAVIORAL: Educational intervention,"University Hospital, Linkoeping",,FEMALE,ADULT,44,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-08,2011-09,"University Hospital, Linköping, 58185, Sweden"
NCT04802239,Assessment in Healthy Volunteers of the Analgesic Effect Monitored by the NOL Index During Hypnotherapy Session,https://clinicaltrials.gov/study/NCT04802239,COMPLETED,NO,Pain|Hypnosis,OTHER: Medical hypnosis group|OTHER: calm wake group,Ciusss de L'Est de l'Île de Montréal,,ALL,"ADULT, OLDER_ADULT",12,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2021-03-08,2021-10-01,"CIUSSS de l'Est de Montreal, Montréal, Quebec, H1T2M4, Canada"
NCT06325345,RCT of Gut-directed Hypnotherapy in Ehlers-Danlos Syndromes and Generalized Hypermobility Spectrum Disorders,https://clinicaltrials.gov/study/NCT06325345,NOT_YET_RECRUITING,NO,Ehlers-Danlos Syndrome|Irritable Bowel Syndrome|Hypermobility Syndrome|Gastrointestinal Dysfunction,BEHAVIORAL: Gut-directed hypnotherapy|OTHER: Standard Medical Therapy,"University Health Network, Toronto",,ALL,"ADULT, OLDER_ADULT",74,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-04-01,2025-04-01,"Toronto General Hospital, Toronto, Ontario, M5G 2C4, Canada"
NCT05283655,Heart Rate Variability in Patients With Irritable Bowel Syndrome Before and After Gut-directed Hypnotherapy,https://clinicaltrials.gov/study/NCT05283655,COMPLETED,NO,Irritable Bowel Syndrome,BEHAVIORAL: Gut-directed hypnotherapy,Medical University of Vienna,,ALL,"ADULT, OLDER_ADULT",17,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-12-07,2018-06-30,
