NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT04610151,The Effects of Guided Imagery on Postoperative Pain Management,https://clinicaltrials.gov/study/NCT04610151,COMPLETED,NO,Healthy|Nursing Caries,OTHER: guided imagery,Dicle University,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE,2018-04-01,2018-09-30,"Leyla ZENGİN AYDIN, Diyarbakır, Sur, 21280, Turkey"
NCT03936075,Guided Imagery & Music in Cancer,https://clinicaltrials.gov/study/NCT03936075,UNKNOWN,NO,"Cancer, Breast|Cancer, Metastatic|Cancer Ovaries|Cancer Uterus Cervix",BEHAVIORAL: the Guided Imagery and Music method|BEHAVIORAL: standard care and verbal counselling,Aalborg University,Aretaieion University Hospital|SONORA Organisation for Music Therapy and Research,FEMALE,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE",2018-07-01,2020-12-31,"Aretaieion University Hospital, Athens, Attiki, 11528, Greece"
NCT02191345,The Effectiveness of Guided Imagery for a Nonprofit's Employees,https://clinicaltrials.gov/study/NCT02191345,COMPLETED,NO,Focus of Study|Stress,BEHAVIORAL: Guided Imagery,FrontLine Service,National Institutes of Health (NIH),ALL,"ADULT, OLDER_ADULT",69,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2014-07,2014-11,"FrontLine Service, Cleveland, Ohio, 44114, United States"
NCT04746079,Positive Imagery Therapy and the Incidence of Emergence Reactions With the Use of Ketamine,https://clinicaltrials.gov/study/NCT04746079,UNKNOWN,NO,Procedural Sedation|Emergence Delirium,BEHAVIORAL: Positive Imagery Therapy,Mercy Health Ohio,Lake Erie College of Osteopathic Medicine,ALL,"ADULT, OLDER_ADULT",180,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-02-05,2023-02,"Mercy Health St Elizabeth Youngstown, Youngstown, Ohio, 44504, United States"
NCT05344846,The Effect of Guided Imagery on Bonding and Breastfeeding After Cesarean,https://clinicaltrials.gov/study/NCT05344846,UNKNOWN,NO,Breastfeeding,OTHER: Guided imagery,Menekşe Nazlı AKER,,FEMALE,"ADULT, OLDER_ADULT",64,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-05,2022-12,
NCT06120764,Effect of Guided Imagery on Chemotherapy-related Nausea and Vomiting,https://clinicaltrials.gov/study/NCT06120764,RECRUITING,NO,Chemotherapy-induced Nausea and Vomiting|Pediatric Cancer,OTHER: guided imagery,Baskent University,Hacettepe University,ALL,"CHILD, ADULT",40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-11-10,2025-07-30,"Hacettepe University İhsan Doğramacı Hospital, Ankara, 06100, Turkey"
NCT04849897,Virtual Reality Guided Imagery for Chronic Pain,https://clinicaltrials.gov/study/NCT04849897,COMPLETED,YES,Complex Regional Pain Syndromes|Back Pain,DEVICE: Experimental: Virtual Reality Guided Imagery|OTHER: Active Comparator: Audio Only Guided Imagery,University of Southern California,"Limbix Health, Inc.|BehaVR LLC",ALL,"ADULT, OLDER_ADULT",36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-22,2022-04-30,"USC Pain Center, Keck School of Medicine, Los Angeles, California, 90033, United States"
NCT02122068,Meditation for Dementia Caregivers Major Depressive Disorder in Family Dementia Caregivers,https://clinicaltrials.gov/study/NCT02122068,COMPLETED,NO,Mentalizing Imagery Therapy|Relaxation Recording,BEHAVIORAL: Mentalizing Imagery Therapy|BEHAVIORAL: Relaxation cd,"University of California, San Francisco",Friends of Semel Institute|Morris A. Hazan Memorial Foundation,ALL,"ADULT, OLDER_ADULT",26,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2014-04,2015-09,"University of California, Los Angeles, Los Angeles, California, 90095, United States"
NCT02636374,Guided Imagery: Reducing Stress and Improving Well-being in Pregnant Adolescents,https://clinicaltrials.gov/study/NCT02636374,COMPLETED,NO,"Stress, Psychological",BEHAVIORAL: Guided Imagery,"University of Wisconsin, Madison",,FEMALE,"CHILD, ADULT",35,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2012-11,2018-11,
NCT01491750,Guided Imagery Response in Total Knee Replacement,https://clinicaltrials.gov/study/NCT01491750,COMPLETED,NO,Osteoarthritis,BEHAVIORAL: GUIDED IMAGERY|BEHAVIORAL: PLACEBO,Kent State University,National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",82,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2011-06,2013-12,"Crystal Clinic Orthopaedic Center, Akron, Ohio, 44310, United States"
NCT05790954,The Effect of Pre-Cesarean Section Guided Imagery,https://clinicaltrials.gov/study/NCT05790954,COMPLETED,NO,Cesarean Section,OTHER: Guided imagery,Menekşe Nazlı AKER,,FEMALE,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-03-27,2023-05-31,"Neslihan Yılmaz Sezer, Ankara, Mamak, 06620, Turkey"
NCT01436786,Effectiveness of Guided Imagery Intervention on Factors Associated With Maternal Stress and Preterm Birth,https://clinicaltrials.gov/study/NCT01436786,COMPLETED,NO,Preterm Birth|Maternal Stress,OTHER: Guided Imagery,Virginia Commonwealth University,National Institute of Nursing Research (NINR),FEMALE,ADULT,73,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2010-06,2012-08,"Virginia Commonwealth University, Richmond, Virginia, 23298, United States"
NCT06278649,Relaxation and Guided Imagery as an Intervention for Asthma,https://clinicaltrials.gov/study/NCT06278649,NOT_YET_RECRUITING,NO,Asthma|Anxiety,BEHAVIORAL: Relaxation and Guided Imagery,Pace University,University of Connecticut|Touro University,ALL,"CHILD, ADULT, OLDER_ADULT",5,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-09-01,2026-01-01,
NCT03976427,Translating Neuroscience to Population Health,https://clinicaltrials.gov/study/NCT03976427,COMPLETED,NO,Overweight and Obesity,BEHAVIORAL: Guided Imagery,University of Kansas Medical Center,,ALL,ADULT,20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2019-04-24,2019-07-11,"University of Kansas Medical Center, Kansas City, Kansas, 66160, United States"
NCT05072639,Preoperative Guided Imagery in Patients Undergoing Urologic Surgery,https://clinicaltrials.gov/study/NCT05072639,COMPLETED,NO,Urologic Cancer,BEHAVIORAL: Guided Meditation,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",123,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2017-03-25,2019-09-30,"University of California, San Francisco, San Francisco, California, 94143, United States"
NCT04390828,Effectiveness of Guided Imagery Meditation in Patients With Laparoscopic Gallstone Surgery,https://clinicaltrials.gov/study/NCT04390828,COMPLETED,NO,Gallstone,BEHAVIORAL: Guided Imagery Meditation,National Yang Ming Chiao Tung University Hospital,,ALL,"ADULT, OLDER_ADULT",68,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2019-10-25,2022-07-03,"National Yang-Ming University Hospital, Ilan, Taiwan|Taiwan: Ministry of Health and Welfare, Ilan, Taiwan"
NCT00635635,Guided Imagery for Military Sexual Trauma-Related Posttraumatic Stress Disorder (PTSD),https://clinicaltrials.gov/study/NCT00635635,COMPLETED,NO,"Stress Disorder, Post Traumatic|Military Sexual Trauma",BEHAVIORAL: Guided Imagery Audio|BEHAVIORAL: Music Audio,Duke University,National Institutes of Health (NIH)|Durham VA Medical Center,FEMALE,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2007-10,2010-05,"Durham VA Medical Center, Durham, North Carolina, 27705, United States"
NCT01865097,Relaxation Guided Imagery for Treatment of Pain in Parkinson's Disease,https://clinicaltrials.gov/study/NCT01865097,UNKNOWN,NO,Parkinson's Disease,BEHAVIORAL: Relaxation guided imagery|BEHAVIORAL: Relaxing music,Rambam Health Care Campus,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2013-06,,
NCT01671436,Meditation for Depression,https://clinicaltrials.gov/study/NCT01671436,COMPLETED,NO,Depression,BEHAVIORAL: Central Meditation and Imagery Therapy,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",13,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-09,2014-03,"UCLA Semel Institute, Los Angeles, California, 90024, United States"
NCT03056963,Guided Imagery Training and Self-Referential Processing,https://clinicaltrials.gov/study/NCT03056963,COMPLETED,NO,Depression|Negative Thoughts,BEHAVIORAL: Positive Self-Reference Training|BEHAVIORAL: Neutral Training Control,University of Texas at Austin,,ALL,ADULT,86,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2017-03-17,2017-06-19,"University of Texas at Austin, Austin, Texas, 78703, United States"
NCT06653647,Efficacy of Guided Imagery Therapy Mobile Application for Functional Abdominal Pain,https://clinicaltrials.gov/study/NCT06653647,RECRUITING,NO,"Functional Abdominal Pain Disorders|Irritable Bowel Syndrome (IBS)|Functional Gastrointestinal Disorders|Functional Colonic Disease|Gastrointestinal Disease|Digestive System Diseases|Neurological Manifestations|Signs and Symptoms, Digestive|Pain|Abdominal Pain/ Discomfort",BEHAVIORAL: Guided Imagery Therapy,Baylor College of Medicine,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),ALL,CHILD,52,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-11,2025-11,"Baylor College of Medicine / Texas Children's Hospital, Houston, Texas, 77030, United States"
NCT02846194,Effects of Brief Guided Imagery for Chronic Pain in Patients Diagnosed With Fibromyalgia,https://clinicaltrials.gov/study/NCT02846194,COMPLETED,NO,Fibromyalgia|Chronic Pain,BEHAVIORAL: brief guided imagery,Pablo Roitman,,ALL,"ADULT, OLDER_ADULT",37,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2016-07,2018-01,"Ramat Eshkol Clalit health services, Jerusalem, Israel"
NCT04978532,Effect of Guided Imagery Method on Procedural Pain in Children,https://clinicaltrials.gov/study/NCT04978532,COMPLETED,NO,"Procedural Pain|Pain, Acute",OTHER: Guided Imagery|OTHER: Control Group,Biruni University,Istanbul University,ALL,CHILD,150,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2017-02-01,2018-10-21,"İstanbul University, İstanbul, Turkey"
NCT03177655,Effect of Guided Imagery on Well-being in Patients With Multiple Sclerosis,https://clinicaltrials.gov/study/NCT03177655,COMPLETED,NO,Multiple Sclerosis (MS),OTHER: Guided Imagery|OTHER: Journaling,"University of California, San Diego",,ALL,"CHILD, ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-03-01,2017-03-01,"University of California, San Diego, San Diego, California, 92103, United States"
NCT00303173,The Relaxation and Blood Pressure in Pregnancy (REBIP) Study,https://clinicaltrials.gov/study/NCT00303173,COMPLETED,NO,"Hypertension|Hypertension, Pregnancy-Induced|Pre-Eclampsia",BEHAVIORAL: Guided Imagery,University of Toronto,"Dalhousie University|AWHONN Canada, with Canadian Nurses Foundation Nursing Care Partnership|IWK Health Centre with Canadian Nurses Foundation Nursing Care Partnership",FEMALE,"CHILD, ADULT, OLDER_ADULT",69,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2004-08,2007-02,"Womens Health Centre, Eastern Health, St. John's, Newfoundland and Labrador, A1B 3V6, Canada|IWK Health Centre, Halifax, Nova Scotia, B3K 6R8, Canada"
NCT01453647,"Study to Explore the Relationships Among Immunity and Stress and the Symptoms of Fatigue, Pain, and Mood Following Guided Imagery in Women With Fibromyalgia",https://clinicaltrials.gov/study/NCT01453647,COMPLETED,NO,Fibromyalgia,OTHER: Guided Imagery,Virginia Commonwealth University,National Institute of Nursing Research (NINR),FEMALE,"ADULT, OLDER_ADULT",72,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-01,2010-11,"Virginia Common Wealth University Health System, Richmond, Virginia, 23298, United States"
NCT02165280,Guided IMagery and Patient Satisfaction (GIMPS) Following Urogynecological Surgery,https://clinicaltrials.gov/study/NCT02165280,COMPLETED,NO,Pelvic Organ Prolapse,BEHAVIORAL: Guided IMagery (GIM),Loyola University,,FEMALE,"ADULT, OLDER_ADULT",44,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2014-06,2016-12,"Loyola University Medical Center, Maywood, Illinois, 60153, United States"
NCT06166862,Action Observation and Motor Imagery Therapy in Stroke,https://clinicaltrials.gov/study/NCT06166862,RECRUITING,NO,Stroke,OTHER: Action observation and motor imagery therapy for rehabilitation|OTHER: Sham action observation and motor imagery therapy for rehabilitation,Karamanoğlu Mehmetbey University,Karaman Training and Research Hospital,ALL,"ADULT, OLDER_ADULT",56,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-12-12,2024-12-30,"Karaman Training and Research Hospital, Karaman, 70200, Turkey"
NCT05042050,Attachment-focused iMAgery Therapy for PSychosis (A-iMAPS),https://clinicaltrials.gov/study/NCT05042050,COMPLETED,NO,Psychosis|Psychosis-Related PTSD,BEHAVIORAL: A-iMAPS,University of Manchester,Pennine Care NHS Foundation Trust|Greater Manchester Mental Health NHS Foundation Trust,ALL,"CHILD, ADULT, OLDER_ADULT",12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-04-27,2022-11-23,"Pennine Care NHS Foundation Trust, Manchester, United Kingdom"
NCT01151111,Relaxation Guided Imagery for Treatment of Parkinson's Disease,https://clinicaltrials.gov/study/NCT01151111,COMPLETED,NO,Parkinson's Disease,BEHAVIORAL: Relaxation guided imagery,Rambam Health Care Campus,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2010-05,2014-05,"Ilana Schleainger, Haifa, Israel"
NCT00327548,Use of Guided Imagery for Functional Abdominal Pain in Children:,https://clinicaltrials.gov/study/NCT00327548,COMPLETED,NO,Functional Abdominal Pain,BEHAVIORAL: guided imagery,Children's Mercy Hospital Kansas City,University of Arizona,ALL,"CHILD, ADULT",,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: ",,,
NCT06440876,Music and Imagery for Veterans With Migraine Headache,https://clinicaltrials.gov/study/NCT06440876,NOT_YET_RECRUITING,NO,Migraine,BEHAVIORAL: Music and Imagery,Richard L. Roudebush VA Medical Center,VA Connecticut Healthcare System,ALL,"ADULT, OLDER_ADULT",25,FED,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-06-15,2025-08-15,
NCT04250662,Study of the Acute Effects of Guided Imagery and tDCS on Pain Levels in Women With Chronic Pelvic Pain,https://clinicaltrials.gov/study/NCT04250662,WITHDRAWN,NO,Pelvic Pain|Chronic Pain,DEVICE: Active tDCS with guided imagery|DEVICE: Active tDCS alone (no guided imagery)|DEVICE: Sham tDCS with guided imagery|DEVICE: Sham tDCS alone (no guided imagery),William Beaumont Hospitals,,FEMALE,ADULT,0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-02,2022-11-17,"Beaumont Health System, Royal Oak, Michigan, 48073, United States|Beaumont Hospital-Royal Oak, Royal Oak, Michigan, 48073, United States"
NCT02620488,A Brief Laboratory-Based Hypnosis Session for Pain in Sickle Cell Disease,https://clinicaltrials.gov/study/NCT02620488,COMPLETED,NO,Sickle Cell Disease,BEHAVIORAL: Guided Imagery,"University of California, Los Angeles",Children's Hospital Los Angeles,ALL,"CHILD, ADULT, OLDER_ADULT",28,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2015-09,2015-12,"University of California, Los Angeles, Los Angeles, California, 90095, United States"
NCT01663909,Pain Management Using Guided Imagery for Adolescents Post-spinal Fusion,https://clinicaltrials.gov/study/NCT01663909,COMPLETED,NO,Pain|Scoliosis,BEHAVIORAL: Guided imagery intervention,St. Justine's Hospital,,ALL,"CHILD, ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2010-05,2011-12,"CHU Ste-Justine Hospital, Montreal, Quebec, H3T 1C5, Canada"
NCT01348750,Healing Touch & Guided Imagery for Posttraumatic Stress Disorder Symptoms,https://clinicaltrials.gov/study/NCT01348750,COMPLETED,NO,Post-Traumatic Stress Disorder,OTHER: Healing Touch & Guided Imagery,Scripps Center for Integrative Medicine,Marine Corps Base Camp Pendleton,ALL,"ADULT, OLDER_ADULT",123,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2008-07,2010-08,"Scripps Center for Integrative Medicine, La Jolla, California, 92037, United States"
NCT05277831,"Testing the Efficacy of A Scalable, Telephone-Delivered, Guided Imagery Tobacco Cessation Intervention",https://clinicaltrials.gov/study/NCT05277831,RECRUITING,NO,"Smoking Cessation|Smoking|Smoking Reduction|Smoking, Cigarette|Smoking (Tobacco) Addiction|Smoking Habit",OTHER: Guided Imagery Intervention|OTHER: Standard Behavioral Control,University of Arizona,National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",1200,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-08-01,2026-08-31,"University of Arizona, Tucson, Arizona, 85714, United States"
NCT02968381,A Guided Imagery Tobacco Cessation Intervention Delivered by a Quit Line and Website,https://clinicaltrials.gov/study/NCT02968381,COMPLETED,YES,"Tobacco Use|Smoking Cessation|Smoking, Tobacco|Tobacco Smoking|Guided Imagery",BEHAVIORAL: Imagery Intervention|BEHAVIORAL: Control Condition,University of Arizona,National Center for Complementary and Integrative Health (NCCIH)|West Virginia University,ALL,"ADULT, OLDER_ADULT",121,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2018-05-01,2022-01-21,"University of Arizona, Tucson, Arizona, 85721, United States"
