NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT00724763,The Effect of Acupuncture on Blood Pressure and Heart Rate Variability (HRV),https://clinicaltrials.gov/study/NCT00724763,UNKNOWN,NO,Hypertension,DEVICE: acupuncture|DEVICE: sham needle treatment,Logan College of Chiropractic,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2008-07,,"Logan University, Chesterfield, Missouri, 63017, United States"
NCT06070090,Tapping in Together: A Pilot Study on Group Acupuncture for Ketamine Experience Integration,https://clinicaltrials.gov/study/NCT06070090,COMPLETED,NO,Acupuncture,PROCEDURE: Acupuncture,Academy of Oriental Medicine Austin,,ALL,"ADULT, OLDER_ADULT",15,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2023-09-20,2024-03-01,"Cardea Ketamine Space, New York, New York, 10013, United States"
NCT01921504,"Effect of Acupuncture on Patients With Functional Dyspepsia: a Multi-center, Randomized, Waitlist-controlled Trial",https://clinicaltrials.gov/study/NCT01921504,UNKNOWN,NO,Functional Dyspepsia,DEVICE: Acupuncture,Kyunghee University Medical Center,Acupuncture and Meridian Science Research Center,ALL,"ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-08,2014-02,"Kyung Hee University Oriental Medicine Hospital, Seoul, Dongdaemun-gu, 130-872, Korea, Republic of|Kyung Hee University Hospital at Gangdong, Seoul, Gangdong-gu, 130-701, Korea, Republic of"
NCT05530512,Acupuncture Therapy and Hypertension,https://clinicaltrials.gov/study/NCT05530512,RECRUITING,NO,Mild to Moderate Hypertension,OTHER: electroacupuncture,"University of California, Irvine",,ALL,"ADULT, OLDER_ADULT",120,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2023-01-01,2027-03-31,"Susan Samueli Integrative Health Institute, Irvine, California, 92697, United States|University of California, Irvine, Health Sciences Medical Center, Orange, California, 92868, United States"
NCT06795594,Effectiveness of Cheek Acupuncture Therapy for Pain Control After Cesarean Delivery,https://clinicaltrials.gov/study/NCT06795594,NOT_YET_RECRUITING,NO,Acupuncture Analgesia,PROCEDURE: cheek acupuncture|DRUG: sufentanil 2 µg/kg + ondansetron 0.2 mg/kg,Beijing Tongren Hospital,,FEMALE,ADULT,80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2025-01-20,2025-03-20,"Beijing Tongren Hospital, Capital Medical University, Beijing, 100730, China"
NCT06304285,A Study Assessing the Effects of Acupuncture in Parkinson's Disease Patients With Chronic Appendicitis,https://clinicaltrials.gov/study/NCT06304285,RECRUITING,NO,Parkinson's Disease|Chronic Appendicitis|Acupuncture,OTHER: Acupuncture treatment|OTHER: Sham acupuncture treatment,The First Affiliated Hospital of University of Science and Technology of China,,ALL,"ADULT, OLDER_ADULT",84,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-03-01,2026-12-31,"The First Affiliated Hospital of University of Science and Technology of China, Hefei, Anhui, 230001, China"
NCT06255756,Effect of Acupuncture Therapy on Dysphagic Parkinson's Patients,https://clinicaltrials.gov/study/NCT06255756,WITHDRAWN,NO,Dysphagia,BEHAVIORAL: Routine rehabilitation training|BEHAVIORAL: Swallowing rehabilitation training|PROCEDURE: Acupuncture therapy,Zeng Changhao,,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2024-02-15,2024-06,"Zheng Da yi Yuan Hospital, Zhenzhou, Henan, 450001, China"
NCT03525860,Acupuncture Treatment for Patients Who Develop Arrhythmias in the Post-Operative Cardio-Thoracic Setting,https://clinicaltrials.gov/study/NCT03525860,COMPLETED,NO,Post-Operative Atrial Fibrillation|Acupuncture Therapy,PROCEDURE: Acupuncture,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",47,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-07-26,2019-08-26,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT03366363,Acupuncture Therapy for Knee Osteoarthritis,https://clinicaltrials.gov/study/NCT03366363,UNKNOWN,NO,Knee Osteoarthritis,OTHER: acupuncture,Beijing Hospital of Traditional Chinese Medicine,Beijing science and technology commission,ALL,"ADULT, OLDER_ADULT",480,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-12-15,2019-06-30,"Beijing Hostipal of Traditional Chinese Medicine affiliated to Capital medical University, Beijing, Beijing, 100000, China|Guang'an Men Hospital, China Academy of Chinese Medical Sciences, Beijing, Beijing, 100053, China|Beijing Hospital of Traditional Chinese and Western Medicine, Beijing, Beijing, 100078, China|Dongfang Hospital Affiliated to Beijing University of Chinese Medicine, Beijing, Beijing, 100078, China|Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine, Beijing, Beijing, 100700, China|Hospital of acupuncture-Moxibustion, China Academy of Chinese Medical Sciences, Beijing, Beijing, 100700, China|Beijing Friendship Hospital, Capital Medical University, Beijin, Beijing, 100050, China|Affiliated Hospital of Hebei University of Chinese Medicine, Hebei, Hebei, 050011, China|First Affiliated Hospital of Tianjin University of Traditional Chinese Medicine, Tianjin, Tianjin, 300193, China"
NCT04919746,"Change in Dielectric Constant, Elasticity and Temperature by Acupuncture",https://clinicaltrials.gov/study/NCT04919746,UNKNOWN,NO,Acupuncture,OTHER: Systemic acupuncture,University of Sao Paulo,,ALL,ADULT,360,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-08-02,2022-12-01,
NCT03592797,Effect of Laser Acupuncture Treatment on Chronic Facial Paralysis,https://clinicaltrials.gov/study/NCT03592797,COMPLETED,NO,Bell Palsy|Idiopathic Facial Paralyses,OTHER: Laser acupuncture therapy|OTHER: Sham laser acupuncture therapy,China Medical University Hospital,,ALL,"ADULT, OLDER_ADULT",17,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-05-05,2020-12-09,"China Medical University Hospital, Taichung, 404, Taiwan"
NCT01030029,Auricular Acupuncture in Postoperative Pain,https://clinicaltrials.gov/study/NCT01030029,COMPLETED,NO,Acupuncture,DEVICE: electrical auricular acupuncture|DEVICE: P-Stim™ devices were applied without electrical stimulation and acupuncture.,Medical University of Vienna,"Department of Anesthesiology, General Intensive Care Medicine and Pain Control",FEMALE,ADULT,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-01,2008-02,"Medical University Vienna, Vienna, 1090, Austria"
NCT01049074,A Random Controlled Test (RCT): Acupuncture Treatment on Nonspecific Low Back Pain (NLBP),https://clinicaltrials.gov/study/NCT01049074,UNKNOWN,NO,Low Back Pain,OTHER: Acupuncture Treatment|OTHER: Sham acupuncture,Beijing Hospital of Traditional Chinese Medicine,,ALL,"ADULT, OLDER_ADULT",534,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2008-11,2011-11,"Beijing TCM Hospital, Beijing, Beijing, 100010, China|Hospital CF Iasi, Clinic of Rehabilitation Medicine, Phys. Med., Balneoclimatology, Lasi, Romania"
NCT02553005,"Evaluation of the Effect of Acupuncture on Hand Pain, Functional Deficits and Health Related Quality of Life in Patients With Rheumatoid Arthritis",https://clinicaltrials.gov/study/NCT02553005,UNKNOWN,NO,Acupuncture,PROCEDURE: Acupuncture,University of Coimbra,,ALL,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2015-05,2017-06,"Faculty of Medicine - University of Coimbra, Coimbra, 3045, Portugal"
NCT04952389,Acupuncture Therapy for COVID-Related Olfactory Loss,https://clinicaltrials.gov/study/NCT04952389,COMPLETED,YES,Olfactory Dysfunction|COVID-19,DEVICE: Acupuncture Therapy|DRUG: Budesonide|OTHER: Olfactory Training,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-12-07,2023-06-09,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT05923021,Moderate Depressive Disorder With Cheek Acupuncture,https://clinicaltrials.gov/study/NCT05923021,NOT_YET_RECRUITING,NO,Acupuncture|Depression,OTHER: cheek acupuncture,The First Affiliated Hospital of Zhejiang Chinese Medical University,,ALL,"CHILD, ADULT, OLDER_ADULT",126,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-07-01,2024-12-30,
NCT01643577,Acupuncture Treatment for Gastroparesis: a Pilot Study,https://clinicaltrials.gov/study/NCT01643577,COMPLETED,NO,Gastroparesis|Nausea|Vomiting|Abdominal Pain,PROCEDURE: Acupuncture for gastroparesis|PROCEDURE: Acupuncture for musculoskeletal pain,Johns Hopkins University,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2011-11,2013-11,"Johns Hopkins Integrative Medicine & Digestive Center, Lutherville, Maryland, 21093, United States"
NCT06199323,Acupuncture Therapy on Dysphagia in Parkinson's Disease,https://clinicaltrials.gov/study/NCT06199323,COMPLETED,NO,Parkinson Disease,BEHAVIORAL: Routine rehabilitation training|BEHAVIORAL: Swallowing rehabilitation training|PROCEDURE: Acupuncture therapy,Zeng Changhao,,ALL,"ADULT, OLDER_ADULT",112,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2019-06-01,2021-05-30,"Quanmi Hos., Pingdong, Taiwan"
NCT03041675,Effects of Laser Acupuncture Therapy on Paralytic Ileus,https://clinicaltrials.gov/study/NCT03041675,UNKNOWN,NO,Paralytic Ileus,DEVICE: Laser Acupuncture group|DEVICE: Sham Laser Acupuncture group,China Medical University Hospital,,ALL,"ADULT, OLDER_ADULT",94,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2017-02-13,2017-08-31,"China Medical University Hospital, Taichung, 404, Taiwan"
NCT04960176,Validation of a Non-Invasive Sham Technique,https://clinicaltrials.gov/study/NCT04960176,UNKNOWN,NO,Acupuncture,PROCEDURE: Acupuncture|PROCEDURE: Non-invasive Sham Acupuncture,Nigde Omer Halisdemir University,,ALL,"ADULT, OLDER_ADULT",56,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2021-07-01,2022-11-30,"Niğde Ömer Halisdemir University Research and Training Hospital, Niğde, Turkey"
NCT04296344,Group Acupuncture Therapy With Modified Yoga,https://clinicaltrials.gov/study/NCT04296344,COMPLETED,NO,Chronic Neck Pain|Chronic Low Back Pain|Osteoarthritis Pain,OTHER: Acupuncture Therapy Treatments|OTHER: Yoga Therapy Sessions,Icahn School of Medicine at Mount Sinai,The Institute for Family Health|Albert Einstein College of Medicine|Maryland University of Integrative Health,ALL,"ADULT, OLDER_ADULT",94,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-01-08,2020-11-11,"Montefiore Family Health Center, Bronx, New York, 10458, United States|Williamsbridge Family Practice Center, Bronx, New York, 10469, United States|The Institute For Family Health, New York, New York, 10035, United States"
NCT06303895,How Acupuncture Therapy Improves Dysphagia in Parkinson's Patients,https://clinicaltrials.gov/study/NCT06303895,NOT_YET_RECRUITING,NO,Dysphagia,BEHAVIORAL: Routine rehabilitation training|BEHAVIORAL: Swallowing rehabilitation training|PROCEDURE: Acupuncture therapy,Muhammad,,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2024-03,2024-06,
NCT05460819,Acupuncture for Hot Flashes in Patients With Hormone Receptor-positive Breast Cancer.,https://clinicaltrials.gov/study/NCT05460819,NOT_YET_RECRUITING,NO,Hot Flashes|Breast Cancer|Acupuncture,OTHER: Acupuncture treatment|OTHER: Sham Acupuncture treatment,Nanjing University of Traditional Chinese Medicine,Xi'an Jiaotong University,FEMALE,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-08-01,2027-07-31,"Jiangsu Province Hospital of Traditional Chinese Medcine, Nanjing, Jiangsu, 210029, China"
NCT06201520,The Effect of Acupuncture and Laser Acupuncture for Carpal Tunnel Syndrome,https://clinicaltrials.gov/study/NCT06201520,ENROLLING_BY_INVITATION,NO,Carpal Tunnel Syndrome|Acupuncture|Laser Acupuncture,PROCEDURE: manual acupuncture|DEVICE: laser acupuncture|DEVICE: sham laser acupuncture|DEVICE: wrist splint,Chang Gung Memorial Hospital,,ALL,"ADULT, OLDER_ADULT",75,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-05-01,2024-02,"Kaohsiung Chang Gung Memorial Hospital, Kaohsiung, Taiwan"
NCT05613504,Study of Acupuncture in the Treatment of Hot Flashes in Patients With Hormone Receptor-positive Breast Cancer.,https://clinicaltrials.gov/study/NCT05613504,NOT_YET_RECRUITING,NO,Hot Flashes|Breast Cancer|Acupuncture,OTHER: Acupuncture treatment|OTHER: Sham acupuncture treatment,Nanjing University of Traditional Chinese Medicine,Xi'an Jiaotong University|Hanzhong Hospital of Traditional Chinese Medicine|Xiang'an Hospital of Xiamen University|Dongzhimen Hospital of Beijing University of Traditional Chinese Medicine,FEMALE,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-12-01,2027-12-01,"Jiangsu Province Hospital of Traditional Chinese Medcine, Nanjing, Jiangsu, 210029, China"
NCT01304979,'Acupuncture Therapy' for Pain and Function Recovery in Spine Surgery Patients,https://clinicaltrials.gov/study/NCT01304979,COMPLETED,NO,Pain|Low Back 'Spine Fusion' Surgery,PROCEDURE: Acupuncture therapies|PROCEDURE: Control,Beth Israel Medical Center,,ALL,"ADULT, OLDER_ADULT",114,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2010-09,2014-05,"Beth Israel Medical Center Orthopedic Surgery, Spine Center, New York, New York, 10003, United States"
NCT00636012,Stimulation of Gastric Slow Waves With Acupuncture at St36 and Pe6 - a Randomized Single-blind Controlled Trial,https://clinicaltrials.gov/study/NCT00636012,COMPLETED,NO,Acupuncture,PROCEDURE: verum acupuncture|PROCEDURE: sham acupuncture,"Charite University, Berlin, Germany",,ALL,ADULT,65,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: ",2008-03,2008-05,"Charité University Medical Center, Berlin, Germany"
NCT03336775,Efficacy of Acupuncture in Radiotherapy-induced Dysphagia in Patients With Head and Neck Cancer,https://clinicaltrials.gov/study/NCT03336775,UNKNOWN,NO,Acupuncture,PROCEDURE: acupuncture,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,ALL,"ADULT, OLDER_ADULT",142,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2018-06-21,2020-07-30,"Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, Guangdong, 510120, China"
NCT06079385,The Effect of Acupuncture Treatment on Sleep Quality in Post-Stroke Patients,https://clinicaltrials.gov/study/NCT06079385,COMPLETED,NO,Stroke|Complementary,OTHER: Acupuncture treatment,Istanbul Physical Medicine Rehabilitation Training and Research Hospital,,ALL,"ADULT, OLDER_ADULT",70,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2022-07-01,2022-10-02,"Istanbul Physical Medicine Rehabilitation Training and Research Hospital, Istanbul, Turkey"
NCT03850717,Safety of Acupuncture Treatments for Chronic Low Back Pain in Older Adults,https://clinicaltrials.gov/study/NCT03850717,COMPLETED,NO,Chronic Low Back Pain|Older Adults,DEVICE: acupuncture,"McLean Center for Complementary and Alternative Medicine, PLC",,ALL,OLDER_ADULT,500,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-12-31,2019-02-20,"McLean Center for Complementary and Alternative Medicine,PLC, Vienna, Virginia, 22182, United States"
