NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT04018508,Massage Therapy for Self-efficacy in LVAD Recipients,https://clinicaltrials.gov/study/NCT04018508,TERMINATED,NO,Heart Failure,OTHER: Massage,Medstar Health Research Institute,,ALL,"ADULT, OLDER_ADULT",5,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-09-01,2022-03-15,"MedStar Washington Hospital Center, Washington, District of Columbia, 20010, United States"
NCT01048164,Measuring the Effect of Therapeutic Massage on Pain and Discomfort in Cardiac Cath Lab Staff,https://clinicaltrials.gov/study/NCT01048164,COMPLETED,NO,Stress|Fatigue|Anxiety,PROCEDURE: Massage,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2008-04,2008-07,"Mayo Clinic, Rochester, Minnesota, 55905, United States"
NCT03557554,Investigating the Preventative Ability of Massage Therapy on Paclitaxel Induced Peripheral Neuropathy,https://clinicaltrials.gov/study/NCT03557554,TERMINATED,NO,Breast Cancer|Neuropathy|Neuropathy;Peripheral,OTHER: Massage,Bryan Schneider,Massage Therapy Foundation,ALL,"ADULT, OLDER_ADULT",5,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-02-08,2018-10-15,"Indiana University Melvin & Bren Simon Cancer Center, Indianapolis, Indiana, 46202, United States"
NCT06536608,The Effect of Oketani Breast Massage on Breastfeeding,https://clinicaltrials.gov/study/NCT06536608,RECRUITING,NO,Breast Feeding|Massage,OTHER: Massage,Saglik Bilimleri Universitesi,,FEMALE,ADULT,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2024-11-04,2025-05-20,"Cankiri State Hospital, Çankırı, Turkey"
NCT01909882,Effect of Family Member's Massage Therapy on the Vital Signs and Glasgow Coma Scale Score,https://clinicaltrials.gov/study/NCT01909882,COMPLETED,NO,Trauma,OTHER: Massage therapy,Baqiyatallah Medical Sciences University,Tehran University of Medical Sciences,ALL,"ADULT, OLDER_ADULT",180,OTHER,INTERVENTIONAL,"Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE",2007-08,2013-05,"Shariati hospital, Tehran, 1956837173, Iran, Islamic Republic of"
NCT03412578,Effect of Tactile/Kinaesthetic Massage Therapy on DXA Parameter of Preterm Infants,https://clinicaltrials.gov/study/NCT03412578,COMPLETED,NO,Preterm Infant|Body Composition|Dual X-ray Absorptiometry (DXA) Scan,PROCEDURE: Massage Therapy,Mansoura University Children Hospital,,ALL,CHILD,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2014-09,2018-12,"Mansoura university children hospital, Mansourah, El Dakahlya, 35111, Egypt|Mansourah, Egypt"
NCT04625335,Effects of Prophylactic Massage Therapy on Pain Tolerance and Threshold,https://clinicaltrials.gov/study/NCT04625335,COMPLETED,NO,Pain,OTHER: No Massage Protocol|OTHER: Prophylactic Therapeutic Massage,Kyle Knight,,ALL,ADULT,14,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2015-09-01,2016-03-01,"University of Kentucky, Lexington, Kentucky, 40536, United States"
NCT01122836,Dosing Study of Massage for Neck Pain,https://clinicaltrials.gov/study/NCT01122836,COMPLETED,NO,Chronic Neck Pain,OTHER: Massage,Kaiser Permanente,National Center for Complementary and Integrative Health (NCCIH),ALL,ADULT,228,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2010-07,2014-03,"Group Health Research Institute, Seattle, Washington, 98101, United States"
NCT04980053,The Impact of Back and Breast Massage,https://clinicaltrials.gov/study/NCT04980053,UNKNOWN,NO,Premature Birth,OTHER: massage,Seyma Kilci Erciyas,,FEMALE,ADULT,60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-08-06,2022-06-10,"Zonguldak Gynecology and Pediatrics Hospital, Zonguldak, Center, Turkey"
NCT06604403,Effectiveness of Massage Applied to Hemodialysis Patients,https://clinicaltrials.gov/study/NCT06604403,RECRUITING,NO,Nurse's Role,OTHER: Massage,Zeynep Yildirim,,ALL,"ADULT, OLDER_ADULT",58,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-05-10,2024-12,"Ataturk University, Erzurum, Yakutiye, 25100, Turkey"
NCT06421233,The Effect of Endorphin Massage Applied to Postpartum Women on Anxiety and Fatigue Levels,https://clinicaltrials.gov/study/NCT06421233,COMPLETED,NO,Birth|Anxiety|Fatigue,OTHER: massage,TC Erciyes University,,FEMALE,ADULT,50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-09-04,2023-11-30,"Kayseri City Hospital, Kocasinan, Kayseri, Turkey"
NCT01729585,The Effects of Massage Therapy on QOL in Youth/Young Adults With Cystic Fibrosis,https://clinicaltrials.gov/study/NCT01729585,COMPLETED,NO,Cystic Fibrosis|Quality of Life,PROCEDURE: Massage Therapy,"Children's Hospital Medical Center, Cincinnati",,ALL,"CHILD, ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-07,2015-03,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, 45229, United States"
NCT06537245,Does Application Time Influence the Effect of Massage on Pain and Performance?,https://clinicaltrials.gov/study/NCT06537245,COMPLETED,NO,"Health, Subjective",OTHER: Massage,Universidade Estadual do Norte do Parana,,MALE,ADULT,11,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2023-10-23,2023-11-25,"UNorteParana, Jacarezinho, PR - Paraná, 86400-000, Brazil"
NCT04131712,Mechanisms Underlying Local and Systemic Effects of Massage,https://clinicaltrials.gov/study/NCT04131712,COMPLETED,YES,Muscle Atrophy,OTHER: Massage,Esther Dupont-Versteegden,University of Oklahoma|National Center for Complementary and Integrative Health (NCCIH),ALL,ADULT,44,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2020-08-01,2023-06-01,"University of Kentucky, Lexington, Kentucky, 40536, United States"
NCT04139759,THE EFFECT OF HAND AND FOOT MASSAGE ON FATIGUE IN HEMODIALYSIS PATIENTS,https://clinicaltrials.gov/study/NCT04139759,COMPLETED,NO,Hemodialysis Patients,OTHER: hand massage|OTHER: foot massage,Mersin University,,ALL,"ADULT, OLDER_ADULT",84,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2018-10-19,2019-02-11,"Batman Regional State Hospital, Batman, 72000, Turkey"
NCT06780072,Impact of Massage on Daytime Napping,https://clinicaltrials.gov/study/NCT06780072,COMPLETED,NO,Sleep Deprivation,OTHER: Activation Massage therapy|OTHER: Relaxation Massage Therapy,University of Thessaly,University of Nicosia,ALL,ADULT,15,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-04-03,2024-11-29,"School of Physical Education, Sports and Dietetics, TEFAA, Trikala, Thessaly, GR42100, Greece"
NCT05168514,The Effect of Back Massage on Palliative Care Patients on Sleep Quality and Pain,https://clinicaltrials.gov/study/NCT05168514,COMPLETED,NO,Palliative Care,OTHER: Massage,Eskisehir Osmangazi University,,ALL,"ADULT, OLDER_ADULT",52,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-12-15,2022-07-15,"Bilecik Devlet Hastanesi, Bilecik, Turkey"
NCT06679400,Effects of Myofascial Massage and Patient-therapist Communication Levels on Shoulder Muscle Properties in Breast Cancer Survivors with Myofascial Pain,https://clinicaltrials.gov/study/NCT06679400,RECRUITING,NO,"Pain, Myofacial",BEHAVIORAL: Massage,University of Michigan,National Center for Complementary and Integrative Health (NCCIH),FEMALE,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-12-12,2025-12,"University of Michigan, Ann Arbor, Michigan, 48109, United States"
NCT01736605,The Effect of Meditation and Massage Therapy for Breast Cancer Patients Undergoing Tissue Reconstruction,https://clinicaltrials.gov/study/NCT01736605,COMPLETED,NO,Breast Cancer,PROCEDURE: Massage|PROCEDURE: Massage combined with meditation,Mayo Clinic,,FEMALE,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-01,2014-10,"Mayo Clinic, Rochester, Minnesota, 55905, United States"
NCT06799572,The Effect of Massage on Preterm Babies,https://clinicaltrials.gov/study/NCT06799572,NOT_YET_RECRUITING,NO,PreTerm Neonate|nCPAP|Massage,OTHER: massage,Özlem BOZBUĞA,,ALL,CHILD,30,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2025-01-30,2025-06-15,
NCT05636553,Massage as an Adjunct Approach to Care for Pregnant Women Who Have Experienced a Stillbirth,https://clinicaltrials.gov/study/NCT05636553,ACTIVE_NOT_RECRUITING,NO,Pregnancy Related|Pregnancy Loss,OTHER: Massage,Fogarty Sarah,Massage Therapy Foundation|University of Western Sydney,FEMALE,"ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-02-07,2024-12,"Western Sydney University, Sydney, New South Wales, 2000, Australia"
NCT05903872,EFFECTS OF AROMATHERAPY MASSAGE ON LACTATION IN NON-BREASTFEEDING MOTHERS WITH PREMATURE NEWBORNS IN NEONATAL INTENSIVE CARE UNIT,https://clinicaltrials.gov/study/NCT05903872,COMPLETED,NO,LACTATION IN MOTHERS WITH PREMATURE NEWBORNS,OTHER: aromatherapy massage|OTHER: back massage,Istanbul University - Cerrahpasa,,FEMALE,"ADULT, OLDER_ADULT",36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-10-01,2023-04-01,"İstanbul University-Cerrahpaşa, İstanbul, Turkey"
NCT06057116,The Effect of Massage and Acupressure on Labor Pain,https://clinicaltrials.gov/study/NCT06057116,COMPLETED,NO,Labor Pain,OTHER: massage,"Near East University, Turkey",,FEMALE,ADULT,66,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2022-11-01,2023-06-15,"Çağla Taş, Adana, 99000, Turkey"
NCT05617937,Effects of Connective Tissue Massage on Pain After Thoracotomy,https://clinicaltrials.gov/study/NCT05617937,COMPLETED,NO,Postoperative Pain,OTHER: Massage,Akdeniz University,,ALL,"ADULT, OLDER_ADULT",54,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2021-04-23,2022-11-01,"Neriman Temel Aksu, Antalya, 07060, Turkey"
NCT03886376,Systematic Massage on Swimming Athletes Performance,https://clinicaltrials.gov/study/NCT03886376,COMPLETED,NO,Athletes,OTHER: Deep Massage|OTHER: Superficial Massage,São Paulo State University,Fundação de Amparo à Pesquisa do Estado de São Paulo,ALL,"CHILD, ADULT",19,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2019-03-25,2019-05-18,"Sao Paulo State University, Presidente Prudente, São Paulo, 19060-900, Brazil"
NCT01315197,Massage for Low Back Pain in Nursing Staff,https://clinicaltrials.gov/study/NCT01315197,COMPLETED,NO,Low Back Pain,OTHER: Massage,University of Sao Paulo,,ALL,ADULT,18,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-10,2010-12,"Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo, São Paulo, SP, Brazil"
NCT05567107,"The Effect of Foot Massage After Open Heart Surgery on Postoperative Pain, Sleep Quality and Mood of Patients",https://clinicaltrials.gov/study/NCT05567107,COMPLETED,NO,"Pain, Postoperative|Sleep Disturbance|Mood|Bypass Complication",OTHER: massage,Ataturk University,,ALL,"ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-06-05,2021-09-10,"Beyzanur Kızıloğlu, Erzurum, Palandöken, 25000, Turkey"
NCT06520254,The Effectiveness of Massage Therapy in Patients With Shoulder Pain,https://clinicaltrials.gov/study/NCT06520254,COMPLETED,NO,Shoulder Pain,OTHER: Massage therapy,Wroclaw University of Health and Sport Sciences,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-09-01,2020-03-20,"Wroclaw University of Health and Sport Sciences, Wrocław, Poland"
NCT05555082,Can Massage During One Year Improve Health in Health-care Providers Working in Hospital,https://clinicaltrials.gov/study/NCT05555082,COMPLETED,NO,Massage Therapy|Health-care Workers|Quality of Life|Psychological Distress,OTHER: Massage,"University Hospital, Linkoeping",,ALL,"CHILD, ADULT, OLDER_ADULT",25,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-11-20,2024-03-01,"Peter Johansson, Norrköping, Linköpings Universitet, 601 74, Sweden|Linkoping University, Norrköping, 601 74, Sweden"
NCT00421070,Effect of Massage Therapy on Aggression in a Psychiatric Inpatient Unit,https://clinicaltrials.gov/study/NCT00421070,COMPLETED,NO,Psychiatric &or Mood Disorder,PROCEDURE: Massage therapy,Melbourne Health,"National Health and Medical Research Council, Australia",ALL,"CHILD, ADULT",47,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2006-05,2006-09,"ORYGEN Youth Health, Melbourne, Victoria, 3052, Australia"
NCT03964961,Effect of Functional Massage in Neuromuscular Response.,https://clinicaltrials.gov/study/NCT03964961,UNKNOWN,NO,Neuromuscular Diseases,OTHER: Functional massage|OTHER: Conventional massage,Universitat Internacional de Catalunya,,ALL,ADULT,30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2019-02-05,2019-06-05,"Universitat Internacional de Catalunya, Sant Cugat Del Vallès, Barcelona, 08195, Spain"
NCT00843180,Massage for Pediatric Oncology,https://clinicaltrials.gov/study/NCT00843180,COMPLETED,YES,Bone Marrow Transplantation|Distress,OTHER: massage,"University of California, San Francisco",,ALL,"CHILD, ADULT",23,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2008-11,2010-01,"Childrens' Hospital UCSF, San Francisco, California, 94143, United States"
NCT05865522,Massage of the Trapezius Muscle and Foot in Fibromyalgia Patients,https://clinicaltrials.gov/study/NCT05865522,COMPLETED,NO,Massage Therapy,OTHER: Trapezius Massage|OTHER: Foot Massage,Emre Erkal,,ALL,"ADULT, OLDER_ADULT",70,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-05-18,2023-12-07,"Artvin State Hospital Physical Therapy and Rehabilitation outpatient clinic, Artvin, 08000, Turkey"
NCT05433246,Effects of Massage Therapy on Peripheral Neuropathy and Quality of Life,https://clinicaltrials.gov/study/NCT05433246,COMPLETED,NO,Chemotherapy-induced Peripheral Neuropathy,BEHAVIORAL: Massage therapy group,Fatma Arikan,,ALL,"ADULT, OLDER_ADULT",52,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2012-02-01,2013-05-01,
