NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT06696118,Electromagnetic Transduction Therapy on Osteoarthritis in the Foot and Ankle,https://clinicaltrials.gov/study/NCT06696118,NOT_YET_RECRUITING,NO,Osteoarthritis Ankle|Osteoarthritis Foot,DEVICE: Electromagnetic Transduction Therapy (EMTT),Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2025-02,2027-01,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT06138886,Calisthenics Exercise and Electromagnetic Therapy on Liver Function Following Burn Injuries.,https://clinicaltrials.gov/study/NCT06138886,RECRUITING,NO,Burns,DEVICE: Pulsed electromagnetic therapy group,Cairo University,,ALL,ADULT,90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-11-14,2024-05-14,"Faculty of Physical therapy, Cairo University, Giza, 3387722, Egypt"
NCT02211534,Pilot Study of PEMF Therapy in Treatment of Post-operative Pain Following Total Knee Arthroplasty,https://clinicaltrials.gov/study/NCT02211534,COMPLETED,YES,Post-Operative Pain Following Total Knee Arthroplasty,DEVICE: Pulsed Electromagnetic Field Device (Provant)|DEVICE: Sham Pulsed Electromagnetic Field Device,"Regenesis Biomedical, Inc.",,ALL,"ADULT, OLDER_ADULT",35,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2014-09,2016-03,"Birmingham, Alabama, United States|Phoenix, Arizona, 85018, United States|Phoenix, Arizona, 85023, United States|El Cajon, California, 92020, United States|Lone Tree, Colorado, 80124, United States|Bradenton, Florida, United States|Fort Lauderdale, Florida, United States|Las Vegas, Nevada, 89128, United States|New York, New York, 10022, United States|Raleigh, North Carolina, United States|Spartanburg, South Carolina, 29303, United States|Saint George, Utah, 84790, United States|Danville, Virginia, United States|Spokane, Washington, 99218, United States"
NCT05341427,DEVELOPMENT OF A CLINICAL PREDICTION RULES TO IDENTIFY EFFICACY OF PULSED ELECTROMAGNETIC THERAPY ON BURN WOUND HEALING,https://clinicaltrials.gov/study/NCT05341427,UNKNOWN,NO,Burn Wound,DEVICE: electromagnetic device,Cairo University,,ALL,ADULT,60,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-01-01,2022-06-20,"Cairo University, Giza, Egypt"
NCT03333135,Ultramarathons and Impact of Phased Electromagnetic Field Therapy (PEMF),https://clinicaltrials.gov/study/NCT03333135,COMPLETED,NO,Healthy,PROCEDURE: Pulsed Electromagnetic Field therapy (PEMF)|PROCEDURE: Pulsed Electromagnetic Field Sham therapy,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",72,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2016-12-12,2021-06-15,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT02352636,Auriculotherapy for Osteoarthritis Knee,https://clinicaltrials.gov/study/NCT02352636,COMPLETED,NO,Knee Osteoarthritis,OTHER: magnetotherapy|DEVICE: laser auriculotherapy|OTHER: Placebo,The Hong Kong Polytechnic University,,ALL,"ADULT, OLDER_ADULT",44,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2015-01,2016-06,"Sai Kung District Community Centre, Hong Kong, 00000, Hong Kong|The Neighbourhood Advice-Action Council, Hong Kong, 00000, Hong Kong"
NCT01834781,Pulsed Electromagnetic Fields for Multiple Chemical Sensitivity,https://clinicaltrials.gov/study/NCT01834781,COMPLETED,NO,Multiple Chemical Sensitivity,DEVICE: Pulsed electromagnetic fields|DEVICE: w/o pulsed electromagnetic fields,The Danish Research Centre for Chemical Sensitivities,Aage Bangs Fond,ALL,"ADULT, OLDER_ADULT",39,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-04,2014-03,"The Danish Research Centre for Chemical Sensitivities, Gentofte, DK-2820, Denmark"
NCT02310386,BEMER in the Treatment of Pain in Fibromyalgia.,https://clinicaltrials.gov/study/NCT02310386,COMPLETED,NO,Fibromyalgia,DEVICE: BEMER electromagnetic field therapy,Central Finland Hospital District,,FEMALE,ADULT,110,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-09,2016-12,"Jyväskylä Central Hospital, Jyväskylä, Central Finland, 40620, Finland"
NCT03421249,Treatment of Knee Osteoarthrosis Using the Electromagnetic Fields,https://clinicaltrials.gov/study/NCT03421249,COMPLETED,NO,Knee Osteoarthritis|Knee Arthritis,OTHER: Exercises|OTHER: Electromagnetic field therapy,Faculdade de Ciências Médicas da Santa Casa de São Paulo,,ALL,"ADULT, OLDER_ADULT",51,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2016-05-01,2017-12-01,
NCT05991102,Amplitude Modulated Radiofrequency Electromagnetic Field Treatment Combined With TAS-102 (Lonsurf) and Bevacizumab in Refractory Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT05991102,RECRUITING,NO,Refractory Metastatic Colorectal Cancer,DEVICE: Radiofrequency electromagnetic field treatment,"Charite University, Berlin, Germany",,ALL,"ADULT, OLDER_ADULT",12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-15,2026-11,"Charité Universitätsmedizin Berlin, Berlin, 13353, Germany"
NCT06821958,Amplitude-modulated Radiofrequency Electromagnetic Field Treatment for Advanced Hepatocellular Carcinoma (Immune-RF),https://clinicaltrials.gov/study/NCT06821958,RECRUITING,NO,Hepatocellular Carcinoma (HCC),DEVICE: Radiofrequency electromagnetic field treatment,"Charite University, Berlin, Germany",,ALL,"ADULT, OLDER_ADULT",36,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2025-03-01,2029-02-28,"Charité University Medicine Berlin, Berlin, 13353, Germany"
NCT05581186,Efficacy of Pulse Electromagnetic Field Therapy (PEMF) in Patients With Nonspecific Chronic Neck Pain,https://clinicaltrials.gov/study/NCT05581186,COMPLETED,NO,Neck Pain|Musculoskeletal Diseases|Chronic Neck Pain|Cervical Disc Disease,OTHER: Pulse electromagnetic field therapy|OTHER: Sham pulse electromagnetic field therapy|OTHER: Therapeutic Exercise,Afyonkarahisar Health Sciences University,,ALL,ADULT,75,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-08-01,2023-09-01,"Nur Doğanlar, Afyonkarahisar, 03200, Turkey"
NCT06140875,Amplitude Modulated Radiofrequency Electromagnetic Field Treatment Combined With Radiochemotherapy and Maintenance Chemotherapy in Patients With Glioblastoma (Brain-RF),https://clinicaltrials.gov/study/NCT06140875,RECRUITING,NO,Glioblastoma,DEVICE: Radiofrequency electromagnetic field treatment,"Charite University, Berlin, Germany",,ALL,"ADULT, OLDER_ADULT",26,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-11-15,2029-05-14,"Charité Universitätsmedizin Berlin, Berlin, 13353, Germany"
NCT05111288,Influence of Pulse Electromagnetic Field Therapy on Myocardial Ischemia,https://clinicaltrials.gov/study/NCT05111288,RECRUITING,NO,Coronary Artery Disease|Myocardial Infarction,DEVICE: Pulsed electromagnetic field therapy (PEMF)|DEVICE: Inactive Pulsed electromagnetic field therapy (PEMF),Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",120,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2022-05-18,2025-11,"Mayo Clinic in Arizona, Scottsdale, Arizona, 85259, United States|Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT05493943,P.E.M.F. Therapy of Chronic Wounds,https://clinicaltrials.gov/study/NCT05493943,NOT_YET_RECRUITING,NO,Chronic Wounds,DEVICE: Pulsed ElectroMagnetic Field (PEMF) therapy|OTHER: Pulsed ElectroMagnetic (PEMF) therapy,"PEMF Systems, Inc.",VA Long Beach Healthcare System|Southern California Institute for Research and Education,ALL,"ADULT, OLDER_ADULT",120,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2024-05-01,2025-12-31,
NCT03165318,Pulsed Electromagnetic Field (PEMF) Systems to Promote the Maintenance of Bone and Muscle,https://clinicaltrials.gov/study/NCT03165318,UNKNOWN,NO,Muscle Loss Post Anterior Cruciate Ligament Reconstruction,DEVICE: Pulsed Electromagnetic Field Therapy|DEVICE: Sham Therapy,"National University Hospital, Singapore",National University of Singapore,ALL,ADULT,22,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2017-03-07,2018-07,"National University Health System, Singapore, 119074, Singapore"
NCT06116981,High-induction Magnetic Field Therapy in Patients With Shoulder Pain,https://clinicaltrials.gov/study/NCT06116981,COMPLETED,NO,Rehabilitation,OTHER: High Induction Magnetic Field Therapy|OTHER: Conservative Treatment,KTO Karatay University,,ALL,"ADULT, OLDER_ADULT",36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-10-01,2024-01-02,"KTO Karatay University, Konya, Karatay, 42030, Turkey"
NCT05930470,Pilot-testing the Effect of Magnetic Mitohormesis Therapy for Treating Frailty in Older Adults,https://clinicaltrials.gov/study/NCT05930470,RECRUITING,NO,Frailty,OTHER: Magnetic Mitohormesis Therapy,Auburn University,QuantumTX Pte Ltd,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-04-26,2024-12-30,"Auburn University, Auburn, Alabama, 36849, United States"
NCT04372134,The Effect of rTMS in Patients With Spinal Cord Injury (rTMS:Repetetive Transcranial Magnetic Stimulation),https://clinicaltrials.gov/study/NCT04372134,COMPLETED,NO,Spinal Cord Injury,DEVICE: repetitive transcranial magnetic stimulation therapy,Gaziler Physical Medicine and Rehabilitation Education and Research Hospital,,ALL,ADULT,28,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2015-10-01,2017-04-01,
NCT02745652,Carpel Tunnel Syndrome and Physical Therapy Modalities,https://clinicaltrials.gov/study/NCT02745652,COMPLETED,NO,Carpal Tunnel Syndrome,DEVICE: pulsed electromagnetic field|DEVICE: Therapeutic ultrasound,Cairo University,,FEMALE,ADULT,55,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-05,2015-03,
NCT04486599,Electromagnetic Navigation During Ultrasound Guided Foam Sclerotherapy for Venous Malformations,https://clinicaltrials.gov/study/NCT04486599,COMPLETED,NO,Venous Malformation,DEVICE: Electromagnetic Navigation,"University Hospital, Toulouse",,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-07-15,2022-05-12,"University Hospital, Toulouse, Occitanie, 31059, France"
NCT02236767,Transcranial Magnetic Stimulation Treatment of Hoarding Disorder,https://clinicaltrials.gov/study/NCT02236767,COMPLETED,YES,Hoarding,DEVICE: Neurostar Transcranial Magnetic Stimulation Therapy System,Hartford Hospital,Neuronetics,ALL,"ADULT, OLDER_ADULT",1,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-07,2014-12,"Hartford Hospital, Hartford, Connecticut, 06106, United States"
NCT01670214,Pulsed Electromagnetic Field Therapy in the Refractory Migraine,https://clinicaltrials.gov/study/NCT01670214,COMPLETED,NO,Refractory Migraine,PROCEDURE: pulsed electromagnetic field,Niyayesh Clinic,Tehran University of Medical Sciences,ALL,"CHILD, ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2012-01,2013-10,"Niyayesh clinic, Tehran, Iran, Islamic Republic of"
NCT02327806,The Effect of Pullsed Magnetic Field Induction on Improving the Forearm Tissue Muscle Performance,https://clinicaltrials.gov/study/NCT02327806,UNKNOWN,NO,Medical Oncology,DEVICE: pulsed electromagnetic field therapy,Tel-Aviv Sourasky Medical Center,,ALL,"ADULT, OLDER_ADULT",30,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-01,2016-03,"Clinical Nutrition Unit, Sourasky Medical Center, Tel Aviv, 64239, Israel"
NCT06386874,EMAGINE 2.0 - Electromagnetic Field Ischemic Stroke - Novel Subacute Treatment,https://clinicaltrials.gov/study/NCT06386874,RECRUITING,NO,Ischemic Stroke,DEVICE: Q Therapeutic System (BQ 3.0) - Sham|DEVICE: Q Therapeutic System (BQ 3.0) - Active,BrainQ Technologies Ltd.,,ALL,"ADULT, OLDER_ADULT",122,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2024-08-20,2026-10,"Rancho Research Institute, Downey, California, 90242, United States|MedStar National Rehabililtaion Hospital,, Washington, District of Columbia, 20010, United States|Brooks Rehabilitation Hospital, Jacksonville, Florida, 32216, United States|Emory University School of Medicine, Altanta, Georgia, 30322, United States|Shirley Ryan AbilityLab, Chicago, Illinois, 60611, United States|KUMC- KU Medical Center, Kansas City, Kansas, 66160, United States|Hackensack Meridian JFK Johnson Rehabilitation Institute, Edison, New Jersey, 08818, United States|Kessler Foundation for Rehabilitation, West Orange, New Jersey, 07052, United States|New York-Presbyterian Brooklyn Methodist Hospital Inpatient Rehabilitation Unit, Brooklyn, New York, 11215, United States|Burke Rehabilitation Hospital, White Plains, New York, 10605, United States|Atrium Health Carolinas Rehabilitation, Charlotte, North Carolina, 28203, United States|Moss Rehabilitation Research Institute, Elkins Park, Pennsylvania, 19027, United States|UTHealth Houston, Houston, Texas, 77030, United States|Froedtert & Medical College of Wisconsin, Milwaukee, Wisconsin, 53226, United States"
NCT04187027,Efficacy Of Pulsed Electromagnetic Field Therapy On Neurogenic Bladder in Children With Myelomeningocele,https://clinicaltrials.gov/study/NCT04187027,COMPLETED,NO,Neurogenic Bladder,DEVICE: pulsed electromagnetic field therapy device,South Valley University,,ALL,CHILD,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-02-01,2020-12-01,"South Valley University, Faculty of Physical Therapy, Qina, 83523, Egypt"
NCT05865613,Effect of Electromagnetic Therapy on Patients With Chronic Rhinosinusitis.,https://clinicaltrials.gov/study/NCT05865613,COMPLETED,NO,Magnetic Therapy|Rhinosinusitis|Headache|Fatigue,DEVICE: Pulsed electromagnetic field,Cairo University,,ALL,ADULT,37,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-06-15,2024-01-30,"Faculty of physical therapy, Cairo university, Giza, Dokki, 12611, Egypt"
NCT06252181,Pain and Hemodynamics in Peripheral Arterial Disease: Response to Pulsed Electromagnetic Treatment,https://clinicaltrials.gov/study/NCT06252181,RECRUITING,NO,Peripheral Arterial Disease,OTHER: electromagnetic pulsed therapy|OTHER: elliptical exercise,Ahram Canadian University,,MALE,OLDER_ADULT,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-12-15,2024-03-10,"Ahram canadian university, Giza, Egypt"
NCT02643836,Pulsed Electromagnetic Field (PEMF) Therapy for Post-Concussive Syndrome,https://clinicaltrials.gov/study/NCT02643836,WITHDRAWN,NO,Post Concussive Syndrome|Concussion,DEVICE: PEMF,Spaulding Rehabilitation Hospital,Rio Grande Neurosciences,ALL,ADULT,0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2016-09-01,2016-09-01,
NCT05693103,The Effect of High-Intensity Focused Electromagnetic on Urinary Incontinence Symptoms,https://clinicaltrials.gov/study/NCT05693103,UNKNOWN,NO,"Urinary Incontinence, Stress Incontinence",DEVICE: High-Intensity Focused Electromagnetic therapy,Kaohsiung Medical University Chung-Ho Memorial Hospital,,FEMALE,"ADULT, OLDER_ADULT",30,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-08-15,2024-06-30,"Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, 807, Taiwan"
NCT05876247,Articulatory Adaptation Following Oral Cancer Treatment,https://clinicaltrials.gov/study/NCT05876247,RECRUITING,NO,Oral Cavity Squamous Cell Carcinoma|Speech Disorders,OTHER: Electromagnetic Articulography,University Medical Center Groningen,,ALL,"ADULT, OLDER_ADULT",50,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-11-10,2025-08,"Faculty of Arts, University of Groningen, Groningen, 9712 EK, Netherlands|University Medical Centre Groningen, Groningen, 9713 GZ, Netherlands"
NCT00521495,Carpal Tunnel Syndrome and Static Magnetic Field Therapy,https://clinicaltrials.gov/study/NCT00521495,UNKNOWN,NO,Carpal Tunnel Syndrome,DEVICE: neodymium permanent magnet|DEVICE: neodymium magnet|DEVICE: magnet,National University of Natural Medicine,National Center for Complementary and Integrative Health (NCCIH)|Oregon Health and Science University,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-09,2009-08,"National College of Natural Medicine, Portland, Oregon, 97201, United States"
NCT04183543,Pemf Therapy for the Management of Diabetes in Obese Patients,https://clinicaltrials.gov/study/NCT04183543,UNKNOWN,NO,Obesity|Type 2 Diabetes,DEVICE: Pulsed Electromagnetic Fields|DEVICE: Sham Therapy,"National University Hospital, Singapore",National University of Singapore,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-01-30,2022-12,"National University Hospital, Singapore, 119074, Singapore"
