NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT03127891,Effect of Yoga on Anesthesia Management,https://clinicaltrials.gov/study/NCT03127891,COMPLETED,NO,Anesthesia|Closed Loop Anesthesia Delivery System (CLADS),BEHAVIORAL: pranayama yoga|OTHER: control group,"Post Graduate Institute of Medical Education and Research, Chandigarh",,ALL,ADULT,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2016-11,2018-05-31,"Aspari Mahammad Azeez, Chandigarh, Apmc 77179, 160012, India"
NCT02837133,Effects of a Single Session of Integrated Yoga Therapy Compared With Other Relaxation Techniques,https://clinicaltrials.gov/study/NCT02837133,COMPLETED,NO,Yoga,BEHAVIORAL: integrated yoga program,Hiroshima University,,ALL,"ADULT, OLDER_ADULT",145,OTHER,INTERVENTIONAL,"Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: ",2014-03,,
NCT04828876,The Effect of Yoga on Sleep and Quality of Life in Epilepsy Patients,https://clinicaltrials.gov/study/NCT04828876,UNKNOWN,NO,Epilepsy,BEHAVIORAL: Yoga practice,Zülfünaz ÖZER,,ALL,ADULT,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2021-06-30,2021-08-30,
NCT03856892,"Breath, Stress and Health: a Biocultural Study of Hatha Yoga Practice",https://clinicaltrials.gov/study/NCT03856892,COMPLETED,NO,"Stress, Physiological|Stress, Psychological",OTHER: High Dose Yoga|OTHER: Medium Dose Yoga,Emory University,,ALL,"ADULT, OLDER_ADULT",97,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2019-01-11,2019-09-17,"Kaivalyadhama Yoga Institute, Lonavla, Maharashtra, 410403, India"
NCT01336309,Development of a Translational Tool to Study Yoga Therapy,https://clinicaltrials.gov/study/NCT01336309,COMPLETED,NO,Health Behavior,BEHAVIORAL: Yoga Research Tool,University of Connecticut,National Institutes of Health (NIH)|National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",1832,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2011-01,2016-08,"Crystal Park, Storrs, Connecticut, 06269, United States"
NCT03784976,Iyengar Yoga Therapy for Dysmenorrhea and Endometriosis,https://clinicaltrials.gov/study/NCT03784976,UNKNOWN,NO,Secondary Dysmenorrhea|Dysmenorrhea|Dysmenorrhea Secondary|Polycystic Ovary Syndrome|Endometriosis|Fibroid|Menstrual Pain|Menstrual Disorder|Menstrual Discomfort,OTHER: Iyengar Yoga Therapy,University of Illinois at Urbana-Champaign,,FEMALE,"CHILD, ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-07-03,2021-07-02,"Iyengar Yoga Center, Urbana, Illinois, 61801, United States"
NCT01590251,Yoga for Pain and Opioid Dependence,https://clinicaltrials.gov/study/NCT01590251,COMPLETED,NO,Chronic Pain|Opioid Addiction,OTHER: Yoga|BEHAVIORAL: Educational Counseling,Yale University,,ALL,"ADULT, OLDER_ADULT",8,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2012-04,2014-11,"MRU, New Haven, Connecticut, 06519, United States"
NCT01957371,Mindful Yoga Therapy for Veterans With PTSD and Pain,https://clinicaltrials.gov/study/NCT01957371,WITHDRAWN,NO,PTSD|Chronic Pain,BEHAVIORAL: Mindful Yoga Therapy,VA Connecticut Healthcare System,,ALL,ADULT,0,FED,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2013-09,2015-11,"Va Connecticut Healthcare System, West Haven, Connecticut, 06516, United States"
NCT05133583,Effect of Laughter Yoga Therapy on Postpartum Depression,https://clinicaltrials.gov/study/NCT05133583,COMPLETED,NO,Postpartum Depression,OTHER: Laughter yoga,Adiyaman University Research Hospital,,FEMALE,ADULT,104,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2021-04-20,2021-09-10,"Didem Simsek Kucukkelepce, Adiyaman, 02100, Turkey"
NCT02662205,Group Yoga Therapy at a College Counseling Center,https://clinicaltrials.gov/study/NCT02662205,WITHDRAWN,NO,Psychological Distress|Mindfulness,OTHER: Psychotherapy Group|OTHER: Yoga class|OTHER: Yoga Therapy Group,Jenilee Sneed,,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-01,2016-05,
NCT05374668,The Effects of Video-based Yoga Interventions for Patients With Post-corona Virus Disease,https://clinicaltrials.gov/study/NCT05374668,COMPLETED,NO,Post-COVID-19,BEHAVIORAL: Video-based Yoga Exercises,Istinye University,,ALL,"CHILD, ADULT, OLDER_ADULT",85,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-22,2022-04-24,"Department of Physiotherapy and Rehabilitation, Faculty of Health Sciences, Istinye University, Istanbul, 34010, Turkey"
NCT05572294,Mindfulness and Yoga Therapy for Acute Pain in Sickle Cell Disease,https://clinicaltrials.gov/study/NCT05572294,COMPLETED,NO,Sickle Cell Crisis|Sickle Cell Disease,"BEHAVIORAL: Mindfulness meditation, breathing exercises (including incentive spirometry), and yoga therapy",University of Texas Southwestern Medical Center,,ALL,"ADULT, OLDER_ADULT",39,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-11-10,2023-02-02,"University of Texas Southwestern Medical Center, Dallas, Texas, 75390, United States"
NCT00794027,The Effects of a Yoga Program in Heart Failure Patients,https://clinicaltrials.gov/study/NCT00794027,COMPLETED,NO,Heart Failure,BEHAVIORAL: Yoga Classes|BEHAVIORAL: Yoga classes,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-11,2009-12,"UCSF Osher Center and UCSF Cardiology Faculty Practice, San Francisco, California, 94143, United States"
NCT04313426,Chronic Pain Self-Management With Integrative Yoga Therapy (IYT),https://clinicaltrials.gov/study/NCT04313426,COMPLETED,NO,Chronic Pain|Chronic Nonmalignant Pain,OTHER: Integrative Yoga Therapy,Aarogyam UK,Hindu Swayamsevak Sangh (UK)|Leicester Ageing Together,ALL,ADULT,42,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-10-30,2020-02-28,"Karyalaya, Leicester, United Kingdom"
NCT05218291,"The Effect of Yoga on Care Load, Quality of Life, and Psychological Well-Being of Indivıduals With Special Needs",https://clinicaltrials.gov/study/NCT05218291,COMPLETED,NO,Caregiver Burden|Quality of Life|Psychological Stress,OTHER: Yoga Practice|OTHER: Ongoing caregivers,Maltepe University,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2021-11-15,2022-05-01,"Maltepe University, Istanbul, Turkey"
NCT04107415,"The Effect of Yoga on Respiratory Functions, Symptom Control and Life Quality of Asthma Patients",https://clinicaltrials.gov/study/NCT04107415,COMPLETED,NO,Asthma|Yoga,OTHER: yoga,Ataturk University,,ALL,ADULT,112,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2017-12-15,2018-12-15,"Atatürk university nursing faculty, Erzurum, Center, 25240, Turkey"
NCT01521442,Mindful Yoga Therapy as an Adjunctive Treatment for PTSD Among OEF/OIF Veterans,https://clinicaltrials.gov/study/NCT01521442,WITHDRAWN,NO,PTSD,BEHAVIORAL: Mindful Yoga Therapy|BEHAVIORAL: Wait-list Control,VA Connecticut Healthcare System,,ALL,ADULT,0,FED,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2013-04,2015-11,"VA Connecticut Healthcare System, West Haven, Connecticut, 06516, United States"
NCT05026827,Iyengar Yoga for Prolonged Grief Disorder,https://clinicaltrials.gov/study/NCT05026827,ACTIVE_NOT_RECRUITING,NO,Prolonged Grief Disorder,OTHER: Iyengar Yoga|OTHER: Socialization Control,Medical College of Wisconsin,,ALL,"ADULT, OLDER_ADULT",68,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2021-10-31,2025-12,"Medical College of Wisconsin, Wauwatosa, Wisconsin, 53226, United States"
NCT06120465,YOGA-CF (Yoga Outcomes Get Assessed in Cystic Fibrosis),https://clinicaltrials.gov/study/NCT06120465,RECRUITING,NO,Cystic Fibrosis,OTHER: Yoga,Royal Brompton & Harefield NHS Foundation Trust,,ALL,"CHILD, ADULT, OLDER_ADULT",314,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-04-22,2025-10-30,"The Royal Brompton Hospital, London, Greater London, SW3 6NP, United Kingdom"
NCT06757036,The Effect of Laughter Yoga on Hope and Well-Being Levels of Earthquake Victim Mothers,https://clinicaltrials.gov/study/NCT06757036,NOT_YET_RECRUITING,NO,Laughter Yoga,BEHAVIORAL: Laughter Yoga,Firat University,,ALL,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2025-02-01,2025-08,
NCT04315805,Integrative Yoga Therapy for Patients With Chronic Pain and Psychological Distress,https://clinicaltrials.gov/study/NCT04315805,UNKNOWN,NO,Chronic Pain|Psychological Distress,OTHER: Integrative Yoga Therapy,Aarogyam UK,,ALL,"ADULT, OLDER_ADULT",72,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2020-06-15,2020-12-15,"Karyalaya, Leicester, Leicestershire, United Kingdom"
NCT06118853,Impact of Yoga and Gentle Massage Practices on Symptom Management in Patients Undergoing HSCT,https://clinicaltrials.gov/study/NCT06118853,RECRUITING,NO,Hematopoietic Stem Cell Transplantation|Bone Marrow Transplantation,BEHAVIORAL: yoga or gentle massage plus standard treatment for HSCT,Hospital Israelita Albert Einstein,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-11-21,2025-03-31,"Maria Ester Azevedo Massola, São Paulo, SP, 05653000, Brazil"
NCT05933915,The Effect of Laughter Yoga on the Secondary Traumatic Stress Level and Psychological Well-Being of Midwives,https://clinicaltrials.gov/study/NCT05933915,NOT_YET_RECRUITING,NO,Laughter Yoga,OTHER: group-based laughter yoga,Saglik Bilimleri Universitesi,,FEMALE,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2023-09-01,2024-08-01,"University of Health Sciences, Istanbul, Turkey"
NCT04113473,An Evaluation of Yoga Therapy for Cervical Spondylosis,https://clinicaltrials.gov/study/NCT04113473,COMPLETED,NO,Cervical Spondylosis|Neck Pain,OTHER: Yoga Therapy,NMP Medical Research Institute,Yog-Kulam,ALL,ADULT,62,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2018-12-11,2019-08-30,"Pain Clinic, NMP Medical Research Institute, Jaipur, Rajasthan, India"
NCT00476203,Yoga Study in Breast Cancer Patients,https://clinicaltrials.gov/study/NCT00476203,COMPLETED,NO,Breast Cancer,BEHAVIORAL: Yoga|OTHER: Delayed yoga classes,Fred Hutchinson Cancer Center,National Institutes of Health (NIH),FEMALE,"ADULT, OLDER_ADULT",63,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2007-05,2011-05,"Fred Hutchinson Cancer Research Center, Seattle, Washington, 98109, United States"
NCT05301244,The Effect of Laughter Yoga on Nurses Psychological Resilience and Sleep Quality During the Pandemic Period,https://clinicaltrials.gov/study/NCT05301244,COMPLETED,NO,Laughter Yoga,OTHER: laughter yoga for nurses|OTHER: laughter yoga for nurses-Deep breathing exercises|OTHER: laughter yoga for nurses-Warm-up exercises|OTHER: laughter yoga for nurses-Childish games|OTHER: laughter yoga for nurses-Laughter exercises,Ataturk University,,ALL,"CHILD, ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2021-06-24,2021-08-31,"Süheyla Yaralı, Yakutiye, Erzurum, 25000, Turkey"
NCT04428853,Effects of Iyengar Yoga Therapy in the Management of Stress Urinary Incontinence Among Young Females,https://clinicaltrials.gov/study/NCT04428853,COMPLETED,NO,Stress Urinary Incontinence,BEHAVIORAL: iyengar yoga,Ziauddin University,,FEMALE,"CHILD, ADULT",44,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-08-15,2021-06-30,"Ziauddin university, Karachi, Sindh, 74000, Pakistan"
NCT04316455,Self-managed Integrative Yoga Therapy for Older Adults Living With Chronic Pain,https://clinicaltrials.gov/study/NCT04316455,COMPLETED,NO,Chronic Pain,OTHER: Integrative Yoga Therapy,Aarogyam UK,Hindu Swayamsevak Sangh (UK)|Leicester Ageing Together,ALL,"ADULT, OLDER_ADULT",25,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-10-28,2020-03-07,"Karyalaya, Leicester, Leicestershire, United Kingdom"
NCT02181179,Examining Yoga's Effects on Smoking,https://clinicaltrials.gov/study/NCT02181179,COMPLETED,NO,Yoga|Waitlist,BEHAVIORAL: Yoga,University of Texas at Austin,,FEMALE,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE,2014-07,2017-07,"University of Texas at Austin, Austin, Texas, 78712, United States"
NCT02741973,Yoga in School Sports - a Pilot Study in Germany,https://clinicaltrials.gov/study/NCT02741973,COMPLETED,NO,Yoga|Stress,OTHER: Yoga|OTHER: School sport,"Charite University, Berlin, Germany",,ALL,"CHILD, ADULT",102,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2016-03,2016-12,"Charité Hochschulambulanz für Naturheilkunde am Immanuel Krankenhaus, Berlin, 14109, Germany"
NCT05345067,The Effect of Laughter Yoga on the Anxiety and Stress Levels of Women in the Postpartum Period,https://clinicaltrials.gov/study/NCT05345067,COMPLETED,NO,Laughter Yoga,BEHAVIORAL: Experimental: Laughter yoga session parts-1|BEHAVIORAL: Experimental: Laughter yoga session parts-2|BEHAVIORAL: Experimental: Laughter yoga session parts-3|BEHAVIORAL: Experimental: Laughter yoga session parts-4,Ataturk University,,FEMALE,ADULT,144,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-01-01,2022-06-20,"Atatürk University, Erzurum, Yakutiye, 25240, Turkey"
NCT05831280,The Effect of Laughter Yoga on the Stress Levels of Infertility Women,https://clinicaltrials.gov/study/NCT05831280,ACTIVE_NOT_RECRUITING,NO,Laughter Yoga,BEHAVIORAL: Laughter Yoga,Ataturk University,,FEMALE,ADULT,90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-09-10,2024-06-30,"Atatürk University, Erzurum, Yakutiye, 25240, Turkey"
NCT03251755,Exercise Using Chinese Yoga Improving Insomnia,https://clinicaltrials.gov/study/NCT03251755,COMPLETED,NO,Exercise Promotion,BEHAVIORAL: Yoga,Taichung Veterans General Hospital,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-05-24,2018-11-30,"Division of Endocrinology and Metabolism in Taichung Veterans General Hospital, Taichung, 407, Taiwan"
NCT02261740,Program to Overcome Pelvic Pain With Yoga,https://clinicaltrials.gov/study/NCT02261740,COMPLETED,NO,Pelvic Pain,BEHAVIORAL: Yoga Therapy,"University of California, San Francisco",Patty Brisben Foundation For Women's Sexual Health,FEMALE,"ADULT, OLDER_ADULT",16,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-10,2016-06,"University of California, San Francisco, San Francisco, California, 94115, United States"
NCT01234805,Yoga Therapy in Treating Patients With Malignant Brain Tumors,https://clinicaltrials.gov/study/NCT01234805,TERMINATED,NO,Adult Anaplastic Astrocytoma|Adult Anaplastic Ependymoma|Adult Anaplastic Meningioma|Adult Anaplastic Oligodendroglioma|Adult Brain Stem Glioma|Adult Choroid Plexus Tumor|Adult Diffuse Astrocytoma|Adult Ependymoblastoma|Adult Ependymoma|Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Adult Grade II Meningioma|Adult Medulloblastoma|Adult Meningeal Hemangiopericytoma|Adult Mixed Glioma|Adult Oligodendroglioma|Adult Papillary Meningioma|Adult Pineal Gland Astrocytoma|Adult Pineoblastoma|Adult Pineocytoma|Adult Supratentorial Primitive Neuroectodermal Tumor (PNET)|Recurrent Adult Brain Tumor,PROCEDURE: yoga therapy|OTHER: questionnaire administration|PROCEDURE: quality-of-life assessment,Wake Forest University Health Sciences,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",9,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2010-12,2012-09,"Comprehensive Cancer Center of Wake Forest University, Winston-Salem, North Carolina, 27157, United States"
NCT06260098,StressLess Yoga Study,https://clinicaltrials.gov/study/NCT06260098,COMPLETED,NO,Stress,BEHAVIORAL: Yoga with High Breath work & meditation; Low movement/postures|BEHAVIORAL: Yoga with Low Breath work & meditation; High movement/postures,University of Connecticut,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2024-04-03,2024-05-05,"Bousfield Psychology Building, 406 Babbidge Road, Storrs, Connecticut, 06269, United States"
NCT05820373,The Effect of Yoga Therapy on Post-operative Side-effects Among Women With Breast Cancer,https://clinicaltrials.gov/study/NCT05820373,COMPLETED,NO,Breast Cancer|Yoga Therapy|Shoulder Joint Motion|Scar Contracture,BEHAVIORAL: Yoga therapy|BEHAVIORAL: Active control group|BEHAVIORAL: Passive control group,The University of Hong Kong,hong Kong Cancer Fund,FEMALE,"ADULT, OLDER_ADULT",444,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-05-14,2018-11-29,
NCT04335227,Yoga Therapy and Aerobic Exercise on Anti-Mullerian Hormone in Young Women With Polycystic Ovary Syndrome,https://clinicaltrials.gov/study/NCT04335227,UNKNOWN,NO,Polycystic Ovary Syndrome|Anti-Mullerian Hormone Deficiency|Female Infertility Endocrine,OTHER: Structured yoga therapy program|OTHER: Aerobic exercise training program|OTHER: Combined yoga and aerobic training program|OTHER: Nutritional management,Maharishi Markendeswar University (Deemed to be University),,FEMALE,ADULT,128,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-11-14,2023-04-14,"Maharishi Markandeshwar Hospital, Mullana, Ambala, Haryana, 133207, India|Maharishi Markandeshwar Medical College & Hospital, Kumarhatti, Solan, Himachal Pradesh, 173229, India"
