NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT02988271,Meditation Therapy in Improving Anxiety and Depression in Cancer Patients with Psychosocial Distress,https://clinicaltrials.gov/study/NCT02988271,ACTIVE_NOT_RECRUITING,NO,Anxiety|Depression|Malignant Neoplasm,OTHER: Interview|PROCEDURE: Meditation Therapy|PROCEDURE: Quality-of-Life Assessment|PROCEDURE: Supportive Care,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",35,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-04-11,2026-02-28,"M D Anderson Cancer Center, Houston, Texas, 77030, United States"
NCT01532999,A Multisite Randomized Controlled Trial of Mindfulness Meditation Therapy for PTSD,https://clinicaltrials.gov/study/NCT01532999,COMPLETED,YES,Posttraumatic Stress Disorder,BEHAVIORAL: Mindfulness Based Stress Reduction|BEHAVIORAL: Present Centered Group Therapy,US Department of Veterans Affairs,,ALL,"ADULT, OLDER_ADULT",254,FED,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2012-01,2014-12,"Tuscaloosa VA Medical Center, Tuscaloosa, AL, Tuscaloosa, Alabama, 35404, United States|Atlanta VA Medical and Rehab Center, Decatur, GA, Decatur, Georgia, 30033, United States|Ralph H. Johnson VA Medical Center, Charleston, SC, Charleston, South Carolina, 29401-5799, United States"
NCT05020301,Investigation of Functional Brain Network in Altered Meditation State With Multimodal Neuroimaging,https://clinicaltrials.gov/study/NCT05020301,UNKNOWN,NO,Meditation|Mindfulness,DEVICE: external meditation guided audio|DEVICE: internal meditation guided audio,Shanghai Mental Health Center,"School of Biomedical Engineering, Shanghai Jiao Tong University",ALL,ADULT,30,OTHER,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2020-09-20,2022-12-30,"School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, Shanghai, 200030, China"
NCT04557033,My Mindful Moments: A Mindfulness Meditation and Digital Art Activity,https://clinicaltrials.gov/study/NCT04557033,COMPLETED,NO,Mindfulness|Meditation,OTHER: Mindfulness intervention,Dana-Farber Cancer Institute,,ALL,"ADULT, OLDER_ADULT",16,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-07-01,2022-07-30,"Dana Farber Cancer Institute, Boston, Massachusetts, 02215, United States"
NCT06678087,Meditation for Preparation for Birth and Motherhood Given with Thetahealing Meditation Method,https://clinicaltrials.gov/study/NCT06678087,ACTIVE_NOT_RECRUITING,NO,Meditation|Fear of Labor|Thetahealing Meditation,"OTHER: motherhood preparation meditation training prepared with the thetahealing meditation method|OTHER: pregnancy school,",Ataturk University,,FEMALE,ADULT,90,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-05-09,2024-12-31,"Ataturk Uni, Erzurum, None Selected, 25240, Turkey"
NCT03574766,Meditation for NICU Moms,https://clinicaltrials.gov/study/NCT03574766,COMPLETED,NO,"Breast Feeding|Premature Birth|Stress|Depression, Postpartum|Anxiety|Self Efficacy|Behavior, Maternal|Insufficient Lactation",BEHAVIORAL: Meditation,St. Louis University,,FEMALE,"CHILD, ADULT, OLDER_ADULT",70,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-10-17,2019-10-31,"St. Mary's Hospital, Richmond Heights, Missouri, 63117, United States"
NCT05455814,Brain Health with Inner Engineering Meditation,https://clinicaltrials.gov/study/NCT05455814,RECRUITING,NO,Meditation|Brain; Agenesis,BEHAVIORAL: Shambhavi Madamudra Kriya,Beth Israel Deaconess Medical Center,,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2023-01-06,2025-12,"Beth Israel Deaconess Medical Centre, Boston, Massachusetts, 02115, United States"
NCT02655835,Internet Mindfulness Meditation Intervention,https://clinicaltrials.gov/study/NCT02655835,COMPLETED,NO,Stress,BEHAVIORAL: Internet Mindfulness Meditation|BEHAVIORAL: Access,Oregon Health and Science University,,ALL,"ADULT, OLDER_ADULT",52,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: OTHER,2014-09,2015-12,
NCT01827033,Effects of Meditation,https://clinicaltrials.gov/study/NCT01827033,TERMINATED,NO,Meditation Training,BEHAVIORAL: meditation training,Johns Hopkins University,,ALL,ADULT,6,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-03,2013-06,"BPRU, Johns Hopkins Bayview Medical Center, Baltimore, Maryland, 21224, United States"
NCT05669066,Meditation and Opioid Consumption in Total Joint Replacement Patients Undergo Primary Total Hip and Knee Replacement,https://clinicaltrials.gov/study/NCT05669066,COMPLETED,NO,Arthropathy of Knee|Osteo Arthritis Knee|Osteonecrosis|Meditation|Knee Osteoarthritis|Knee Disease|Knee Injuries|Opioid Use|Opioid Dependence|Opioid Use Disorder,BEHAVIORAL: Mindful meditation,Beth Israel Deaconess Medical Center,,ALL,"ADULT, OLDER_ADULT",29,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2017-07-10,2021-12-16,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, 02215, United States"
NCT06765889,Mindfulness-Based Intervention for Stress Reduction in Adult Singaporeans a Pilot Study,https://clinicaltrials.gov/study/NCT06765889,NOT_YET_RECRUITING,NO,Mindfulness Meditation,BEHAVIORAL: Mindfulness intervention|BEHAVIORAL: Control condition,"Institute for Human Development and Potential (IHDP), Singapore",,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2025-01-20,2025-03-20,"Brenner Centre for Molecular Medicine, Singapore, 117609, Singapore"
NCT01671436,Meditation for Depression,https://clinicaltrials.gov/study/NCT01671436,COMPLETED,NO,Depression,BEHAVIORAL: Central Meditation and Imagery Therapy,"University of California, San Francisco",,ALL,"ADULT, OLDER_ADULT",13,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-09,2014-03,"UCLA Semel Institute, Los Angeles, California, 90024, United States"
NCT06615531,Integrating Magnetic Imaging With Rich Phenotypes,https://clinicaltrials.gov/study/NCT06615531,COMPLETED,NO,Intensive Meditation in Novice and Experienced Meditators,BEHAVIORAL: Advanced multi-component meditation practice,Tobias Moeller-Bertram,"Metamorphosis, LLC|University of California, San Diego",ALL,"ADULT, OLDER_ADULT",21,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-03-23,2023-05-06,"VitaMed Research, LLC, Palm Desert, California, 92260, United States"
NCT05961995,Heartfulness Meditation Cyclic Vomiting Syndrome,https://clinicaltrials.gov/study/NCT05961995,RECRUITING,NO,Cyclic Vomiting Syndrome,BEHAVIORAL: Heartfulness meditation,Ohio State University,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-06-06,2024-01,"The Ohio State University, Columbus, Ohio, 43210, United States"
NCT03198039,Guided Meditation as an Adjunct to Enhance Postoperative Recovery,https://clinicaltrials.gov/study/NCT03198039,COMPLETED,NO,Feasibility of a Meditation Program Perioperatively,BEHAVIORAL: Meditation,Beth Israel Deaconess Medical Center,,ALL,"ADULT, OLDER_ADULT",29,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2017-11-28,2020-04-30,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, 02215, United States"
NCT03079817,Proprioception and Meditation,https://clinicaltrials.gov/study/NCT03079817,COMPLETED,NO,Parkinson Disease|Proprioceptive Disorders|Movement Disorders,OTHER: Yoga Meditation|OTHER: Proprioceptive Drills,University of Miami,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2017-01-17,2019-07-30,"Laboratory of Neruomuscular Research and Active Aging, Coral Gables, Florida, 33147, United States"
NCT05837481,Guided Meditation to Decrease Perioperative Anxiety and Increase Patient Intraoperative Compliance in Vascular Surgery,https://clinicaltrials.gov/study/NCT05837481,COMPLETED,YES,Peripheral Vascular Disease,BEHAVIORAL: Meditation,Massachusetts General Hospital,Agency for Healthcare Research and Quality (AHRQ),ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: TREATMENT,2023-07-11,2024-04-01,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|Newton Wellesley Hospital, Newton, Massachusetts, 02462, United States|Salem Hospital, Salem, Massachusetts, 01970, United States|Southern New Hampshire Hospital, Nashua, New Hampshire, 03060, United States"
NCT04252976,Meditation Based Lifestyle Modification in Healthy Individuals,https://clinicaltrials.gov/study/NCT04252976,COMPLETED,NO,Mantra Meditation|Mantra Meditation + Body-Oriented Yoga|Mantra Meditation + Ethical Living|Mantra Meditation + Body-Oriented Yoga + Ethical Living,BEHAVIORAL: Ethical Living|BEHAVIORAL: Yoga Exercises|BEHAVIORAL: Mantra Meditation,Diakonie Kliniken Zschadraß,Chemnitz University of Technology,ALL,"ADULT, OLDER_ADULT",57,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2019-03-28,2019-09-30,"Diakoniekliniken Zschadraß, Colditz, Sachsen, 04680, Germany"
NCT05474547,Meditation and Youth Mental Health,https://clinicaltrials.gov/study/NCT05474547,UNKNOWN,NO,Healthy,BEHAVIORAL: Meditation,Habib University,,ALL,"CHILD, ADULT",14,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2023-07-25,2023-12-25,
NCT06282913,The Effect of Mindfulness Meditation,https://clinicaltrials.gov/study/NCT06282913,NOT_YET_RECRUITING,NO,Burnout|Compassion Fatigue|Psychological Well-Being,BEHAVIORAL: Mindfulness Meditation,Gulhane Training and Research Hospital,,ALL,"ADULT, OLDER_ADULT",64,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2024-03,2025-12,
NCT04804462,Virtual Reality Meditation for Fatigue,https://clinicaltrials.gov/study/NCT04804462,COMPLETED,NO,Fatigue|Rheumatoid Arthritis,DEVICE: Virtual Reality Meditation,University of Washington,,ALL,"ADULT, OLDER_ADULT",16,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2019-08-01,2021-06-01,"Rheumatology Clinic at UW Medical Center - Roosevelt, Seattle, Washington, 98105, United States"
NCT01251341,The Compassion and Attention Longitudinal Meditation Study,https://clinicaltrials.gov/study/NCT01251341,COMPLETED,NO,Immune System Processes|Inflammatory Activation and Modulation|ANS Function,BEHAVIORAL: Cognitive-Based Compassion Training|BEHAVIORAL: Mindful Attention Training|BEHAVIORAL: Adult Health Education Curriculum,University of Arizona,Emory University,ALL,ADULT,226,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2009-09,2014-05,"Emory University, Atlanta, Georgia, 30322, United States"
NCT03097510,Meditation and Emotional Intelligence,https://clinicaltrials.gov/study/NCT03097510,COMPLETED,NO,Job Stress|Perceived Stress,BEHAVIORAL: Transcendental meditation,Maharishi International University,Center for Wellness and Achievement in Education,ALL,"CHILD, ADULT, OLDER_ADULT",96,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2009-10,2011-03,
NCT01975415,Digital Medicine in Meditation,https://clinicaltrials.gov/study/NCT01975415,COMPLETED,NO,Biometric Changes During Meditation,,Scripps Translational Science Institute,The Chopra Foundation,ALL,"ADULT, OLDER_ADULT",40,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-10,2013-11,"The Chopra Center, Carlsbad, California, 92009, United States"
NCT06065709,Mindfulness Breath Awareness Meditation and Preeclampsia,https://clinicaltrials.gov/study/NCT06065709,RECRUITING,NO,Mindfulness Breath Awareness Meditation|Preeclampsia,BEHAVIORAL: Mindfulness breath awareness meditation,Aysegul Kilicli,,FEMALE,ADULT,66,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2023-10-01,2024-04-01,"Şanlıurfa training and research hospital, Şanlıurfa, Eyalet/Yerleşke, 63000, Turkey"
NCT06180486,Mindfulness Meditation Intervention Study,https://clinicaltrials.gov/study/NCT06180486,ACTIVE_NOT_RECRUITING,NO,Total Knee Replacement|Mediation|Feasibility,OTHER: Mindfulness Meditation Intervention,"Hospital for Special Surgery, New York",,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2024-02-02,2025-02-11,"Hospital for Special Surgery, New York, New York, 10021, United States"
NCT03915912,Mindfulness Meditation in Glioma Patients,https://clinicaltrials.gov/study/NCT03915912,COMPLETED,NO,Malignant Glioma,BEHAVIORAL: Mindfulness meditation,Duke University,Duke Cancer Institute,ALL,"ADULT, OLDER_ADULT",17,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-04-11,2020-01-09,"Duke University Medical Center, Durham, North Carolina, 27710, United States"
NCT06274034,MUSE-S Headband System for Improving Anxiety and Insomnia Among Breast Cancer Survivors,https://clinicaltrials.gov/study/NCT06274034,RECRUITING,NO,Breast Carcinoma,OTHER: Electronic Health Record Review|OTHER: Medical Device Usage and Evaluation|PROCEDURE: Meditation Therapy|OTHER: Survey Administration,Mayo Clinic,,FEMALE,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-01-08,2029-01-31,"Mayo Clinic in Rochester, Rochester, Minnesota, 55905, United States"
NCT05098002,Mindfulness Meditation,https://clinicaltrials.gov/study/NCT05098002,COMPLETED,NO,Cancer,BEHAVIORAL: Mindfulness program,Roswell Park Cancer Institute,,ALL,"ADULT, OLDER_ADULT",57,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-01-02,2023-11-28,"Roswell Park Comprehensive Cancer Center, Buffalo, New York, 14263, United States"
NCT01047917,Meditation to Reduce Stress and Improve Quality of Life,https://clinicaltrials.gov/study/NCT01047917,COMPLETED,NO,Stress,BEHAVIORAL: Meditation DVD,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",17,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2008-03,2008-04,"Mayo Clinic, Rochester, Minnesota, 55905, United States"
NCT01833442,Randomized Controlled Meditation Trial for Treating OCD,https://clinicaltrials.gov/study/NCT01833442,COMPLETED,NO,OCD,BEHAVIORAL: Kundalini Yoga Meditation|BEHAVIORAL: Relaxation Response Meditation,University of Sao Paulo,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2011-03,2013-07,"University of Sao Paulo, Sao Paulo, São Paulo, 01454-010, Brazil"
NCT04687904,Mindfulness Meditation for Epilepsy,https://clinicaltrials.gov/study/NCT04687904,UNKNOWN,NO,Epilepsy,BEHAVIORAL: Mindfulness meditation training|BEHAVIORAL: Therapeutic education,Rennes University Hospital,"Laboratoire Traitement du Signal et de l'Image, INSERM UMR1099 Rennes|Centre Hospitalier Guillaume Régnier, RENNES",ALL,"CHILD, ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-01-14,2023-03-15,"Centre Hospitalier Universitaire, Rennes, 35033, France"
NCT06308744,A Large Multi-site Study on Self-administered Mindfulness,https://clinicaltrials.gov/study/NCT06308744,COMPLETED,NO,Body Scan Meditation|Loving-Kindness Meditation|Mindful Breathing Meditation|Mindful Walking Meditation|Control Condition,BEHAVIORAL: Body-scan meditation|BEHAVIORAL: Mindful Breathing meditation|BEHAVIORAL: Loving Kindness meditation|BEHAVIORAL: Mindful Walking|BEHAVIORAL: Listening of a story,Swansea University,"Université Grenoble-Alpes|University of Utah|Seeburg University|Ludwig-Maximilians - University of Munich|University of Houston|Loyola Marymount University|Ashland University|The College at Brockport|Medical University of South Carolina|Australian National University|The University of Queensland|University of North Florida|University of Wuerzburg|Iowa State University|Goldsmiths, University of London|Pennsylvania Western University|University of Konstanz|Springfield College|Glendale Community College|St. Olaf College|University of Limerick|Northumbria University|Wittenberg University Ohio|University of Edinburgh|University of California, Merced|University of Southern Indiana|Pace University|Toronto Metropolitan University|Wayne State University|Memorial University of Newfoundland|University College, London|DigiPen Institute of Technology Redmond|University of Canberra|University of Northern Iowa|Idaho State University|Behavioural Science Institute|Radboud University Medical Center|Eastern Oregon University|Charles University, Czech Republic|University of Milano Bicocca|Spiessens Coaching Solutions Ltd",ALL,"ADULT, OLDER_ADULT",2239,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,2022-03-23,2022-06-30,"Swansea University, Swansea, Wales, UK, SA2 8PP, United Kingdom"
