NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT01727635,The Long-term Effects of Body-mind-spirit Group Therapy,https://clinicaltrials.gov/study/NCT01727635,COMPLETED,NO,Depression|Sleep,OTHER: body-mind-spirit group therapy,National Taiwan University Hospital,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2009-10,2011-11,"Department of Nursing, College of Medicine, National Taiwan University, Taipei, 10051, Taiwan"
NCT06782503,An Evaluation of a Mind-Body Medicine Training Program for Parole Services Division Staff,https://clinicaltrials.gov/study/NCT06782503,ENROLLING_BY_INVITATION,NO,Healthy,OTHER: Mind-Body Medicine Training Program,The Center for Mind-Body Medicine,Herbert Simon Family Foundation,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2025-01,2026-12,"Indiana Department of Correction, Indianapolis, Indiana, 46204, United States"
NCT01894282,Mind Body Intervention for Chronic Lower Back Pain,https://clinicaltrials.gov/study/NCT01894282,COMPLETED,NO,Chronic Lower Back Pain,PROCEDURE: Manual Therapy|PROCEDURE: Mind Body Intervention,Canandaigua VA Medical Center,,ALL,"ADULT, OLDER_ADULT",4,FED,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2013-07,2017-11,"Rochester Outpatient Clinic, Rochester, New York, 14620, United States"
NCT06590766,Impact of Acupuncture and Manual Therapies on Patients' Quality-of-life in a Hospital-to-community Continuum,https://clinicaltrials.gov/study/NCT06590766,RECRUITING,NO,Oncology,OTHER: acupressure/relaxation with acupuncture,Carmel Medical Center,,ALL,"ADULT, OLDER_ADULT",520,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2023-04-18,2027-06-30,"Carmel Medical center, Haifa, 35152, Israel"
NCT06078046,MOVIN' CARE for PD (Mind-body Interventions),https://clinicaltrials.gov/study/NCT06078046,ACTIVE_NOT_RECRUITING,NO,Parkinson Disease,BEHAVIORAL: Mind-body interventions,The University of Hong Kong,The Hong Kong Society for Rehabilitation|The Hong Kong Jockey Club Charities Trust,ALL,"ADULT, OLDER_ADULT",154,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2023-07-26,2027-06-11,"2/F., The Hong Kong Jockey Club Building for Interdisciplinary Research, Hong Kong, Hong Kong"
NCT01057056,The Role of Mind Body Therapy in Geriatric Rehabilitation,https://clinicaltrials.gov/study/NCT01057056,UNKNOWN,NO,Elderly|Treatment,OTHER: mind-body intervention,Tel-Aviv Sourasky Medical Center,,ALL,"ADULT, OLDER_ADULT",,OTHER_GOV,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: SUPPORTIVE_CARE,2010-01,,
NCT00179387,Mind-Body Program for Cancer Patients,https://clinicaltrials.gov/study/NCT00179387,COMPLETED,NO,Neoplasms,BEHAVIORAL: Mind-Body Psychotherapy Group|BEHAVIORAL: Mind-Body Psychotherapy Group,Albert Einstein College of Medicine,"American Cancer Society, Inc.",ALL,"ADULT, OLDER_ADULT",166,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2004-12-01,2016-02-25,"Albert Einstein College of Medicine, Bronx, New York, 10461, United States"
NCT01093053,Mind-Body Skills Groups for the Treatment of War Zone Stress in Military and Veteran Populations,https://clinicaltrials.gov/study/NCT01093053,COMPLETED,NO,"Stress Disorders, Post Traumatic|Brain Injuries|Depressive Disorder|Anxiety Disorders|Anger",BEHAVIORAL: Mind-Body Skills Groups|OTHER: Standard Treatment,The Center for Mind-Body Medicine,U.S. Army Medical Research and Development Command|Southeast Louisiana Veterans Health Care System,ALL,"ADULT, OLDER_ADULT",108,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-09,2013-09,"Southeast Louisiana Veterans Healthcare System, New Orleans, Louisiana, 70112, United States"
NCT03363750,Study of Mind-Body Skills Groups for Adolescents With Depression in Primary Care,https://clinicaltrials.gov/study/NCT03363750,COMPLETED,NO,Depression|Depressive Disorder,BEHAVIORAL: mind-body-skills group,Indiana University,The Center for Mind-Body Medicine|Eskenazi Health,ALL,CHILD,49,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2018-01-25,2019-09-04,"Eskenazi Health Primary Care, Indianapolis, Indiana, 46254, United States"
NCT05090683,Evaluation of a Mind-body Based Application for the Treatment of Chronic/Persistent Pain.,https://clinicaltrials.gov/study/NCT05090683,COMPLETED,YES,Chronic Pain|Migraine|Chronic Pain Syndrome,BEHAVIORAL: Mind-body mobile application,University of the Fraser Valley,,ALL,"ADULT, OLDER_ADULT",198,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-15,2022-07-15,"University of the Fraser Valley, Chilliwack, British Columbia, V2R0N3, Canada"
NCT00303342,Neuroendocrine Mechanisms in Behavioral Treatment of Insomnia,https://clinicaltrials.gov/study/NCT00303342,COMPLETED,NO,Insomnia,BEHAVIORAL: mind body treatment|BEHAVIORAL: desensitization,Brigham and Women's Hospital,National Center for Complementary and Integrative Health (NCCIH),ALL,ADULT,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2006-03,2009-06,"Sleep Disorders Program, Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States"
NCT05374200,Mind-body Wellness Intervention in Primary Biliary Cholangitis (PBC),https://clinicaltrials.gov/study/NCT05374200,COMPLETED,NO,Primary Biliary Cirrhosis,OTHER: Mind-body intervention with 1-1 support from study personnel,University of Alberta,,ALL,"ADULT, OLDER_ADULT",87,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-10-03,2022-04-09,"University of Alberta, Edmonton, Alberta, T6G2C8, Canada"
NCT00136357,Treatment of Posttraumatic Stress Disorder in Kosovar High School Students Using Mind-Body Skills Groups,https://clinicaltrials.gov/study/NCT00136357,COMPLETED,YES,"Stress Disorders, Post-traumatic",BEHAVIORAL: Mind-Body Skills Groups,The Center for Mind-Body Medicine,,ALL,"CHILD, ADULT",82,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",2004-08,2005-05,"Jeta e Re High School, Suhareka, Kosovo, Former Yugoslavia"
NCT00010777,Fibromyalgia: A Randomized Controlled Trial of a Mind/Body Intervention,https://clinicaltrials.gov/study/NCT00010777,COMPLETED,NO,Fibromyalgia,PROCEDURE: Multiple Component Mind/Body therapy,National Center for Complementary and Integrative Health (NCCIH),,ALL,"ADULT, OLDER_ADULT",,NIH,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,1999-09,2004-03,
NCT03723876,Basic Body Awareness Therapy for Persons With Autism,https://clinicaltrials.gov/study/NCT03723876,COMPLETED,NO,Autism,BEHAVIORAL: Body awareness therapy,Lund University,Vastra Gotaland Region,ALL,"CHILD, ADULT",57,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-05-01,2022-06-15,"Vuxenhabiliteringen, Vaxjo, Kronoberg, Sweden|Habiliteringen Vastra Gotalandsregionen, Skovde, Vastra Gotaland, 54150, Sweden"
NCT05447689,Mind-Body Skills Group for Graduate Students,https://clinicaltrials.gov/study/NCT05447689,RECRUITING,NO,Mood Change|Depressive Symptoms|Anxiety Generalized,BEHAVIORAL: Integrative-Mind-Body Skills Group,Weill Medical College of Cornell University,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-04-03,2025-03,"Weill Cornell Medical College, White Plains, New York, 10605, United States"
NCT01595490,Mind-Body Skills Groups for the Treatment of War-Related Trauma in Adolescents in Gaza,https://clinicaltrials.gov/study/NCT01595490,COMPLETED,NO,Posttraumatic Stress Disorder,BEHAVIORAL: Mind-Body Skills Group,The Center for Mind-Body Medicine,The Atlantic Philanthropies,ALL,CHILD,121,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-03,2012-12,"The Center for MInd-Body Medicine, Gaza City, Palestine, Israel"
NCT01595477,Mind-Body Skills Groups for the Treatment of War-Related Trauma in Children in Gaza,https://clinicaltrials.gov/study/NCT01595477,COMPLETED,NO,Posttraumatic Stress Disorder,BEHAVIORAL: Mind-Body Skills Group,The Center for Mind-Body Medicine,The Atlantic Philanthropies,ALL,CHILD,114,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-03,2012-08,"The Center for Mind-Body Medicine, Gaza City, Palestine, Israel"
NCT01595464,Mind-Body Skills Groups for the Treatment of War-Related Trauma in Adults in Gaza,https://clinicaltrials.gov/study/NCT01595464,COMPLETED,NO,Posttraumatic Stress Disorder,BEHAVIORAL: Mind-Body Skills Groups,The Center for Mind-Body Medicine,The Atlantic Philanthropies,ALL,"ADULT, OLDER_ADULT",148,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-03,2012-10,"The Center for Mind-Body Medicine, Gaza City, Palestine, Israel"
NCT05506644,Biofeedback for Psoriasis,https://clinicaltrials.gov/study/NCT05506644,COMPLETED,NO,Psoriasis|Psoriasis Vulgaris|Psychophysiological Disorder|Anxiety|Depression|Psychological Stress|Physiological Stress|Quality of Life|Skin Disorder|Skin Diseases,OTHER: HRV-Biofeedback/Mind-Body Therapy,Bastyr University,,ALL,"ADULT, OLDER_ADULT",5,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-06-07,2023-03-31,"Bastyr University Clinic, San Diego, California, 92101, United States"
NCT03246789,Reaching and Engaging Depressed Senior Center Clients (REDS),https://clinicaltrials.gov/study/NCT03246789,COMPLETED,YES,"Depression, Unipolar|Mental Health Disorder",BEHAVIORAL: Engage-M|BEHAVIORAL: Wellness in Mind and Body,Weill Medical College of Cornell University,New York City Department for the Aging|National Institute of Mental Health (NIMH),ALL,"ADULT, OLDER_ADULT",39,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-01-01,2020-06-09,"Weill Cornell Medicine, New York, New York, 10065, United States"
NCT03677882,A Brief Mind-Body Bridging Intervention for Suicidal Ideation,https://clinicaltrials.gov/study/NCT03677882,TERMINATED,NO,Suicidal Ideation|Mind Body Bridging,BEHAVIORAL: Mind Body Bridging Group Session,VA Salt Lake City Health Care System,Mind Body Bridging Charity,ALL,"ADULT, OLDER_ADULT",13,FED,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-12-18,2023-01-31,"George E. Wahlen Department of Veterans Affairs Medical Center, Salt Lake City, Utah, 84148, United States"
NCT05293691,Efficacy of an Online Self-help Program for Negative Affect and Depression,https://clinicaltrials.gov/study/NCT05293691,UNKNOWN,NO,Depressive Symptoms|Depression,"BEHAVIORAL: Body, Breath & Mind|BEHAVIORAL: Moodgym",University of Witten/Herdecke,,ALL,"ADULT, OLDER_ADULT",303,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2022-04-25,2023-03-31,"Private Universität WItten/Herdecke, Witten, NRW, 58448, Germany"
NCT04678999,Mind-body Therapy (Remotely Delivered) for Knee Osteoarthritis,https://clinicaltrials.gov/study/NCT04678999,COMPLETED,NO,Knee Osteoarthritis,BEHAVIORAL: Mind-body exercise and education,Tufts Medical Center,,ALL,"ADULT, OLDER_ADULT",50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-01,2022-11-30,"Tufts Medical Center, Division of Rheumatology, Boston, Massachusetts, 02111, United States"
NCT03735992,Mind-body Medicine for Patients With Malignant Hematological Diseases,https://clinicaltrials.gov/study/NCT03735992,RECRUITING,NO,Hematologic Neoplasms,BEHAVIORAL: Mind-body medicine group program,Universität Duisburg-Essen,Robert Bosch Medical Center,ALL,"ADULT, OLDER_ADULT",94,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2017-09-06,2024-12-31,"Robert-Bosch-Krankenhaus, Abteilung für Hämatologie, Onkologie und Palliativmedizin, Stuttgart, 70376, Germany"
NCT04634175,Mind-body Intervention for Compulsive Sexual Behavior Disorder,https://clinicaltrials.gov/study/NCT04634175,ENROLLING_BY_INVITATION,NO,Compulsive Sexual Behavior,BEHAVIORAL: Mind-body intervention|BEHAVIORAL: Sham intervention,University of Sao Paulo General Hospital,,MALE,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-07-15,2025-09-03,"Instituto de Psiquiatria do Hospital das Clínicas da Universidade de São Paulo[University of Sao Paulo General Hospital], São Paulo, SP, 05403-010, Brazil"
NCT04820855,Mindfulness and Yoga for Pain With Interstitial Cystitis Evaluation,https://clinicaltrials.gov/study/NCT04820855,COMPLETED,NO,Interstitial Cystitis,BEHAVIORAL: Treatment|OTHER: Usual Cares,University of New Mexico,,FEMALE,"ADULT, OLDER_ADULT",97,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-05-18,2023-12-31,"University of New Mexico, Albuquerque, New Mexico, 87106, United States"
NCT04073524,The Wild Man Programme - a Nature-based Rehabilitation Enhancing Quality of Life for Men on Long-term Sick Leave,https://clinicaltrials.gov/study/NCT04073524,UNKNOWN,NO,Stress|Anxiety|Depression|Cardiac Disease|Cancer|Diabetes|Copd,OTHER: Nature-Body-Mind-Community|OTHER: Treatment as usual,University of Southern Denmark,"TrygFonden, Denmark",MALE,"ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2018-06-01,2021-06-01,"Southern Danish University, Odense, Fyn, 5230, Denmark"
NCT03343405,Online Mind/Body Program for Fertility,https://clinicaltrials.gov/study/NCT03343405,COMPLETED,NO,Infertility,BEHAVIORAL: Online Mind/Body Program for Fertility,University of Vermont,,ALL,"ADULT, OLDER_ADULT",71,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-03-14,2017-04-14,"University of Vermont, Burlington, Vermont, 05405, United States"
NCT04854772,Mind Body Intervention for COVID-19 Long Haul Syndrome,https://clinicaltrials.gov/study/NCT04854772,COMPLETED,NO,COVID-19 Long Haul Syndrome,BEHAVIORAL: Mind Body Syndrome Therapy for Long Covid,Beth Israel Deaconess Medical Center,,ALL,ADULT,23,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-05-15,2022-08-09,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, 02215, United States"
NCT06070818,Healthy Body & Mind Program for Older Adults Living With Osteoarthritis and Cognitive Decline,https://clinicaltrials.gov/study/NCT06070818,RECRUITING,NO,Cognitive Decline|Osteoarthritis,OTHER: Healthy Body & Mind Program,The University of New South Wales,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-09-18,2024-07-28,"UNSW Medicine & Health Lifestyle Clinic, Sydney, New South Wales, 2052, Australia"
NCT06612749,Assessing the Impact of Integrative Medicine on Anxiety and Wellbeing of Healthcare Providers Exposed to Terror or War,https://clinicaltrials.gov/study/NCT06612749,RECRUITING,NO,Quality of Life,OTHER: Integrative medicine including manual and/or mind-body treatments,Carmel Medical Center,,ALL,"ADULT, OLDER_ADULT",600,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-10-23,2025-09-01,"Carmel Medical center, Haifa, Israel"
NCT02436603,Integrative Approaches to Managing Irritable Bowel Syndrome (IBS),https://clinicaltrials.gov/study/NCT02436603,COMPLETED,NO,Irritable Bowel Syndrome|IBS,BEHAVIORAL: Nutrition/Mind-Body Coaching,Beth Israel Medical Center,,ALL,"ADULT, OLDER_ADULT",52,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-04,2017-06-28,"Center for Health and Healing, New York, New York, 10016, United States"
NCT00798642,"Ulcerative Colitis Relapse Prevention Trial, Hypnosis",https://clinicaltrials.gov/study/NCT00798642,COMPLETED,NO,Ulcerative Colitis|Inflammatory Bowel Disease,BEHAVIORAL: Hypnotherapy|BEHAVIORAL: Standard care|BEHAVIORAL: Mind Body Therapy,Northwestern University,National Center for Complementary and Integrative Health (NCCIH),ALL,"ADULT, OLDER_ADULT",55,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2007-07,2012-06,"Northwestern University, Feinberg School of Medicine, Chicago, Illinois, 60611, United States"
NCT01804036,Two Contrasting Interventions for Sleep Management,https://clinicaltrials.gov/study/NCT01804036,COMPLETED,YES,Primary Insomnia|Secondary Insomnia,DRUG: Zolpidem|BEHAVIORAL: Mind-Body Bridging,University of Utah,Evans Army Community Hospital,ALL,"CHILD, ADULT",72,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-03,2016-11,"Evans Army Community Hospital, Colorado Springs, Colorado, 80913, United States|University of Utah, Salt Lake City, Utah, 84108, United States"
NCT05757752,Mind Body Program Vascular,https://clinicaltrials.gov/study/NCT05757752,RECRUITING,NO,Peripheral Arterial Disease|Peripheral Vascular Diseases,BEHAVIORAL: Problem Solving Therapy and Integrated Care,Yale University,,ALL,"ADULT, OLDER_ADULT",10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-01-01,2024-12-31,"Yale New Haven Health Hospital, New Haven, Connecticut, 06519, United States"
NCT04829877,Trajectory of Psychological Distress Among Infertility Women,https://clinicaltrials.gov/study/NCT04829877,RECRUITING,NO,Infertility|Heart Rate Variability|Biofeedback,BEHAVIORAL: Web-based mind-body intervention with HRVB|BEHAVIORAL: Web-based mind-body intervention,Taipei Medical University,,FEMALE,ADULT,750,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-04-19,2025-04,"Infertility clinic, Taipei, 110, Taiwan"
NCT02136745,Effects of Relaxation Response Mind-body Intervention in Patients With IBS and IBD,https://clinicaltrials.gov/study/NCT02136745,COMPLETED,NO,Irritable Bowel Syndrome|Inflammatory Bowel Disease,BEHAVIORAL: Relaxation Response Mind-Body Intervention,Massachusetts General Hospital,,ALL,"ADULT, OLDER_ADULT",48,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-05,2011-07,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States"
NCT03888261,Mind-Body Approaches for Medical Conditions,https://clinicaltrials.gov/study/NCT03888261,UNKNOWN,NO,Rheumatoid Arthritis|Psoriasis|Heart Failure,BEHAVIORAL: Mind-Body Approaches for Medical Conditions,"University Hospital, Gentofte, Copenhagen","Aarhus University Hospital|Odense University Hospital|Department of psychology, University of Copenhagen|Musculoskeletal Statistics Unit, The Parker Institute",ALL,"ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2019-04-01,2020-01-01,
