NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT02299739,Liver Enzyme Abnormalities and Risk Factors in Taking Herbal Medicine,https://clinicaltrials.gov/study/NCT02299739,COMPLETED,NO,Drug-Induced Liver Injury|Musculoskeletal Diseases,DRUG: Herbal medicine|PROCEDURE: Acupuncture|PROCEDURE: Pharmacopuncture|PROCEDURE: Bee venom pharmacopuncture|PROCEDURE: Chuna manipulation,Jaseng Hospital of Korean Medicine,,ALL,"CHILD, ADULT, OLDER_ADULT",6894,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2005-12,2013-12,"Jaseng Hospital of Korean Medicine, Seoul, Gangnam-Gu, 135-896, Korea, Republic of"
NCT03008798,Prevention for the Restenosis of Intracranial Artery Stent Implantation Treated With Herbal Medicine C117,https://clinicaltrials.gov/study/NCT03008798,UNKNOWN,NO,Occlusion and Stenosis of Unspecified Cerebral Artery,DRUG: Herbal Medicine C-117|DRUG: The Placebo of Herbal Medicine C-117,Guangzhou University of Traditional Chinese Medicine,"Liaocheng People's Hospital|Liaoning Cancer Hospital & Institute|Zhongshan People's Hospital, Guangdong, China",ALL,"ADULT, OLDER_ADULT",180,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2017-01,2019-12,
NCT05066620,Chinese Herbal Medicine in Acute INtracerebral Haemorrhage (CHAIN) Trial,https://clinicaltrials.gov/study/NCT05066620,UNKNOWN,NO,Intracerebral Hemorrhage,DRUG: Chinese herbal medicine FYTF-919,Guangzhou University of Traditional Chinese Medicine,The George Institute,ALL,"ADULT, OLDER_ADULT",1504,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-10,2025-01,"Guangdong Provincial Hospital of Chinese Medicine, Guangzhou, Guangdong, China"
NCT03942198,Oral Chinese Herbal Medicine for Psoriasis Vulgaris With Blood Stasis Syndrome,https://clinicaltrials.gov/study/NCT03942198,UNKNOWN,NO,Psoriasis Vulgaris,DRUG: Taodan Granules|DRUG: Taodan Granules Placebo,Shanghai Yueyang Integrated Medicine Hospital,Shaanxi Provincial Hospital of Traditional Chinese Medicine|The Affiliated Hospital of Jiangxi University of Traditional Chinese Medicine|Shijiazhuang Hospital of Traditional Chinese Medicine|Heilongjiang University of Chinese Medicine,ALL,"ADULT, OLDER_ADULT",216,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-06-01,2021-12-31,"Shijiazhuang Hospital of Traditional Chinese Medicine, Shijiazhuang, He Bei, China|First Affiliated Hospital of Heilongjiang Chinese Medicine University, Harbin, Heilongjiang, China|Affiliated hospital of jiangxi university of traditional Chinese medicine, Nanchang, Jiangxi, China|Shanghai Yueyang Integrated Medicine Hospital, Shanghai, Shanghai, China|Shanxi Provincial Hospital of Traditional Chinese Medicine, Xi'an, Shanxi, China"
NCT03961230,Oral Chinese Herbal Medicine for Psoriasis Vulgaris With Blood Heat Syndrome,https://clinicaltrials.gov/study/NCT03961230,UNKNOWN,NO,Psoriasis Vulgaris,DRUG: Jueyin granules|DRUG: Jueyin Granules Placebo,Shanghai Yueyang Integrated Medicine Hospital,Beijing Hospital of Traditional Chinese Medicine|First Affiliated Hospital of Anhui University of Traditional Chinese Medicine|Gansu University of Chinese Medicine|Guangxi Zhuang Autonomous Region Dermatology Hospital,ALL,"ADULT, OLDER_ADULT",196,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-06-01,2021-12-31,"First Affiliated Hospital of Anhui University of Traditional Chinese Medicine, Hefei, Anhui, China|Beijing Hospital of Traditional Chinese Medicine, Beijing, Beijing, China|Affiliated Hospital of Gansu University of Chinese Medicine, Nanchang, Gansu, China|Guangxi Zhuang Autonomous Region Dermatology Hospital, Nanning, Guizhou, China"
NCT05266079,Comparison Study for Perimenopausal Syndrome With Chinese Herbal Medicine,https://clinicaltrials.gov/study/NCT05266079,COMPLETED,NO,Menopausal Syndrome,DRUG: Intervention Group|DRUG: Control Group,Hong Kong Baptist University,,FEMALE,ADULT,100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2022-03-14,2023-06-30,"HKFTU Workers' Medical Clinics - Hong Kong Baptist University Chinese Medicine Clinic cum Training and Research Centre (North District), Hong Kong, Hong Kong"
NCT03186079,Efficacy of Chinese Herbal Medicine Xiaojidaozhi Decoction in the Treatment of Childhood Constipation,https://clinicaltrials.gov/study/NCT03186079,COMPLETED,NO,Constipation|Chinese Herbal Medicine,DRUG: Xiaojidaozhi Decoction|DRUG: Placebo|DRUG: Fiberform|BEHAVIORAL: Toilet training,Shengjing Hospital,,ALL,CHILD,200,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2017-05-01,2018-05-01,"Shengjing Hospital, Shenyang, Liaoning, 110004, China"
NCT05269511,Efficacy of Chinese Herbal Medicine to Prevent and Treat COVID-19 Close Contacts,https://clinicaltrials.gov/study/NCT05269511,COMPLETED,NO,Healthy Participants,"DRUG: Chinese herbal medicine is in the form of granules (9 g/sachet), which is comprised of ten medicinal herbs.",Hong Kong Baptist University,,ALL,"CHILD, ADULT, OLDER_ADULT",2163,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2022-03-14,2022-06-22,"School of Chinese Medicine, Hong Kong Baptist University, Hong Kong, Hong Kong, China"
NCT03941431,Sequential Treatment of Psoriasis With Integrated Traditional Chinese and Western Medicine,https://clinicaltrials.gov/study/NCT03941431,UNKNOWN,NO,Plaque Psoriasis,DRUG: Jueyin granules|DEVICE: moving cupping therapy|DEVICE: NB-UVB therapy|DRUG: Jueyin placebo granules|DEVICE: moving cupping placebo therapy|DEVICE: NB-UVB placebo phototherapy,Shanghai Yueyang Integrated Medicine Hospital,Shanghai Dermatology Hospital|Chinese Medicine Hospital Affiliated to Southwest Medical University|Wuhan No.1 Hospital|The Second People's Hospital Affiliated to Fujian University of TCM|Jiangsu Province Hospital of Traditional Chinese Medicine,ALL,"ADULT, OLDER_ADULT",378,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2019-06-01,2021-12-31,"The Second People's Hospital Affiliated to Fujian University of TCM, Fuzhou, Fujian, China|Wuhan No.1 Hospital, Wuhan, Hubei, China|Jiangsu Province Hospital of Traditional Chinese Medicine, Nanjing, Jiangsu, China|Chinese Medicine Hospital Affiliated to Southwest Medical University, Luzhou, Sichuan, China|Shanghai Dermatology Hospital, Shanghai, China|Shanghai Yueyang Integrated Medicine Hospital, Shanghai, China"
NCT05360004,The Use of Chinese Herbal Medicine and Vitamin C by Hospital Care Workers in HK to Prevent COVID-19,https://clinicaltrials.gov/study/NCT05360004,UNKNOWN,NO,COVID-19,DRUG: Chinese herbal medicine,Hong Kong Baptist University,,ALL,"ADULT, OLDER_ADULT",652,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2022-05,2022-06,
NCT04380870,Describing Chinese Herbal Medicine Telehealth Care for Symptoms Related to Infectious Diseases Such as COVID-19,https://clinicaltrials.gov/study/NCT04380870,RECRUITING,NO,Coronavirus Infection,DIETARY_SUPPLEMENT: Chinese Herbal Medicine,Center for Integrated Care,"University of Utah|University of California, San Francisco",ALL,"ADULT, OLDER_ADULT",500,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-05-11,2025-05-11,"Seattle Intstitute of East Asian Medicine, Seattle, Washington, 98108, United States"
NCT04593849,Therapeutic Effects of Traditional Chinese Medicine in Topical Use on Upper Extremities Fracture,https://clinicaltrials.gov/study/NCT04593849,COMPLETED,NO,Bone Fractures|Traditional Chinese Medicine|Chinese Herbal Medicine,"OTHER: Ru-Yih-Jin- Huang-Saan(RYJHS), Wan-Yin-Gao-Jia-Jean-Wey(WYGJJW), placebo ( topical agent without therapeutic effects)",YUAN-CHIEH YEH,,ALL,"ADULT, OLDER_ADULT",24,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-23,2023-04-20,"Keelung Chang Gung Memorial Hospital, Keelung, 20401, Taiwan"
NCT04269486,A Multicenter Observational Study on Safety of the Herbal Medicines at Inpatient Setting,https://clinicaltrials.gov/study/NCT04269486,ACTIVE_NOT_RECRUITING,NO,Drug Induced Liver Injury|Drug-Induced Kidney Injury|Herbal Medicine Adverse Reaction,,Korea Institute of Oriental Medicine,Semyung University|Dongshin Seoul Korean Medicine Hospital|CHUNG YEON Korean Medicine Hospital|Korean Medicine Hospital of Pusan National University|DongGuk University,FEMALE,"ADULT, OLDER_ADULT",287,OTHER_GOV,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-07-01,2023-12-31,"Five tertiary Korean Medicine Hospital (Jecheon, Yangsan, Gwangju, Seoul, Bundang), Seoul, Korea, Republic of"
NCT05494008,Evaluation of Effectiveness and Safety of Korean Herbal Medicine for Post-accident Syndromes After Acute Phase,https://clinicaltrials.gov/study/NCT05494008,COMPLETED,NO,Traffic Accident|Whiplash Syndrome,PROCEDURE: Korean herbal medicine treatment|PROCEDURE: Non-Korean herbal medicine treatment,Jaseng Medical Foundation,,ALL,"ADULT, OLDER_ADULT",40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-07-24,2022-09-13,"Jaseng Hospital of Korean Medicine, Seoul, Gangnam-Gu, 135-896, Korea, Republic of"
NCT05035979,Oral Baidi Quzhi Granule Combined With Ju Ying Cream for Acne Vulgaris,https://clinicaltrials.gov/study/NCT05035979,UNKNOWN,NO,Acne Vulgaris,DRUG: BaidI Quzhi granule|DRUG: Ju Yin cream|DRUG: Baidi Quzhi placebo granule|DRUG: Ju Yin placebo cream,Shanghai Yueyang Integrated Medicine Hospital,Shanghai Skin Disease and Venereal Disease Hospital,ALL,"CHILD, ADULT",472,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-12-01,2023-08-31,
NCT06319729,A Chinese Herbal Medicine for IBS-C,https://clinicaltrials.gov/study/NCT06319729,NOT_YET_RECRUITING,NO,Constipation-predominant Irritable Bowel Syndrome,DRUG: CDD-2105|DRUG: Placebo,Hong Kong Baptist University,,ALL,"ADULT, OLDER_ADULT",78,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-03-25,2024-11-30,
NCT04032574,Efficacy and Tolerability of a Phytotherapy Combination (Aqualibra) in Patients With Uncomplicated Cystitis,https://clinicaltrials.gov/study/NCT04032574,COMPLETED,NO,Urinary Tract Infection Lower Acute,COMBINATION_PRODUCT: Herbal Medicinal Product|OTHER: Placebo,Medice Arzneimittel Pütter GmbH & Co KG,Dr. Wiedey GmbH - Institut Für Klinische Forschung|Medidata Dr. Möller GmbH,FEMALE,"ADULT, OLDER_ADULT",200,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",1991-10-08,1992-03-27,
NCT04349878,Anaysis of Phytotherapy Agent Against Periodontitis,https://clinicaltrials.gov/study/NCT04349878,COMPLETED,NO,Periodontitis,DIAGNOSTIC_TEST: gingival crevicular fluid evaluation,University of Messina,,ALL,"ADULT, OLDER_ADULT",34,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2019-09-01,2020-03-05,"University of Messina, Messina, 98125, Italy"
NCT01414374,Hibiscus Sabdariffa and Centella Asiatica in the Treatment of Anemia by Iron Deficiency,https://clinicaltrials.gov/study/NCT01414374,COMPLETED,NO,Iron Deficiency Anemia,DRUG: Herbal medicine|DRUG: Iron,Casa Espirita Terra de Ismael,University of Sao Paulo,ALL,ADULT,50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2012-01,2013-03,"Laboratorio M. F. Teixeira, Monte Santo de Minas, Minas Gerais, Brazil"
NCT05530226,A Single Arm Study of Traditional Chinese Medicine for Plasma Cell Mastitis,https://clinicaltrials.gov/study/NCT05530226,UNKNOWN,NO,Plasma Cell Mastitis,DRUG: Traditional Chinese medicine,Shengjing Hospital,,FEMALE,ADULT,50,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-01,2023-03-31,"Shengjing Hospital of China Medical University, Shenyang, Liaoning, 110004, China"
NCT02923622,Efficacy and Safety Evaluation of Traditional Chinese Medicine in the Treatment of Advanced Colorectal Cancer,https://clinicaltrials.gov/study/NCT02923622,UNKNOWN,NO,Advanced Colorectal Cancer|Traditional Chinese Medicine,OTHER: Traditional Chinese medicine herbals|OTHER: Integrated traditional Chinese and Western medicine|OTHER: Western medicine,Xiyuan Hospital of China Academy of Chinese Medical Sciences,Beijing Municipal Science & Technology Commission,ALL,"ADULT, OLDER_ADULT",384,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-09,,"Oncology Department of Xiyuan hospital of China Academy of Chinese Medical Sciences, Beijing, Beijing, 100091, China"
NCT01338714,The Effect of Compound Herbal Formula (RHD-1) on HBV Carrier With Abnormal Liver Function,https://clinicaltrials.gov/study/NCT01338714,COMPLETED,NO,Liver Dysfunction,OTHER: Compound Herbal Formula (RHD-1)|OTHER: dilute RHD-1,Taipei City Hospital,National Yang Ming Chiao Tung University,ALL,"ADULT, OLDER_ADULT",58,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2011-05,2012-09,"Taipei City Hospital, Taipei, 886, Taiwan"
NCT01512238,Improvement of Intentional and Unintentional Non-adherence in the Elderly,https://clinicaltrials.gov/study/NCT01512238,COMPLETED,NO,Medication Adherence,OTHER: Pharmaceutical care,University of Aarhus,,ALL,OLDER_ADULT,630,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-02,2013-11,
NCT05040425,Radioprotective Effect of Chinese Herbal Medicine on Oral Mucositis,https://clinicaltrials.gov/study/NCT05040425,UNKNOWN,NO,Head and Neck Cancer|Oral Mucositis,DRUG: Zi-Yin-Liang-Ge-San,Chang Gung Memorial Hospital,"National Research Institute of Chinese Medicine, Ministry of Health and Welfare",ALL,"ADULT, OLDER_ADULT",200,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-08-30,2023-04-01,
NCT05001217,Chinese Herbal Medicine Treatment as Adjunct Therapy for Parkinson's Disease,https://clinicaltrials.gov/study/NCT05001217,COMPLETED,NO,Parkinson Disease,DRUG: Conventional medication|DRUG: Chinese herbal medicine treatment,Hong Kong Baptist University,Chinese University of Hong Kong,ALL,"ADULT, OLDER_ADULT",160,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-01-01,2024-01-31,"Department of Medicine, Queen Elizabeth Hospital, Hong Kong, Hong Kong|Hong Kong Parkinson's Disease Association, Hong Kong, Hong Kong"
NCT04584775,Implementing Acupuncture and Chinese Herbal Medicine Into Palliative Care,https://clinicaltrials.gov/study/NCT04584775,WITHDRAWN,NO,Advanced Cancer|Lung Cancer|Breast Cancer|Colo-rectal Cancer|Pancreas Cancer|Cholangiocarcinoma|Quality of Life|Symptoms and Signs,"OTHER: Treatment modalities of Traditional Chinese Medicine (Acupuncture, Chinese herbal medicine, Tunia, Chinese dietetics)|OTHER: Standard care",Medical University of Graz,,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-02,2022-07,"Medical University of Graz, Graz, Styria, 8036, Austria"
NCT06515652,To Compare the Effects of Herbal Medicines With Traditional Allopathic Medicines in Cases of Patients With Metabolic Syndrome,https://clinicaltrials.gov/study/NCT06515652,RECRUITING,NO,Metabolic Syndrome,"DRUG: rosuvastatin, METFORMIN, Sitagliptin, Telmisartan, Cinnamon. garlic, Ginger, Methi dana, Arjun",Hamdard University,,ALL,"ADULT, OLDER_ADULT",200,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-09-01,2024-08-30,"Prof. Dr. M. Sajid Abbas Jaffri, Karachi, Sindh, 75600, Pakistan"
NCT04128865,PRevention of INteractions Between Phytotherapies and CancEr Treatments by a SmartphonE/Tablet Automated SurvEy,https://clinicaltrials.gov/study/NCT04128865,UNKNOWN,NO,Cancer,,Paul Gougis,,ALL,"ADULT, OLDER_ADULT",200,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-04-13,2019-11-11,"Centre d'Investigation Clinique Paris-Est, Paris, 75013, France|Centre d'Investigation Clinique Paris-Est, Paris, 75013, France"
NCT04851821,The Effectiveness of Phytotherapy in SARS-COV2(COVID-19),https://clinicaltrials.gov/study/NCT04851821,COMPLETED,NO,a Randomized Double-blind Study|Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)|PHYTOTHERAPIE,DRUG: Quercetin,Hôpital Universitaire Sahloul,,ALL,"ADULT, OLDER_ADULT",80,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2021-01-04,2021-06-30,"Riadh Boukef, Sahloul, Sousse, Tunisia"
NCT01142479,Compound Herbal Formula (TPE-1) for Leukopenia and Cancer-related Fatigue in Breast Cancer Patients With Radiotherapy,https://clinicaltrials.gov/study/NCT01142479,COMPLETED,NO,Breast Cancer|Radiotherapy|Chinese Herbal Medicine,DRUG: Chinese herbal medicine decoction,Taipei City Hospital,Taipei Medical University Shuang Ho Hospital,FEMALE,"ADULT, OLDER_ADULT",60,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2010-05,,"Shuang Ho Hospital, Taipei, 886, Taiwan"
NCT03797248,Prospective Cohort Study of Traditional Chinese Medicine for Survival of Patients With Early Breast Cancer,https://clinicaltrials.gov/study/NCT03797248,UNKNOWN,NO,Early-stage Breast Cancer,COMBINATION_PRODUCT: Chinese herbal medicine,Chang Gung Memorial Hospital,,FEMALE,"ADULT, OLDER_ADULT",310,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-11-12,2020-10-24,"Kaohsiung Chang Gung Memorial Hospital, Kaohsiung, 83301, Taiwan"
NCT00601263,Safety Study of Chinese Herbal Therapy to Treat Asthma,https://clinicaltrials.gov/study/NCT00601263,COMPLETED,NO,Asthma,DRUG: Anti-Asthma Herbal Medical Intervention (ASHMI),Xiu-Min Li,National Center for Complementary and Integrative Health (NCCIH),ALL,ADULT,35,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-10,2008-07,"Mount Sinai School Medicine, New York, New York, 10029, United States"
NCT04414605,Oral Chinese Herbal Medicine Concurrent With Secukinumab for Severe Plaque Psoriasis,https://clinicaltrials.gov/study/NCT04414605,UNKNOWN,NO,Psoriasis,DRUG: Gu Ben Hua Yu Fang decoction (Chinese herbal medicine)|DRUG: Secukinumab Auto-Injector [Cosentyx],Guangdong Provincial Hospital of Traditional Chinese Medicine,,ALL,"CHILD, ADULT, OLDER_ADULT",10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-04,2021-12-31,"Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, 510000, China"
