NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Start Date,Completion Date,Locations
NCT01942928,Cranial Osteopathy in Infantile Colic,https://clinicaltrials.gov/study/NCT01942928,UNKNOWN,NO,Infantile Colic,OTHER: Usual NHS Care|OTHER: Osteopathic Manipulative Therapy,European School of Osteopathy,Sutherland Cranial College of Osteopathy|Sutherland Society,ALL,CHILD,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2014-06,,"European School of Osteopathy, Maidstone, Kent, ME14 3DZ, United Kingdom"
NCT05230277,OSTEOPATHY IN THE TREATMENT OF IBS SYMPTOMS IN ADULTS,https://clinicaltrials.gov/study/NCT05230277,NOT_YET_RECRUITING,NO,OSTEOPATHY IN THE TREATMENT OF IBS SYMPTOMS IN ADULTS,OTHER: the active osteopathic treatment (AOT)|OTHER: the sham osteopathic treatment,Centre Hospitalier de Troyes,"Institut National de la Santé Et de la Recherche Médicale, France",ALL,"ADULT, OLDER_ADULT",404,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2023-03-01,2024-01-01,
NCT05875766,Evaluation of Osteopathic Care After Rupture of the Antero-external Cruciate Ligament of the Knee (DIDT OSTEO),https://clinicaltrials.gov/study/NCT05875766,RECRUITING,NO,Cruciate Ligament Rupture|Knee Ligament Injury|Osteopathia,OTHER: Osteopathy|OTHER: Physiotherapy,Ramsay Générale de Santé,,ALL,ADULT,94,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-04-07,2024-12-07,"Hopital privé Jean Mermoz, Lyon, 69008, France"
NCT03780920,Preventive Osteopathic Treatment of Plagiocephaly,https://clinicaltrials.gov/study/NCT03780920,COMPLETED,NO,Positilonal Deformation of the Skull|Head Turn Preference|Axial Hypertony,PROCEDURE: manual therapy/osteopathy,"University Hospital, Montpellier",,ALL,CHILD,101,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2019-02-14,2022-01-21,"CHU Arnaud de Villeneuve, Montpellier, Hérault, 34000, France"
NCT00510562,Effect of Cranial Osteopathy on Visual Function,https://clinicaltrials.gov/study/NCT00510562,COMPLETED,NO,Visual Function,PROCEDURE: Cranial osteopathic manipulation|PROCEDURE: Sham/Placebo,Nova Southeastern University,,ALL,ADULT,29,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,2001-10,2002-02,"Nova Southeastern University Davie Health Center, Ft. Lauderdale, Florida, 33328, United States"
NCT02621437,Impact of Osteopathy on Pain After Breast Cancer Surgery,https://clinicaltrials.gov/study/NCT02621437,COMPLETED,NO,Breast Cancer,OTHER: Osteopathy sessions|OTHER: phone questionnaires,Hospices Civils de Lyon,,FEMALE,"ADULT, OLDER_ADULT",161,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2016-02,2020-06,"Service de gynécologie, Lyon, 69004, France"
NCT02627638,Cancer Patient Perceptions of the Osteopathy Treatment: a Qualitative Study,https://clinicaltrials.gov/study/NCT02627638,COMPLETED,NO,Cancer Patients,OTHER: Ostheopathic treatment,Hospices Civils de Lyon,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2014-04,2014-12,"Médecine palliative - Groupement Hospitalier Lyon Sud- Hospices Civils de Lyon, Pierre-Bénite Cedex, 69495, France"
NCT04242485,Osteopathy Treatment and Cardiovascular Recovery After a Rugby Match,https://clinicaltrials.gov/study/NCT04242485,COMPLETED,NO,Cardiovascular Physiological Phenomena,OTHER: Osteopathic manipulative treatment|OTHER: Sham treatment,University of Parma,Collegio Italiano di Osteopatia|Foundation COME Collaboration,MALE,"ADULT, OLDER_ADULT",26,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-10-01,2018-05-01,"Collegio Italiano di Osteopatia, Parma, Italy"
NCT01403168,Comparative Evaluation of Osteopathy Treatment Efficacy in Pain Support After Breast Surgery in Oncology,https://clinicaltrials.gov/study/NCT01403168,TERMINATED,NO,Breast Cancer,OTHER: OSTEOPATHY + conventional analgesic treatments|OTHER: Conventional analgesic treatments,Centre Leon Berard,,FEMALE,"ADULT, OLDER_ADULT",28,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-04,2015-04,"Centre Leon Berard, LYON Cedex 08, 69373, France"
NCT03440957,Osteopathy Treatment for Cancer Pain Related to the Confinement to Bed,https://clinicaltrials.gov/study/NCT03440957,COMPLETED,NO,Cancer Patient Confined in the Bed,OTHER: Osteopathic treatment,Hospices Civils de Lyon,,ALL,"ADULT, OLDER_ADULT",22,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-02-21,2020-02-02,"Hôpital Lyon Sud, Pierre-Bénite, France"
NCT05895149,Effects of Osteopathy in Autonomic Nervous System,https://clinicaltrials.gov/study/NCT05895149,COMPLETED,NO,Healthy,OTHER: Flying buttress technique|OTHER: Placebo technique,Escola Superior de Tecnologia da Saúde do Porto,,ALL,ADULT,41,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2023-09-01,2024-07-31,"Escola Superior de Saúde do Instituto Politécnico do Porto, Porto, 4200-072, Portugal"
NCT06566144,Standard Treatment for Non-specific Low Back Pain Combined With Multimodal Osteopathy Treatment on Pain Intensity and Functional Capacity,https://clinicaltrials.gov/study/NCT06566144,RECRUITING,NO,Low Back Pain,OTHER: Standard treatment|OTHER: Osteopathy treatment,University of Nove de Julho,,ALL,"ADULT, OLDER_ADULT",44,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-09-10,2025-01-30,"Nove de Julho University, São Paulo, 06454050, Brazil"
NCT01193738,Osteopathy and Obstructive Sleep Apnea Syndrome,https://clinicaltrials.gov/study/NCT01193738,COMPLETED,NO,Obstructive Sleep Apnea Syndrome,PROCEDURE: osteopathic compression of Pterygopalatine node,Valerie Attali,,ALL,"ADULT, OLDER_ADULT",10,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,2010-09,2012-01,"Pathologies Du Sommeil Pitie Salpetriere, Paris, 75013, France"
NCT04666415,Impact of the Addition of a Specific and Personalized Body Approach by Osteopathic Treatment in the Care of Adolescents With Anorexia Nervosa.,https://clinicaltrials.gov/study/NCT04666415,UNKNOWN,NO,Anorexia Nervosa|Osteopathic Medicine,OTHER: Osteopathic treatment,Institut Mutualiste Montsouris,Fondation de l'Avenir,FEMALE,"CHILD, ADULT",72,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-02-06,2022-04-01,"Institut Mutualiste Montsouris, Paris, 75014, France"
NCT00637299,Osteopathy in Chronic Obstructive Pulmonary Disease (COPD) Rehabilitation Trial,https://clinicaltrials.gov/study/NCT00637299,COMPLETED,YES,Chronic Obstructive Pulmonary Disease,OTHER: Active osteopathic treatment (OMT+PR): Active Comparator|OTHER: sham osteopathic treatment (SOT+PR),Fondazione Salvatore Maugeri,,ALL,"ADULT, OLDER_ADULT",20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2008-01,2008-11,"Fondazione Salvatore Maugeri, Montescano, Pavia, 27040, Italy"
NCT03852004,Osteopathic Treatment on Motor Development of Hypotonic Infants.,https://clinicaltrials.gov/study/NCT03852004,RECRUITING,NO,Hypotonia,OTHER: ostheopathy|OTHER: simulated osteopathic treatment,Centre Hospitalier Intercommunal Creteil,Centre Broussais,ALL,CHILD,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-12-13,2026-01-13,"CHI Creteil, Créteil, 94000, France|Centre Broussais, Paris, 75014, France"
NCT02710825,Osteopathy and Children With Congenital Heart Disease Surgery,https://clinicaltrials.gov/study/NCT02710825,COMPLETED,NO,Congenital Heart Disease,OTHER: Osteopathy|OTHER: superficial palpatory agreement,Hôpital Necker-Enfants Malades,ARCFA : Association for research in cardiology foetal to adult,ALL,CHILD,113,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2016-05,2017-02-23,"Hospital Necker, Paris, 75015, France"
NCT06669858,Effect of Osteopathy Medicine on Post-surgical Management of Lumbosacral Arthrodesis,https://clinicaltrials.gov/study/NCT06669858,COMPLETED,NO,Arthrodesis|Post-operative Care|Manual Therapy|Lumbar Spine Surgery,OTHER: manual therapy|OTHER: Sham,Centre Européen d'Enseignement Supérieur de l'Ostéopathie de Lyon,Institut de la Colonne Vertébrale Lyon Charcot,ALL,"ADULT, OLDER_ADULT",35,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2023-03-01,2024-05-01,"Institut de la Colonne Vertébrale Lyon Charcot, Ste Foy Les Lyons, 69110, France"
NCT05135780,"The Quality of Life in Children at Social Risk, a Case Series Study Protocol",https://clinicaltrials.gov/study/NCT05135780,UNKNOWN,NO,Osteopathic Medicine|Effectiveness,OTHER: Osteopathic manual treatment|OTHER: Social education,Francesco Cerritelli,Come Collaboration|Fundació Albert Salut i Educació,ALL,CHILD,20,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-11-01,2022-06-30,"Sonia Roura Carvajal, La Seu d'Urgell, 25700, Spain"
NCT02548663,Sport Therapy and Osteopathy Manipulative Treatment in ALS,https://clinicaltrials.gov/study/NCT02548663,COMPLETED,NO,Amyotrophic Lateral Sclerosis,OTHER: Sport therapy|OTHER: Osteopathic treatment,University of Milano Bicocca,"Italian Academy of Osteopathic Medicine (AIMO), Saronno, Italy",ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2014-06,2015-05,
NCT05969288,Low Back Pain and Osteopathy in Italian Young People,https://clinicaltrials.gov/study/NCT05969288,RECRUITING,NO,Low Back Pain,OTHER: Behavioral survey,International Institute of Behavioral Medicines,,ALL,"CHILD, ADULT",30,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-09-01,2024-06-30,"Barbara Rocca, Calosso, 14052, Italy"
NCT01822743,Osteopathy and Obstructive Sleep Apnea Syndrome II,https://clinicaltrials.gov/study/NCT01822743,COMPLETED,NO,Obstructive Sleep Apnea Syndrome,PROCEDURE: Osteopathic manipulative treatment|PROCEDURE: sham comparator,Assistance Publique - Hôpitaux de Paris,,ALL,"ADULT, OLDER_ADULT",52,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2012-01,2014-03,"Service des pathologies du sommeil, Pitié-Salpêtrière hospital, Paris, 75013, France"
NCT03156881,Global Osteopathic Treatment for Patients With NAFLD,https://clinicaltrials.gov/study/NCT03156881,UNKNOWN,NO,Non-Alcoholic Fatty Liver Disease,OTHER: Global Osteopathic Treatment,Jenna Wilcox,,ALL,"CHILD, ADULT, OLDER_ADULT",48,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2017-07,2018-05,
NCT02121587,"Osteopathy, Mindfulness and Acceptance-based Programme for Patients With Persistent Pain",https://clinicaltrials.gov/study/NCT02121587,COMPLETED,NO,Musculoskeletal Pain|Chronic Pain,BEHAVIORAL: Pain self-management course,University College of Osteopathy,,ALL,"ADULT, OLDER_ADULT",255,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-09,2017-01,"The British School of Osteopathy Clinical Centre, London, SE1 0BQ, United Kingdom|Iveagh House Surgery, London, SW9 6AF, United Kingdom|Stockwell Group Practice, London, SW9 9TJ, United Kingdom"
NCT04805749,Osteopathic Approach in Inflammatory Bowel Diseases,https://clinicaltrials.gov/study/NCT04805749,UNKNOWN,NO,Inflammatory Bowel Diseases (IBD),OTHER: Manual Therapy: osteopathy,Ecole Professionnelle des Osteopathes du Quebec,,ALL,"ADULT, OLDER_ADULT",10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-15,2021-09-01,
NCT01293019,Osteopathic Treatment in Adult Patients With Cystic Fibrosis,https://clinicaltrials.gov/study/NCT01293019,COMPLETED,NO,Cystic Fibrosis|Back Pain|Neck Pain|Chest Pain,PROCEDURE: Osteopathic treatment|PROCEDURE: Sham Placebo|PROCEDURE: Usual care,Assistance Publique - Hôpitaux de Paris,Vaincre la Mucoviscidose,ALL,"ADULT, OLDER_ADULT",32,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2009-11,2011-12,"Cochin Hospital, Paris, 75014, France"
NCT03836248,Study of the Contribution of Osteopathic Treatment to Classic Medical Management in Patients With Chronic Low Back Pain,https://clinicaltrials.gov/study/NCT03836248,RECRUITING,NO,Chronic Low Back Pain,OTHER: Osteopathic treatment|OTHER: Sham osteopathic treatment|OTHER: Current practice Medication treatment,Clinique Pasteur,,ALL,ADULT,199,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-10-02,2026-09,"Clinique Pasteur, Toulouse, 31076, France"
NCT01714791,Effects of Osteopathic Treatment on Pulmonary Function After Coronary Artery Bypass Graft Surgery,https://clinicaltrials.gov/study/NCT01714791,TERMINATED,NO,Mechanical Complication of Coronary Artery Bypass Graft|Respiratory Depression|Pain|Quality of Life,OTHER: Usual care|OTHER: Osteopathic treatment,Hartcentrum Hasselt,,ALL,"CHILD, ADULT, OLDER_ADULT",112,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2010-01,2017-12,"Cardiac rehabilitation centre at the Jessa Hospital Hasselt, Hasselt, Limburg, 3500, Belgium"
NCT01965678,Epidemiological Study of Quality of Life in Osteopathy,https://clinicaltrials.gov/study/NCT01965678,COMPLETED,NO,Muscle Skeletal Disorders,OTHER: Osteopathic Manipulative Treatment,European Institute for Evidence Based Osteopathic Medicine,,ALL,"ADULT, OLDER_ADULT",1000,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2010-09,2012-06,"Accademia Italiana Osteopatia Tradizionale, Pescara, 65121, Italy"
NCT02140710,Impact of Visceral Osteopathic Treatment on Meconium Evacuation in Preterm Infants,https://clinicaltrials.gov/study/NCT02140710,COMPLETED,NO,Meconium Ileus,PROCEDURE: Osteopathic treatment,Medical University of Vienna,,ALL,CHILD,41,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-12,2012-02,"Nadja Haiden, Vienna, 1090, Austria"
NCT04955392,Effects of an Osteopathic Treatment Protocol on Sleep Quality,https://clinicaltrials.gov/study/NCT04955392,UNKNOWN,NO,Sleep Disorder,OTHER: Osteopathic treatment protocol|OTHER: Sham technique,Ramón Mateos Alpuente,,ALL,"ADULT, OLDER_ADULT",72,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-01,2021-11-30,"Ramón Mateos Fisioterapia y Osteopatía, Zaragoza, 50009, Spain"
NCT02592850,Evidence-Based Osteopathy for Tension-Type Headache (EBOTTH),https://clinicaltrials.gov/study/NCT02592850,WITHDRAWN,NO,Tension-Type Headache,OTHER: osteopathic manipulative treatment|OTHER: sham,University of Milano Bicocca,Italian School of Osteopathy and Manual Therapies|Alpha Search Milano,ALL,"ADULT, OLDER_ADULT",0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2016-01,2017-12,
NCT06471426,The Effect of Osteopathic Treatment on Craniocervico-Mandibular Dysfunction,https://clinicaltrials.gov/study/NCT06471426,RECRUITING,NO,Headache|Neck Pain,OTHER: Osteopathic Manipulative Treatment,Edward Via Virginia College of Osteopathic Medicine,,ALL,"ADULT, OLDER_ADULT",30,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-04-22,2025-04-22,"Edward Via College of Osteopathic Medicine-Auburn, Auburn, Alabama, 36832, United States"
